日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/22,"49,424","15,840,750",326.0,315.5,320.51,126
114/08/21,"72,282","23,083,537",344.0,306.0,319.35,202
114/08/20,"71,465","24,502,297",352.0,332.0,342.86,114
114/08/19,"107,735","36,979,386",355.0,335.0,343.24,147
114/08/18,"32,509","10,785,509",338.0,323.0,331.77,84
114/08/15,"28,767","9,558,715",335.5,329.0,332.28,99
114/08/14,"27,743","9,146,640",336.0,323.0,329.69,91
114/08/13,"39,906","13,236,638",339.0,320.0,331.7,88
114/08/12,"19,233","6,553,007",348.0,330.0,340.72,83
114/08/11,"17,305","6,035,970",358.0,344.5,348.8,60
114/08/08,"38,474","13,391,399",363.0,340.0,348.06,122
114/08/07,"61,524","22,023,727",378.5,345.0,357.97,143
114/08/06,"58,315","22,187,193",400.0,370.5,380.47,125
114/08/05,"100,215","36,274,367",401.0,334.0,361.97,272
114/08/04,"65,765","22,052,363",347.0,322.0,335.32,215
114/08/01,"20,922","6,694,631",322.0,316.5,319.98,74
114/07/31,"23,347","7,361,461",319.0,312.0,315.31,58
114/07/30,"22,262","6,910,584",315.0,306.0,310.42,50
114/07/29,"25,794","7,935,062",313.0,304.0,307.63,59
114/07/28,"38,213","11,621,340",314.0,297.0,304.12,80
114/07/25,"9,220","2,730,920",299.0,295.0,296.2,45
114/07/24,"37,063","11,114,546",304.0,297.0,299.88,72
114/07/23,"11,402","3,381,151",300.0,294.0,296.54,52
114/07/22,"59,821","17,733,604",300.0,291.5,296.44,100
114/07/21,"68,283","19,831,431",304.5,271.0,290.43,170
114/07/18,"96,062","27,575,823",315.0,267.5,287.06,241
114/07/17,"32,954","10,400,474",319.5,312.0,315.61,152
114/07/16,"79,731","25,976,600",347.5,317.0,325.8,228
114/07/15,"108,678","36,913,840",351.0,323.0,339.66,307
114/07/14,"74,377","22,846,852",322.0,283.0,307.18,168
114/07/11,"66,308","17,977,700",295.0,262.5,271.12,159
114/07/10,"67,939","16,993,750",275.0,230.0,250.13,129
114/07/09,"8,996","2,060,590",230.5,228.0,229.06,27
114/07/08,"25,035","5,743,837",230.0,227.0,229.43,36
114/07/07,"8,383","1,924,522",238.5,227.0,229.57,38
114/07/04,"40,871","9,497,849",237.0,228.0,232.39,89
114/07/03,"45,317","10,356,717",236.0,218.0,228.54,89
114/07/02,"100,761","20,971,816",230.0,185.0,208.13,160
114/07/01,"28,801","5,352,444",187.0,185.0,185.84,30
114/06/30,"51,985","9,679,153",189.0,183.0,186.19,66
114/06/27,"53,967","9,943,119",189.0,180.0,184.24,55
114/06/26,"26,488","4,803,840",183.5,179.5,181.36,46
114/06/25,"16,176","2,899,309",187.0,177.0,179.24,27
114/06/24,"35,107","6,216,288",185.0,173.0,177.07,36
114/06/23,"14,492","2,486,271",173.5,170.0,171.56,30
114/06/20,"2,505","431,862",173.0,172.0,172.4,6
114/06/19,"4,371","754,925",173.0,172.0,172.71,11
114/06/18,"7,051","1,224,872",174.5,172.5,173.72,8
114/06/17,"4,649","808,140",178.5,172.0,173.83,18
114/06/16,"28,482","4,943,050",177.0,171.5,173.55,42
114/06/13,"37,191","6,552,463",178.0,174.0,176.18,45
114/06/12,"23,355","4,088,599",177.0,172.0,175.06,37
114/06/11,"75,820","13,597,086",185.0,175.0,179.33,128
114/06/10,"106,814","18,679,280",182.0,168.0,174.88,186
114/06/09,"42,690","7,099,339",168.0,162.0,166.3,70
114/06/06,"16,252","2,622,222",162.0,161.0,161.35,15
114/06/05,"35,810","5,808,981",164.5,159.5,162.22,61
114/06/04,"8,042","1,281,695",160.5,159.0,159.38,10
114/06/03,"7,111","1,126,499",159.0,157.5,158.42,8
114/06/02,"10,839","1,725,546",161.0,158.0,159.2,16
114/05/29,"9,143","1,468,603",162.0,160.0,160.63,11
114/05/28,"7,095","1,139,838",162.0,160.5,160.65,20
114/05/27,"3,251","518,535",160.5,159.5,159.5,4
114/05/26,"4,001","638,160",160.0,159.0,159.5,3
114/05/23,"14,067","2,244,207",160.5,158.5,159.54,15
114/05/22,"3,501","559,660",160.5,159.0,159.86,5
114/05/21,"16,401","2,634,389",162.0,158.0,160.62,24
114/05/20,"16,425","2,600,647",163.0,157.0,158.33,28
114/05/19,"8,878","1,404,752",159.0,157.5,158.23,20
114/05/16,"11,852","1,862,483",158.0,155.5,157.15,16
114/05/15,"19,292","3,037,746",160.0,155.5,157.46,39
114/05/14,"54,512","8,509,211",160.0,154.0,156.1,52
114/05/13,"15,565","2,399,805",156.5,153.5,154.18,44
114/05/12,"13,629","2,088,926",155.0,151.0,153.27,32
114/05/09,"9,117","1,378,173",154.0,149.5,151.17,19
114/05/08,"1,021","152,900",150.5,149.5,149.76,4
114/05/07,"9,150","1,376,589",152.5,149.5,150.45,31
114/05/06,505,"77,013",153.0,152.5,152.5,6
114/05/05,"6,131","934,034",153.5,151.0,152.35,33
114/05/02,"10,799","1,645,245",153.5,151.0,152.35,19
114/04/30,"9,324","1,416,987",152.5,151.5,151.97,12
114/04/29,"3,075","464,360",151.5,150.5,151.01,9
114/04/28,"9,228","1,389,315",153.0,149.5,150.55,28
114/04/25,"3,084","470,875",153.5,152.0,152.68,12
114/04/24,253,"38,457",153.0,152.0,152.0,4
114/04/23,"30,621","4,655,154",154.5,148.5,152.02,34
114/04/22,"8,496","1,262,476",151.0,146.5,148.6,31
114/04/21,"8,136","1,246,390",155.0,151.0,153.19,13
114/04/18,"17,940","2,785,685",157.0,152.0,155.28,21
114/04/17,"3,227","512,880",161.0,157.0,158.93,20
114/04/16,"14,452","2,335,811",164.0,160.0,161.63,30
114/04/15,"3,574","585,904",164.5,163.5,163.94,42
114/04/14,"5,235","863,118",168.0,163.0,164.87,132
114/04/11,"13,382","2,188,151",166.0,161.0,163.51,205
114/04/10,"21,378","3,535,264",168.5,159.0,165.37,278
114/04/09,"35,244","5,678,770",165.5,156.0,161.13,894
114/04/08,"26,620","4,459,864",171.0,163.5,167.54,424
114/04/07,"13,139","2,240,415",180.0,166.0,170.52,219
114/04/02,"10,321","1,852,744",181.0,179.0,179.51,158
114/04/01,"4,717","849,316",181.0,179.5,180.05,323
