日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/22,"1,962","176,924",91.70,87.50,90.18,7
114/08/21,"7,332","668,609",91.70,90.80,91.19,10
114/08/20,"4,067","366,576",91.00,87.60,90.13,5
114/08/19,10,913,91.30,91.30,91.30,1
114/08/18,"16,517","1,455,283",89.30,86.50,88.11,21
114/08/15,"3,058","274,808",91.80,89.50,89.87,9
114/08/14,"4,125","373,825",92.00,90.00,90.62,11
114/08/13,34,"3,100",91.2,91.2,91.2,1
114/08/12,"7,828","701,215",91.2,88.8,89.58,17
114/08/11,"1,005","89,443",89.0,87.0,89.0,5
114/08/08,"2,021","178,254",88.3,88.2,88.2,4
114/08/07,"4,883","428,448",88.3,86.7,87.74,11
114/08/06,"1,075","94,815",88.2,88.2,88.2,5
114/08/05,"13,280","1,162,427",90.0,86.8,87.53,34
114/08/04,"3,359","299,712",91.7,88.0,89.23,10
114/08/01,"28,882","2,616,406",92.0,89.7,90.59,37
114/07/31,201,"18,313",93.2,90.4,91.11,5
114/07/30,"1,101","102,363",93.1,91.7,92.97,3
114/07/29,0,0,0.0,0.0,0.0,0
114/07/28,10,931,93.1,93.1,93.1,1
114/07/25,"5,072","459,774",93.2,90.4,90.65,6
114/07/24,"3,282","297,358",93.2,90.5,90.6,11
114/07/23,10,932,93.2,93.2,93.2,1
114/07/22,202,"18,286",93.2,90.5,90.53,2
114/07/21,"1,030","95,996",93.2,93.2,93.2,3
114/07/18,"1,010","93,930",93.0,93.0,93.0,2
114/07/17,33,"3,069",93.0,93.0,93.0,2
114/07/16,"1,071","99,577",93.0,90.4,92.98,5
114/07/15,"19,457","1,777,177",94.7,90.4,91.34,22
114/07/14,"5,259","487,856",94.8,91.0,92.77,11
114/07/11,"5,062","471,575",94.8,93.1,93.16,7
114/07/10,"8,349","761,913",93.1,90.3,91.26,17
114/07/09,110,"10,241",93.1,93.1,93.1,2
114/07/08,"15,157","1,385,430",94.7,91.0,91.41,15
114/07/07,"6,812","637,296",94.8,91.0,93.55,16
114/07/04,"16,570","1,582,059",98.0,93.1,95.48,20
114/07/03,"2,000","193,900",97.9,96.0,96.95,2
114/07/02,50,"4,895",97.9,97.9,97.9,1
114/07/01,"7,352","705,946",98.8,94.6,96.02,9
114/06/30,0,0,0.0,0.0,0.0,0
114/06/27,"2,060","201,694",98.0,97.9,97.91,10
114/06/26,"11,043","1,054,180",99.0,94.8,95.46,13
114/06/25,"5,030","483,961",99.1,94.9,96.21,6
114/06/24,10,991,99.1,99.1,99.1,1
114/06/23,"2,021","193,285",99.3,95.0,95.64,5
