日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/07/28,"163,672","18,838,060",120.0,113.0,115.1,169
114/07/25,"117,128","13,435,481",115.5,113.0,114.71,116
114/07/24,"86,420","9,894,621",116.0,113.0,114.49,89
114/07/23,"157,856","18,057,306",116.0,112.5,114.39,143
114/07/22,"268,016","30,917,930",118.5,112.0,115.36,260
114/07/21,"268,417","31,721,978",122.0,115.5,118.18,280
114/07/18,"605,867","70,049,708",120.5,107.0,115.62,593
114/07/17,"61,372","6,519,060",108.0,105.0,106.22,103
114/07/16,"201,258","21,858,881",114.0,104.5,108.61,308
114/07/15,"340,737","39,049,352",117.5,111.5,114.6,329
114/07/14,"430,045","47,884,226",119.0,104.0,111.35,505
114/07/11,"228,661","23,863,494",108.0,102.5,104.36,231
114/07/10,"239,284","25,240,911",112.5,102.0,105.49,275
114/07/09,"188,313","20,744,785",113.5,104.0,110.16,325
114/07/08,"137,333","14,308,984",108.0,101.5,104.19,237
114/07/07,"331,203","36,782,912",118.5,107.5,111.06,430
114/07/04,"661,342","74,984,210",120.5,105.5,113.38,773
114/07/03,"465,583","49,710,376",111.0,98.0,106.77,533
114/07/02,"141,632","13,667,958",100.0,93.0,96.5,208
114/07/01,"68,815","6,273,634",93.7,87.7,91.17,89
114/06/30,"64,958","5,832,892",91.0,87.8,89.79,84
114/06/27,"49,968","4,520,015",92.8,89.8,90.46,91
114/06/26,"150,058","13,920,941",96.2,91.5,92.77,188
114/06/25,"275,508","26,039,706",97.9,91.0,94.52,379
114/06/24,"152,441","13,831,045",93.2,88.2,90.73,179
114/06/23,"122,172","10,864,450",91.3,86.5,88.93,156
114/06/20,"230,796","20,801,420",91.9,86.6,90.13,201
114/06/19,"289,906","26,121,326",94.2,84.0,90.1,288
114/06/18,"59,856","4,999,562",85.7,80.7,83.53,66
114/06/17,"63,485","5,171,957",82.8,80.0,81.47,57
114/06/16,"28,519","2,330,175",82.5,80.8,81.71,34
114/06/13,"43,972","3,609,415",86.0,80.8,82.08,70
114/06/12,"103,520","8,552,942",85.3,79.3,82.62,121
114/06/11,"235,215","18,351,957",83.0,72.9,78.02,310
114/06/10,"231,049","18,595,204",88.5,77.8,80.48,226
114/06/09,"341,215","30,309,844",94.6,83.0,88.83,301
114/06/06,"263,771","21,604,273",85.4,73.0,81.91,237
114/06/05,"55,211","3,946,201",73.8,70.1,71.47,40
114/06/04,"72,862","5,072,983",71.3,67.7,69.62,57
114/06/03,"129,870","9,408,261",76.7,69.7,72.44,113
114/06/02,"187,270","13,662,349",77.0,63.1,72.96,152
114/05/29,"45,595","2,868,114",65.0,61.8,62.9,38
114/05/28,"51,410","3,165,537",62.1,60.7,61.57,28
114/05/27,"28,220","1,743,668",62.5,61.2,61.79,18
