日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/13,"23,281","525,960",23.00,22.40,22.59,19
114/08/12,"23,218","532,767",23.05,22.90,22.95,17
114/08/11,"135,252","3,081,102",23.00,22.45,22.78,60
114/08/08,"21,352","479,208",22.85,21.95,22.44,14
114/08/07,"22,631","508,265",22.50,22.40,22.46,10
114/08/06,"16,440","369,314",22.85,22.10,22.46,11
114/08/05,"204,644","4,568,982",22.70,21.90,22.33,116
114/08/04,"34,045","787,376",23.20,22.60,23.13,26
114/08/01,"12,264","281,389",23.10,22.75,22.94,11
114/07/31,"14,364","330,046",23.65,22.85,22.98,12
114/07/30,"8,033","186,847",23.80,23.05,23.26,11
114/07/29,"20,238","471,923",23.50,23.20,23.32,13
114/07/28,"14,552","340,376",23.65,23.15,23.39,15
114/07/25,"57,869","1,361,643",23.95,23.20,23.53,40
114/07/24,"142,507","3,361,094",25.60,22.90,23.59,103
114/07/23,"120,686","2,990,023",25.40,22.90,24.78,102
114/07/22,"255,761","5,978,945",25.05,21.75,23.38,128
114/07/21,"210,691","4,431,297",22.55,19.85,21.03,127
114/07/18,0,0,0.00,0.00,0.00,0
114/07/17,"11,149","258,844",23.45,23.05,23.22,13
114/07/16,"15,088","352,918",23.50,23.30,23.39,6
114/07/15,"97,032","2,253,735",23.85,22.80,23.23,63
114/07/14,"88,267","2,009,516",23.80,22.35,22.77,53
114/07/11,"27,181","619,553",23.00,22.45,22.79,23
114/07/10,"7,314","166,071",22.85,22.20,22.71,7
114/07/09,"30,142","671,184",23.00,21.90,22.27,22
114/07/08,"72,276","1,586,524",22.70,21.40,21.95,55
114/07/07,"112,343","2,540,414",23.10,22.40,22.61,64
114/07/04,"42,385","959,357",23.00,22.40,22.63,28
114/07/03,"31,919","729,001",23.30,22.50,22.84,29
114/07/02,"41,154","963,976",24.00,22.90,23.42,31
114/07/01,"112,805","2,669,125",24.10,23.00,23.66,79
114/06/30,"111,897","2,661,817",24.10,23.00,23.79,79
114/06/27,"18,696","419,272",23.00,22.05,22.43,22
114/06/26,"46,696","1,037,947",22.90,22.00,22.23,44
114/06/25,"38,766","890,970",23.50,22.50,22.98,37
114/06/24,"21,275","485,757",23.50,22.40,22.83,24
114/06/23,"42,061","966,078",23.55,22.50,22.97,42
114/06/20,"35,205","826,744",24.05,23.05,23.48,31
114/06/19,"40,530","950,252",24.35,23.10,23.45,22
114/06/18,"35,309","835,564",23.95,23.40,23.66,25
114/06/17,"76,739","1,809,772",24.10,23.20,23.58,46
114/06/16,"71,640","1,683,514",23.95,23.00,23.50,48
114/06/13,"13,183","300,824",23.25,22.55,22.82,12
114/06/12,"50,298","1,154,213",23.25,22.55,22.95,34
114/06/11,"20,699","486,351",23.75,23.20,23.50,16
114/06/10,"19,160","452,225",23.95,23.15,23.60,9
114/06/09,"37,709","895,695",24.05,23.10,23.75,29
114/06/06,"17,100","391,785",23.45,22.70,22.91,7
114/06/05,"82,572","1,865,252",24.00,21.40,22.59,62
114/06/04,"12,348","288,307",23.85,23.00,23.35,12
114/06/03,"66,342","1,553,728",24.60,22.55,23.42,52
114/06/02,"17,020","393,221",24.05,22.95,23.10,18
114/05/29,"13,521","323,267",25.20,23.50,23.91,15
