日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/13,"260,772","1,787,756",7.94,5.92,6.86,141
114/08/12,"57,180","340,710",6.23,5.79,5.96,35
114/08/11,"9,508","59,039",6.23,6.20,6.21,16
114/08/08,"47,164","283,532",6.29,5.90,6.01,38
114/08/07,"48,560","298,745",6.30,6.00,6.15,27
114/08/06,"143,325","886,552",6.33,6.00,6.19,54
114/08/05,"6,712","41,726",6.33,6.06,6.22,20
114/08/04,"19,477","118,321",6.31,5.98,6.07,38
114/08/01,"34,336","207,252",6.28,5.92,6.04,51
114/07/31,"28,613","173,149",6.25,6.00,6.05,28
114/07/30,"18,334","110,857",6.25,6.01,6.05,25
114/07/29,"1,724","10,744",6.25,6.22,6.23,21
114/07/28,"23,315","141,635",6.22,6.00,6.07,16
114/07/25,"45,929","272,030",6.20,5.81,5.92,34
114/07/24,"5,003","30,078",6.20,5.91,6.01,11
114/07/23,202,"1,252",6.20,6.20,6.20,4
114/07/22,"13,816","82,018",6.20,5.91,5.94,23
114/07/21,"45,909","272,704",6.25,5.70,5.94,29
114/07/18,"139,407","826,482",6.31,5.70,5.93,51
114/07/17,"12,623","77,921",6.23,5.93,6.17,22
114/07/16,"30,711","188,672",6.42,5.97,6.14,20
114/07/15,"20,825","124,077",6.23,5.91,5.96,21
114/07/14,"15,021","90,507",6.23,5.92,6.03,28
114/07/11,"33,399","199,408",6.22,5.75,5.97,32
114/07/10,"42,636","254,639",6.35,5.90,5.97,52
114/07/09,"9,507","58,588",6.31,6.15,6.16,15
114/07/08,"25,415","156,617",6.35,6.04,6.16,25
114/07/07,"10,719","67,477",6.44,6.15,6.30,32
114/07/04,"23,721","148,001",6.46,6.17,6.24,30
114/07/03,"61,702","384,533",6.57,6.05,6.23,46
114/07/02,"76,143","491,027",6.94,6.11,6.45,66
114/07/01,"136,363","934,302",7.14,6.63,6.85,98
114/06/30,"101,831","675,618",6.94,6.30,6.63,76
114/06/27,"6,805","43,227",6.37,6.18,6.35,11
