日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/22,"36,500","1,731,025",48.35,46.35,47.43,19
114/08/21,"8,000","388,750",48.80,48.50,48.59,7
114/08/20,"58,150","2,896,010",50.20,49.30,49.80,26
114/08/19,"4,000","200,200",50.10,50.00,50.05,4
114/08/18,"105,760","5,314,893",51.70,48.00,50.25,58
114/08/15,"34,400","1,614,170",48.20,45.80,46.92,21
114/08/14,"46,914","2,152,587",46.10,45.50,45.88,25
114/08/13,"99,850","4,647,660",47.35,45.85,46.55,45
114/08/12,"191,787","8,763,739",47.7,44.0,45.7,131
114/08/11,"75,997","3,699,662",49.4,47.85,48.68,58
114/08/08,"20,182","996,320",50.0,49.1,49.37,22
114/08/07,"29,442","1,470,114",50.2,49.3,49.93,28
114/08/06,"30,826","1,540,967",50.6,49.75,49.99,37
114/08/05,"42,940","2,193,948",51.9,50.4,51.09,43
114/08/04,"7,000","365,100",52.3,52.0,52.16,4
114/08/01,"39,100","2,044,890",53.0,52.0,52.3,20
114/07/31,"119,119","6,246,418",53.6,49.85,52.44,42
114/07/30,"87,904","4,426,272",52.2,50.0,50.35,74
114/07/29,"77,522","4,024,263",55.0,50.8,51.91,78
114/07/28,"50,037","2,761,495",56.2,54.3,55.19,40
114/07/25,"53,425","3,005,706",57.1,55.5,56.26,31
114/07/24,"9,100","519,520",57.2,56.8,57.09,8
114/07/23,"33,006","1,885,804",57.9,56.8,57.14,21
114/07/22,"56,150","3,245,250",58.2,57.2,57.8,36
114/07/21,"36,933","2,125,213",58.5,57.0,57.54,23
114/07/18,"92,600","5,347,880",58.3,57.5,57.75,53
114/07/17,"18,318","1,054,493",57.7,57.4,57.57,13
114/07/16,"2,500","143,780",57.6,57.5,57.51,7
114/07/15,"34,450","1,976,045",57.5,57.2,57.36,22
114/07/14,"5,800","332,180",57.6,57.1,57.27,7
114/07/11,"60,647","3,498,088",58.2,54.0,57.68,35
114/07/10,"8,000","464,200",58.2,57.8,58.03,7
114/07/09,"53,010","3,079,681",58.3,57.9,58.1,33
114/07/08,"60,000","3,491,700",58.6,57.9,58.2,37
114/07/07,"10,500","616,300",59.1,57.8,58.7,7
114/07/04,"49,900","2,906,390",59.1,57.8,58.24,28
114/07/03,"14,600","851,840",59.1,57.6,58.35,11
