日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/22,"4,785","362,749",76.1,74.7,75.81,7
114/08/21,"4,602","347,212",77.7,74.3,75.45,10
114/08/20,"4,354","328,327",77.5,75.3,75.41,8
114/08/19,193,"15,208",79.0,78.8,78.8,4
114/08/18,"7,901","599,080",76.3,73.0,75.82,7
114/08/15,"55,526","4,143,111",78.4,72.9,74.62,55
114/08/14,"4,662","353,241",78.4,75.1,75.77,10
114/08/13,"12,010","923,678",78.0,74.7,76.91,19
114/08/12,"2,672","210,641",79.9,77.5,78.83,7
114/08/11,"11,413","899,487",81.0,77.0,78.81,15
114/08/08,"2,554","202,019",81.3,78.9,79.1,9
114/08/07,"5,459","433,452",81.5,78.9,79.4,8
114/08/06,"6,322","508,131",81.5,78.8,80.38,13
114/08/05,"6,709","525,405",80.8,77.5,78.31,11
114/08/04,"13,087","1,008,408",78.0,75.3,77.05,18
114/08/01,708,"55,861",78.9,78.9,78.9,5
114/07/31,245,"19,067",79.0,77.0,77.82,5
114/07/30,"24,194","1,870,958",78.7,75.5,77.33,51
114/07/29,202,"16,062",81.1,78.0,79.52,4
114/07/28,0,0,0.0,0.0,0.0,0
114/07/25,0,0,0.0,0.0,0.0,0
114/07/24,"2,022","160,782",81.0,78.0,79.52,5
114/07/23,"2,816","224,096",81.0,78.0,79.58,6
114/07/22,"4,017","321,761",80.3,80.1,80.1,5
114/07/21,"80,992","6,391,121",83.0,76.5,78.91,56
114/07/18,"6,157","517,456",87.0,83.0,84.04,8
114/07/17,"2,309","192,160",84.1,80.6,83.22,5
114/07/16,4,336,84.1,84.1,84.1,2
114/07/15,"19,212","1,557,075",84.2,80.0,81.05,21
114/07/14,111,"9,346",84.2,84.2,84.2,3
114/07/11,"1,201","100,084",84.1,83.2,83.33,3
114/07/10,"10,040","835,377",86.1,81.3,83.2,16
114/07/09,"35,777","2,948,372",84.2,81.2,82.41,22
114/07/08,"2,106","174,081",83.4,81.9,82.66,3
114/07/07,"6,600","545,010",83.5,81.9,82.58,6
114/07/04,"34,055","2,822,054",86.7,82.3,82.87,28
114/07/03,"25,504","2,127,923",86.3,82.3,83.43,23
114/07/02,"22,581","1,903,930",87.2,82.3,84.32,35
114/07/01,"64,649","5,597,295",88.3,85.5,86.58,82
114/06/30,"37,276","3,733,670",101.5,99.2,100.16,101
114/06/27,"13,714","1,365,600",100.5,98.9,99.58,31
114/06/26,"20,762","2,054,955",102.5,98.1,98.98,21
114/06/25,"29,243","2,889,836",99.9,98.0,98.82,33
114/06/24,"6,123","602,377",99.9,97.1,98.38,11
114/06/23,33,"3,278",100.0,96.8,99.36,6
114/06/20,"14,623","1,433,678",101.0,97.1,98.04,23
114/06/19,"2,650","263,270",101.0,98.2,99.35,25
114/06/18,"28,681","2,849,877",101.0,98.0,99.36,38
114/06/17,"28,345","2,790,358",100.0,96.7,98.44,30
