日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/22,"3,325,908","112,319,348",35.35,31.50,33.77,"1,741"
114/08/21,"1,788,879","53,004,807",31.40,28.00,29.63,"1,116"
114/08/20,"930,850","25,724,860",28.15,25.90,27.64,651
114/08/19,"320,789","8,355,172",26.20,25.75,26.05,216
114/08/18,"326,562","8,446,615",26.10,25.60,25.87,196
114/08/15,"703,046","18,263,282",26.90,25.65,25.98,391
114/08/14,"972,634","24,860,569",26.70,24.15,25.56,606
114/08/13,"312,438","7,466,565",24.65,23.3,23.9,202
114/08/12,"731,983","17,356,080",24.6,22.2,23.71,424
114/08/11,"36,513","823,963",22.95,22.2,22.57,27
114/08/08,"78,827","1,764,223",22.6,21.9,22.38,59
114/08/07,"179,378","4,028,349",23.2,21.9,22.46,109
114/08/06,"497,028","11,507,678",23.85,22.35,23.15,321
114/08/05,"250,879","5,565,308",22.4,21.9,22.18,188
114/08/04,"146,721","3,216,746",22.25,21.6,21.92,114
114/08/01,"75,781","1,655,403",22.0,21.65,21.84,56
114/07/31,"133,405","2,905,040",22.05,21.65,21.78,82
114/07/30,"149,250","3,219,555",21.7,21.4,21.57,79
114/07/29,"219,020","4,814,960",22.45,21.65,21.98,114
114/07/28,"133,239","2,863,654",21.65,21.3,21.49,76
114/07/25,"38,046","807,951",21.4,21.1,21.24,33
114/07/24,"46,701","989,221",21.45,21.1,21.18,28
114/07/23,"93,120","1,969,132",21.55,21.0,21.15,49
114/07/22,"139,372","2,938,172",21.3,20.9,21.08,77
114/07/21,"69,575","1,476,287",21.8,21.0,21.22,48
114/07/18,"124,701","2,669,387",21.9,21.2,21.41,74
114/07/17,"129,211","2,745,870",21.45,20.95,21.25,68
114/07/16,"56,440","1,195,981",21.6,21.0,21.19,34
114/07/15,"166,295","3,506,004",21.5,21.0,21.08,70
114/07/14,"59,505","1,269,407",21.4,21.0,21.33,30
114/07/11,"188,335","3,985,582",21.55,20.9,21.16,91
114/07/10,"64,918","1,391,016",22.05,21.15,21.43,37
114/07/09,"85,525","1,817,210",21.55,21.0,21.25,46
114/07/08,"159,150","3,393,117",21.45,21.05,21.32,53
114/07/07,"89,327","1,895,181",21.6,20.9,21.22,53
114/07/04,"117,353","2,483,792",21.6,21.0,21.17,58
114/07/03,"193,813","4,124,390",21.8,20.9,21.28,107
114/07/02,"72,620","1,579,456",22.5,21.5,21.75,45
114/07/01,"228,742","4,962,652",22.3,20.75,21.7,117
114/06/30,"23,000","481,155",21.1,20.75,20.92,19
114/06/27,"91,970","1,916,158",21.0,20.7,20.83,55
114/06/26,"145,855","3,038,866",21.0,20.7,20.83,73
114/06/25,"146,437","3,072,476",21.7,20.7,20.98,65
114/06/24,"222,595","4,654,275",21.1,20.75,20.91,109
114/06/23,"184,339","3,856,064",21.1,20.7,20.92,110
114/06/20,"493,288","10,526,150",22.75,20.75,21.34,229
114/06/19,"69,007","1,455,348",21.25,21.0,21.09,30
114/06/18,"107,200","2,266,940",21.3,20.9,21.15,46
114/06/17,"48,840","1,031,602",21.3,20.95,21.12,23
114/06/16,"180,767","3,807,703",21.3,20.85,21.06,71
114/06/13,"247,909","5,292,959",21.8,21.1,21.35,130
114/06/12,"167,500","3,662,130",22.6,21.4,21.86,74
114/06/11,"285,827","6,123,740",21.8,21.1,21.42,153
114/06/10,"137,107","2,973,876",21.85,21.5,21.69,76
114/06/09,"44,930","975,159",21.85,21.6,21.7,29
114/06/06,"110,826","2,412,424",21.9,21.7,21.77,60
114/06/05,"127,941","2,788,834",22.0,21.7,21.8,75
114/06/04,"158,627","3,452,862",21.9,21.65,21.77,74
114/06/03,"105,620","2,290,975",21.9,21.55,21.69,62
114/06/02,"144,466","3,134,448",21.85,21.5,21.7,86
114/05/29,"80,985","1,756,062",21.8,21.6,21.68,38
114/05/28,"237,148","5,175,412",22.0,21.65,21.82,110
114/05/27,"97,108","2,144,596",22.4,21.9,22.08,67
114/05/26,"149,950","3,326,730",22.4,22.05,22.19,58
114/05/23,"193,181","4,314,049",22.5,22.2,22.33,87
114/05/22,"313,090","7,112,229",23.2,22.45,22.72,103
114/05/21,"267,855","6,251,311",23.9,23.0,23.34,118
114/05/20,"340,992","7,859,587",24.0,22.75,23.05,135
114/05/19,"813,065","19,266,348",24.6,22.9,23.7,366
114/05/16,"480,351","10,750,705",23.2,21.7,22.38,250
114/05/15,"562,404","12,250,721",22.05,21.4,21.78,145
114/05/14,"243,520","5,224,590",21.7,21.25,21.45,94
114/05/13,"207,208","4,424,187",21.6,21.2,21.35,111
114/05/12,"190,391","4,086,190",21.6,21.0,21.46,79
114/05/09,"246,040","5,246,057",21.8,21.2,21.32,76
114/05/08,"120,315","2,582,584",21.7,21.3,21.47,60
114/05/07,"83,350","1,810,465",22.1,21.3,21.72,46
114/05/06,"87,946","1,884,545",21.8,21.0,21.43,63
114/05/05,"118,615","2,566,082",22.0,21.5,21.63,73
114/05/02,"246,155","5,397,207",22.2,21.8,21.93,99
114/04/30,"132,495","2,903,790",22.15,21.8,21.92,60
114/04/29,"140,590","3,057,155",22.0,21.55,21.75,76
114/04/28,"73,850","1,609,985",22.0,21.7,21.8,46
114/04/25,"80,050","1,740,410",22.0,21.55,21.74,45
114/04/24,"151,826","3,319,986",22.15,21.5,21.87,83
114/04/23,"47,009","1,014,760",22.1,21.4,21.59,33
114/04/22,"253,600","5,446,000",21.75,21.2,21.47,114
114/04/21,"118,450","2,576,192",22.05,21.6,21.75,62
114/04/18,"103,100","2,256,545",22.0,21.75,21.89,45
114/04/17,"228,950","5,013,455",22.2,21.65,21.9,98
114/04/16,"467,200","10,420,465",22.45,22.05,22.3,176
114/04/15,"249,050","5,570,172",23.1,22.0,22.37,130
114/04/14,"179,051","3,966,689",22.7,21.9,22.15,105
114/04/11,"198,906","4,288,326",21.95,21.3,21.56,120
114/04/10,"293,498","6,477,460",22.75,21.3,22.07,148
114/04/09,"917,330","19,381,086",22.25,20.25,21.13,455
114/04/08,"533,768","11,126,607",21.3,19.9,20.85,281
114/04/07,"1,149,303","23,113,761",22.9,19.6,20.11,511
114/04/02,"303,620","7,134,932",24.0,22.95,23.5,186
114/04/01,"151,962","3,443,192",23.55,22.0,22.66,104
114/03/31,"443,887","9,823,925",23.4,21.0,22.13,265
114/03/28,"722,558","17,170,067",24.55,23.3,23.76,371
114/03/27,"1,040,881","25,166,932",25.0,22.8,24.18,613
114/03/26,"517,810","11,626,676",24.4,21.4,22.45,326
114/03/25,"106,251","2,272,481",21.5,21.3,21.39,57
114/03/24,"118,160","2,527,940",21.55,21.3,21.39,67
114/03/21,"177,057","3,783,157",21.55,21.25,21.37,92
114/03/20,"184,480","3,927,173",21.55,21.0,21.29,98
114/03/19,"204,380","4,332,758",21.45,21.1,21.2,102
114/03/18,"417,484","8,892,890",21.6,20.8,21.3,223
114/03/17,"327,850","6,766,340",21.1,20.2,20.64,166
114/03/14,"111,762","2,272,294",20.75,20.1,20.33,75
114/03/13,"315,228","6,489,845",21.5,20.2,20.59,167
114/03/12,"147,365","3,066,332",21.15,20.5,20.81,80
114/03/11,"258,225","5,385,395",21.5,20.3,20.86,162
