日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/22,"113,256","3,615,185",33.65,31.4,31.92,96
114/08/21,"163,486","5,421,295",35.0,32.15,33.16,136
114/08/20,"52,779","1,812,232",35.25,33.75,34.34,54
114/08/19,"161,870","5,902,007",38.0,35.3,36.46,117
114/08/18,"250,716","9,077,778",38.1,33.7,36.21,196
114/08/15,"107,865","3,728,381",36.0,34.05,34.57,91
114/08/14,"58,514","2,065,874",36.4,34.15,35.31,63
114/08/13,"100,830","3,596,887",37.3,34.2,35.67,87
114/08/12,"179,800","6,162,481",36.85,33.55,34.27,113
114/08/11,"235,570","8,080,620",37.0,32.05,34.3,184
114/08/08,"100,960","3,660,956",37.7,35.65,36.26,74
114/08/07,"155,516","5,746,655",38.45,36.35,36.95,139
114/08/06,"297,193","10,939,554",39.8,34.7,36.81,256
114/08/05,"300,247","11,983,231",42.15,38.05,39.91,217
114/08/04,"365,266","14,735,391",42.1,38.45,40.34,267
114/08/01,"316,693","12,053,369",39.95,34.95,38.06,287
114/07/31,"143,545","5,040,254",36.8,34.4,35.11,126
114/07/30,"342,166","12,256,258",39.15,34.0,35.82,313
114/07/29,"431,212","16,494,088",41.35,35.85,38.25,420
114/07/28,"361,609","14,899,324",44.1,39.5,41.2,343
114/07/25,"469,611","18,708,940",42.15,36.9,39.84,522
114/07/24,"404,404","14,882,458",38.3,34.05,36.8,382
114/07/23,"140,677","4,651,463",34.25,32.1,33.06,126
114/07/22,"270,955","8,788,802",35.25,30.6,32.44,211
114/07/21,"364,236","12,007,508",34.65,31.2,32.97,320
114/07/18,"441,968","13,347,431",32.05,26.5,30.2,350
114/07/17,"305,610","8,046,671",27.1,23.65,26.33,233
114/07/16,"61,491","1,438,066",24.45,23.15,23.39,46
114/07/15,"103,418","2,464,957",25.3,23.15,23.83,86
114/07/14,"157,711","3,802,686",25.8,23.5,24.11,98
114/07/11,"169,360","4,252,554",25.9,24.35,25.11,128
114/07/10,"191,445","4,603,019",25.9,22.4,24.04,163
114/07/09,"76,181","1,674,784",23.45,21.05,21.98,80
114/07/08,"15,183","315,407",21.15,20.55,20.77,16
114/07/07,"21,002","450,444",22.05,21.4,21.45,10
114/07/04,"43,452","958,564",22.95,21.65,22.06,47
114/07/03,"111,277","2,419,605",23.1,20.8,21.74,103
114/07/02,"20,336","430,557",21.5,20.5,21.17,22
114/07/01,"6,528","136,188",21.6,20.45,20.86,19
114/06/30,"15,077","312,718",21.0,20.6,20.74,22
114/06/27,"42,354","867,878",21.55,20.2,20.49,49
114/06/26,"29,181","610,762",21.6,20.6,20.93,31
114/06/25,"43,579","916,146",21.85,20.55,21.02,43
114/06/24,"64,789","1,380,201",21.6,19.75,21.3,61
114/06/23,"19,114","386,311",20.7,20.0,20.21,19
114/06/20,"76,713","1,563,903",21.0,20.2,20.39,68
114/06/19,"123,571","2,615,181",22.55,20.2,21.16,87
114/06/18,"26,372","540,351",21.35,20.2,20.49,30
114/06/17,"83,352","1,749,147",21.6,20.3,20.99,67
114/06/16,"19,182","412,479",22.95,21.25,21.5,24
114/06/13,"14,243","312,387",22.95,21.85,21.93,17
114/06/12,"28,234","617,497",22.9,21.45,21.87,27
114/06/11,"72,723","1,592,045",23.05,21.45,21.89,52
114/06/10,"57,487","1,327,203",24.0,22.95,23.09,49
114/06/09,"40,643","957,928",24.55,23.35,23.57,31
114/06/06,"14,545","339,559",24.3,22.85,23.35,13
114/06/05,"29,707","707,899",25.0,22.95,23.83,18
114/06/04,"17,310","420,477",24.8,23.8,24.29,18
114/06/03,500,"11,850",23.7,23.7,23.7,1
114/06/02,"5,009","117,814",24.6,23.4,23.52,7
114/05/29,"24,229","586,824",24.65,23.8,24.22,20
114/05/28,"73,833","1,782,658",25.25,23.0,24.14,51
114/05/27,"35,876","830,032",24.8,22.9,23.14,31
114/05/26,"65,396","1,572,773",25.75,22.85,24.05,58
114/05/23,"36,463","904,241",26.3,24.6,24.8,42
114/05/22,"82,725","2,133,990",26.4,24.55,25.8,81
114/05/21,"17,581","430,798",25.05,23.7,24.5,24
114/05/20,"42,933","1,064,625",25.35,23.8,24.8,41
114/05/19,"31,655","759,780",25.25,23.55,24.0,40
114/05/16,"36,036","837,834",24.0,23.05,23.25,37
114/05/15,"44,620","1,042,535",24.65,22.9,23.36,45
114/05/14,"38,733","950,698",24.8,23.55,24.54,32
114/05/13,"46,893","1,141,161",25.8,23.55,24.34,56
114/05/12,"15,907","386,691",25.05,23.6,24.31,33
114/05/09,"4,119","97,691",23.8,23.4,23.72,8
114/05/08,"12,306","283,234",23.65,22.8,23.02,16
