日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/22,"41,605","4,230,638",102.5,100.5,101.69,60
114/08/21,"20,390","2,045,175",101.0,100.0,100.3,28
114/08/20,"65,733","6,579,329",101.5,99.2,100.09,83
114/08/19,"56,043","5,673,578",102.5,100.0,101.24,54
114/08/18,"68,895","6,946,099",103.0,99.8,100.82,106
114/08/15,"88,922","9,174,017",106.0,101.5,103.17,105
114/08/14,"206,994","20,710,651",105.0,94.0,100.05,205
114/08/13,"48,855","4,590,942",95.0,93.5,93.97,64
114/08/12,"169,749","15,873,695",96.0,89.5,93.51,163
114/08/11,"47,631","4,304,199",91.0,89.7,90.37,46
114/08/08,"56,802","5,145,007",91.8,90.0,90.58,48
114/08/07,"44,878","4,071,078",92.0,90.2,90.71,61
114/08/06,"67,936","6,198,139",92.2,90.5,91.23,59
114/08/05,"100,339","9,182,684",92.4,90.7,91.52,101
114/08/04,"51,176","4,734,983",93.3,92.0,92.52,61
114/08/01,"59,606","5,578,160",95.0,92.7,93.58,70
114/07/31,"52,946","5,032,427",96.9,94.3,95.05,74
114/07/30,"44,917","4,371,523",97.9,96.0,97.32,47
114/07/29,"62,755","6,146,760",98.9,97.1,97.95,66
114/07/28,"183,537","17,900,787",99.7,92.8,97.53,169
114/07/25,"55,663","5,171,169",93.6,92.2,92.9,45
114/07/24,"91,075","8,438,653",93.6,92.0,92.66,69
114/07/23,"107,658","10,058,619",94.3,92.5,93.43,81
114/07/22,"102,564","9,455,076",92.6,91.9,92.19,69
114/07/21,"18,724","1,717,715",92.3,91.1,91.74,29
114/07/18,"38,713","3,593,082",94.5,92.0,92.81,32
114/07/17,"120,124","11,015,040",94.6,89.6,91.7,87
114/07/16,"44,630","4,012,929",90.5,89.6,89.92,34
114/07/15,"15,808","1,425,855",90.9,89.7,90.2,25
114/07/14,"47,819","4,311,342",91.3,89.8,90.16,42
114/07/11,"58,606","5,275,223",91.0,89.2,90.01,55
114/07/10,"85,973","7,686,686",91.5,88.2,89.41,67
114/07/09,"74,468","6,573,370",90.0,87.4,88.27,84
114/07/08,"20,909","1,894,120",91.2,89.8,90.59,23
114/07/07,"13,665","1,249,977",91.9,91.0,91.47,16
114/07/04,"76,342","7,154,216",97.0,91.7,93.71,66
114/07/03,"109,990","10,110,184",96.0,89.2,91.92,110
114/07/02,"107,898","9,445,511",90.3,85.0,87.54,111
114/07/01,"123,153","10,886,178",90.4,86.7,88.4,124
114/06/30,"83,803","7,582,501",91.7,89.7,90.48,81
114/06/27,"77,019","7,147,810",94.1,91.7,92.81,82
114/06/26,"39,778","3,741,929",95.5,93.5,94.07,37
114/06/25,"20,911","1,967,894",95.0,93.5,94.11,26
114/06/24,"41,922","3,958,227",95.5,93.5,94.42,40
114/06/23,"41,793","3,899,707",94.0,93.0,93.31,35
114/06/20,"42,470","4,002,126",95.0,93.0,94.23,46
114/06/19,"33,312","3,108,959",94.5,91.5,93.33,61
114/06/18,"112,475","10,617,413",96.3,93.0,94.4,122
114/06/17,"58,985","5,679,949",97.0,95.5,96.29,69
114/06/16,"217,705","21,228,180",99.5,96.0,97.51,165
114/06/13,"76,718","7,667,877",101.5,99.1,99.95,66
114/06/12,"34,561","3,464,601",101.5,99.7,100.25,39
114/06/11,"27,642","2,791,510",103.0,100.5,100.99,37
114/06/10,"35,047","3,572,511",103.0,101.5,101.93,42
114/06/09,"43,582","4,419,677",102.0,101.0,101.41,46
114/06/06,"71,460","7,140,683",101.0,99.2,99.93,49
114/06/05,"4,392","439,516",100.5,99.7,100.07,10
114/06/04,"67,696","6,860,631",102.5,99.7,101.34,51
114/06/03,"32,785","3,290,745",101.5,100.0,100.37,36
114/06/02,"30,688","3,074,393",101.0,99.6,100.18,34
114/05/29,"14,205","1,427,940",101.5,99.8,100.52,21
114/05/28,"48,876","4,917,464",102.5,99.6,100.61,62
114/05/27,"47,273","4,830,653",103.5,101.0,102.19,50
114/05/26,"29,321","3,007,293",104.0,101.5,102.56,24
114/05/23,"32,233","3,326,810",104.0,102.5,103.21,36
114/05/22,"29,988","3,081,133",103.5,102.0,102.75,35
114/05/21,"53,683","5,539,410",104.5,102.0,103.19,51
114/05/20,"19,576","1,992,277",103.0,101.0,101.77,40
114/05/19,"34,439","3,539,750",103.5,102.0,102.78,39
114/05/16,"44,601","4,610,856",104.0,102.5,103.38,54
114/05/15,"50,568","5,218,393",104.0,102.0,103.2,54
114/05/14,"102,176","10,674,235",106.5,102.5,104.47,103
114/05/13,"169,835","17,928,038",109.5,104.0,105.56,182
114/05/12,"41,236","4,534,428",110.5,109.0,109.96,47
114/05/09,"39,015","4,281,531",110.5,109.0,109.74,38
114/05/08,"74,825","8,176,574",110.0,108.5,109.28,75
114/05/07,"50,852","5,498,498",109.0,107.5,108.13,52
114/05/06,"41,898","4,506,104",109.5,105.0,107.55,53
114/05/05,"193,341","20,859,998",115.0,105.0,107.89,204
114/05/02,"94,034","10,796,580",116.5,114.0,114.82,110
114/04/30,"63,490","7,179,842",115.0,111.0,113.09,94
114/04/29,"244,977","27,319,767",114.5,107.5,111.52,221
114/04/28,"55,932","6,062,895",109.5,107.5,108.4,62
114/04/25,"85,355","9,213,548",109.5,106.5,107.94,84
114/04/24,"29,162","3,072,652",106.5,104.5,105.36,39
114/04/23,"88,345","9,300,965",106.5,102.5,105.28,100
114/04/22,"34,502","3,507,657",103.5,100.5,101.67,53
114/04/21,"69,848","7,271,714",107.5,101.5,104.11,73
114/04/18,"69,178","7,305,545",107.5,103.5,105.61,78
114/04/17,"74,388","7,649,459",105.0,100.0,102.83,69
114/04/16,"92,936","9,550,809",107.0,101.5,102.77,85
114/04/15,"160,663","16,874,864",107.5,101.5,105.03,139
114/04/14,"128,296","13,092,444",104.5,99.0,102.05,112
114/04/11,"197,648","19,991,851",110.0,98.8,101.15,201
114/04/10,"326,883","35,372,060",112.0,91.0,108.21,300
114/04/09,"246,607","23,198,703",100.0,89.0,94.07,197
114/04/08,"382,510","37,601,741",102.5,93.0,98.3,296
114/04/07,"847,229","79,484,999",128.5,86.0,93.82,660
114/04/02,"103,122","13,794,900",136.5,131.0,133.77,93
114/04/01,"82,786","10,818,007",133.5,126.5,130.67,87
114/03/31,"146,950","18,834,197",131.0,124.5,128.17,180
114/03/28,"214,216","28,256,315",137.0,128.0,131.91,253
114/03/27,"71,330","9,851,718",140.0,137.5,138.11,78
114/03/26,"41,066","5,775,582",142.0,140.0,140.64,46
114/03/25,"59,474","8,330,488",142.0,139.0,140.07,61
114/03/24,"114,711","16,178,986",145.0,139.0,141.04,106
114/03/21,"77,366","10,739,025",140.0,137.5,138.81,87
114/03/20,"54,381","7,616,483",141.5,139.0,140.06,66
114/03/19,"72,516","10,150,680",141.5,138.5,139.98,82
114/03/18,"207,761","29,393,214",146.0,136.5,141.48,229
114/03/17,"67,139","9,120,430",138.0,134.5,135.84,82
114/03/14,"60,029","7,986,062",136.0,132.0,133.04,96
114/03/13,"48,408","6,619,799",138.0,134.5,136.75,62
114/03/12,"53,416","7,268,972",137.5,135.0,136.08,66
114/03/11,"119,275","15,877,881",135.5,130.5,133.12,151
114/03/10,"101,173","14,057,381",142.5,136.0,138.94,139
114/03/07,"129,307","18,279,702",142.5,140.5,141.37,162
114/03/06,"97,114","13,913,789",144.5,141.0,143.27,101
114/03/05,"54,187","7,793,996",145.0,143.0,143.84,78
114/03/04,"91,715","13,214,337",145.5,142.0,144.08,109
114/03/03,"127,228","18,450,291",149.5,143.5,145.02,144
114/02/27,"160,876","24,029,764",153.5,146.0,149.37,219
114/02/26,"101,127","14,672,508",148.0,144.5,145.09,109
114/02/25,"93,843","13,642,735",147.0,144.5,145.38,117
114/02/24,"75,079","10,920,639",146.5,144.0,145.46,96
114/02/21,"120,912","17,564,021",146.5,143.0,145.26,130
114/02/20,"111,667","16,086,029",146.5,142.0,144.05,135
114/02/19,"241,423","34,535,499",147.0,139.0,143.05,290
114/02/18,"163,450","22,755,380",141.0,137.0,139.22,174
114/02/17,"78,039","10,667,345",138.0,134.5,136.69,82
114/02/14,"66,678","9,099,976",137.5,135.5,136.48,75
114/02/13,"52,867","7,220,096",138.0,136.0,136.57,70
114/02/12,"142,981","19,523,353",138.5,135.5,136.55,162
114/02/11,"115,866","16,110,681",141.0,137.5,139.05,130
114/02/10,"297,890","40,757,477",140.0,132.0,136.82,265
114/02/07,"28,000","3,659,396",132.0,129.5,130.69,74
114/02/06,"70,297","9,219,626",133.0,129.5,131.15,87
114/02/05,"63,456","8,172,401",134.0,127.0,128.79,79
114/02/04,"61,235","7,874,822",130.0,127.5,128.6,60
114/02/03,"25,895","3,360,131",132.0,129.0,129.76,41
114/01/22,"82,587","10,811,691",132.5,129.5,130.91,72
114/01/21,"89,293","11,638,772",132.0,128.5,130.34,130
114/01/20,"98,813","12,868,030",131.5,128.5,130.23,156
114/01/17,"45,173","5,775,145",129.0,126.0,127.85,71
114/01/16,"110,885","14,134,605",129.5,126.0,127.47,160
114/01/15,"103,016","12,846,401",127.0,122.5,124.7,118
114/01/14,"23,533","2,881,880",125.5,121.5,122.46,49
114/01/13,"105,124","12,908,761",125.0,120.5,122.8,132
114/01/10,"42,736","5,149,675",122.5,119.0,120.5,53
114/01/09,"96,838","12,044,802",129.0,120.0,124.38,120
114/01/08,"53,231","6,312,424",120.0,117.5,118.59,49
114/01/07,"13,181","1,563,222",120.0,118.0,118.6,24
114/01/06,"15,189","1,804,688",120.0,118.5,118.82,26
114/01/03,"56,041","6,681,242",121.5,117.5,119.22,78
114/01/02,"18,942","2,284,132",121.5,120.0,120.59,30
113/12/31,"51,961","6,262,785",123.0,119.0,120.53,73
113/12/30,"15,000","1,829,615",123.0,121.5,121.97,26
113/12/27,"9,520","1,164,685",123.0,122.0,122.34,24
113/12/26,"23,053","2,796,419",122.5,120.0,121.3,44
113/12/25,"9,980","1,222,250",123.5,122.0,122.47,27
113/12/24,"16,200","1,986,725",124.5,121.5,122.64,41
113/12/23,"15,955","1,967,161",124.0,122.5,123.29,29
113/12/20,"46,031","5,671,215",124.5,121.0,123.2,62
113/12/19,"4,462","541,727",122.0,121.0,121.41,19
113/12/18,"17,880","2,176,098",123.0,120.0,121.71,37
113/12/17,"22,778","2,807,022",124.5,122.0,123.23,55
113/12/16,"31,275","3,866,820",124.5,123.0,123.64,53
113/12/13,"25,918","3,229,502",126.0,123.5,124.6,48
113/12/12,"94,854","11,956,689",130.0,124.5,126.05,153
113/12/11,"51,164","6,526,659",128.5,126.5,127.56,75
113/12/10,"45,468","5,834,524",130.0,127.5,128.32,97
113/12/09,"25,404","3,285,753",131.0,128.5,129.34,47
113/12/06,"31,096","4,011,001",130.5,128.0,128.99,66
113/12/05,"50,870","6,572,581",131.5,128.5,129.2,75
113/12/04,"33,458","4,351,625",131.5,129.0,130.06,53
113/12/03,"60,106","7,834,163",131.5,129.5,130.34,95
113/12/02,"26,605","3,479,835",132.5,130.0,130.8,50
113/11/29,"30,796","3,996,922",131.0,128.0,129.79,60
113/11/28,"41,180","5,324,308",132.0,128.0,129.29,97
113/11/27,"48,186","6,354,339",134.5,129.5,131.87,86
113/11/26,"69,888","9,328,954",135.0,132.5,133.48,109
113/11/25,"157,931","21,072,816",136.5,130.0,133.43,216
113/11/22,"387,785","51,884,699",141.5,127.5,133.8,422
113/11/21,"55,484","7,071,681",129.0,126.5,127.45,84
113/11/20,"37,625","4,824,849",129.5,127.5,128.24,62
113/11/19,"15,509","1,984,301",129.5,127.0,127.95,52
113/11/18,"33,375","4,256,780",129.0,126.5,127.54,71
113/11/15,"53,686","6,896,513",131.0,127.5,128.46,83
113/11/14,"36,910","4,770,348",130.5,128.0,129.24,63
113/11/13,"79,743","10,352,678",132.5,127.5,129.83,100
113/11/12,"98,041","12,602,453",131.5,127.5,128.54,141
113/11/11,"151,894","20,005,890",135.5,129.5,131.71,202
113/11/08,"68,175","8,840,150",132.0,128.5,129.67,94
113/11/07,"29,746","3,915,509",133.0,130.5,131.63,66
113/11/06,"17,807","2,310,146",130.5,129.5,129.73,42
113/11/05,"42,625","5,455,995",130.5,126.5,128.0,95
113/11/04,"36,224","4,646,733",129.5,127.5,128.28,74
113/11/01,"74,696","9,689,344",132.0,128.0,129.72,133
113/10/30,"35,569","4,662,980",133.0,130.0,131.1,77
113/10/29,"64,174","8,430,829",134.5,130.0,131.37,122
113/10/28,"81,502","10,974,488",137.0,133.0,134.65,122
113/10/25,"51,168","6,975,161",137.5,135.5,136.32,95
113/10/24,"54,490","7,480,010",138.5,136.0,137.27,100
113/10/23,"120,844","16,425,186",137.5,134.5,135.92,147
113/10/22,"132,302","17,952,149",138.5,134.5,135.69,162
113/10/21,"120,300","16,546,647",139.5,136.0,137.54,156
113/10/18,"122,857","16,757,714",140.5,134.0,136.4,179
113/10/17,"230,756","31,709,930",139.0,134.0,137.42,251
113/10/16,"152,783","20,327,166",136.5,129.5,133.05,176
113/10/15,"163,999","22,050,909",135.5,132.5,134.46,213
113/10/14,"306,098","41,081,350",136.5,130.5,134.21,393
113/10/11,"230,461","29,736,170",133.5,124.0,129.03,316
113/10/09,"114,336","14,150,010",126.0,119.0,123.76,193
113/10/08,"17,475","2,069,517",119.0,118.0,118.43,46
113/10/07,"41,593","4,916,583",119.5,117.5,118.21,63
113/10/04,"44,503","5,306,258",120.5,118.0,119.23,69
113/10/01,"20,327","2,412,439",120.0,118.0,118.68,54
113/09/30,"71,415","8,510,643",122.5,117.5,119.17,161
113/09/27,"39,222","4,847,212",125.5,122.5,123.58,82
113/09/26,"73,902","8,944,985",126.0,118.5,121.04,100
113/09/25,"41,446","4,989,680",122.5,119.0,120.39,82
113/09/24,"57,030","6,851,695",122.5,117.5,120.14,111
113/09/23,"130,111","15,263,116",118.5,115.5,117.31,170
113/09/20,"56,176","6,669,676",120.0,117.5,118.73,87
113/09/19,"75,819","9,002,563",121.0,117.0,118.74,116
113/09/18,"71,821","8,845,611",128.0,120.0,123.16,132
113/09/16,"64,296","8,060,469",127.5,123.0,125.37,106
113/09/13,"58,288","7,122,830",124.0,120.5,122.2,96
113/09/12,"70,152","8,235,068",121.5,115.0,117.39,131
113/09/11,"104,963","11,957,768",118.0,111.0,113.92,149
113/09/10,"71,246","8,381,632",120.5,116.0,117.64,114
113/09/09,"98,353","11,629,083",121.0,117.0,118.24,133
113/09/06,"41,362","5,107,777",126.0,122.0,123.49,78
113/09/05,"31,439","3,950,375",127.0,124.0,125.65,60
113/09/04,"68,550","8,595,477",128.5,123.5,125.39,130
113/09/03,"39,934","5,191,923",132.0,128.5,130.01,84
113/09/02,"99,856","13,160,077",136.0,129.0,131.79,159
