日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/22,"29,570","1,926,204",65.50,63.10,65.14,25
114/08/21,"26,434","1,674,213",65.30,62.30,63.34,19
114/08/20,"79,372","5,200,192",66.30,63.10,65.52,54
114/08/19,"110,174","6,985,789",65.60,61.00,63.41,78
114/08/18,"133,260","7,764,629",60.90,55.00,58.27,79
114/08/15,"50,314","2,799,786",56.80,55.00,55.65,61
114/08/14,"104,668","5,962,513",57.90,56.30,56.97,85
114/08/13,"43,222","2,554,158",60.2,58.0,59.09,58
114/08/12,"2,230","134,023",60.1,60.1,60.1,5
114/08/11,"21,450","1,283,086",60.1,59.2,59.82,24
114/08/08,"37,910","2,279,157",61.0,59.7,60.12,33
114/08/07,"11,682","707,609",62.2,60.1,60.57,23
114/08/06,"13,000","796,600",62.0,60.1,61.28,10
114/08/05,"9,081","557,120",62.2,60.1,61.35,9
114/08/04,"2,830","173,916",62.3,61.0,61.45,7
114/08/01,"5,000","309,700",62.2,61.5,61.94,5
114/07/31,"10,152","628,658",62.7,60.9,61.92,11
114/07/30,"6,151","378,592",62.3,61.0,61.55,8
114/07/29,"23,554","1,446,272",62.1,61.0,61.4,20
114/07/28,"22,060","1,365,520",62.0,61.7,61.9,14
114/07/25,"7,380","454,038",62.6,61.1,61.52,8
114/07/24,"11,136","688,878",62.6,61.2,61.86,13
114/07/23,"8,134","501,234",62.5,61.1,61.62,9
114/07/22,"6,180","382,370",62.2,61.1,61.87,9
114/07/21,"44,109","2,723,020",64.5,60.0,61.73,39
114/07/18,"1,671","104,256",64.2,62.1,62.39,5
114/07/17,10,642,64.2,64.2,64.2,1
114/07/16,"1,100","70,620",64.2,64.2,64.2,2
114/07/15,"44,141","2,752,643",63.1,61.5,62.36,40
114/07/14,"1,000","63,100",63.1,63.1,63.1,1
114/07/11,"3,291","212,698",65.0,63.3,64.63,9
114/07/10,"3,150","204,905",66.3,65.0,65.05,4
