日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/22,"303,384","127,735,898",441.00,406.50,421.04,350
114/08/21,"78,038","33,525,721",435.50,426.00,429.61,106
114/08/20,"142,969","61,464,559",446.50,423.50,429.92,207
114/08/19,"276,239","120,368,092",446.00,419.50,435.74,306
114/08/18,"145,377","61,381,870",429.00,418.50,422.23,225
114/08/15,"416,480","178,214,695",449.00,416.00,427.91,585
114/08/14,"1,006,986","420,254,625",446.50,381.00,417.34,"1,154"
114/08/13,"63,340","24,235,951",387.5,380.5,382.63,102
114/08/12,"78,762","30,533,623",391.0,383.5,387.67,133
114/08/11,"161,562","63,051,545",398.0,386.0,390.26,172
114/08/08,"146,298","57,012,398",395.0,385.0,389.7,176
114/08/07,"241,704","93,907,027",399.0,384.0,388.52,247
114/08/06,"310,715","120,975,335",392.5,383.0,389.35,325
114/08/05,"169,002","64,965,236",387.0,379.0,384.41,193
114/08/04,"39,427","14,863,287",381.5,372.0,376.98,74
114/08/01,"81,372","30,578,204",382.0,370.0,375.78,110
114/07/31,"100,188","37,224,368",378.5,365.0,371.55,124
114/07/30,"57,758","21,448,400",380.0,365.0,371.35,94
114/07/29,"312,186","115,984,653",386.5,361.0,371.52,335
114/07/28,"119,998","45,927,852",390.0,377.5,382.74,138
114/07/25,"293,699","111,847,286",388.5,364.5,380.82,309
114/07/24,"81,565","29,850,286",372.0,363.5,365.97,117
114/07/23,"128,151","46,244,836",367.0,357.5,360.86,163
114/07/22,"74,481","27,375,776",377.0,359.5,367.55,160
114/07/21,"87,485","32,213,095",375.0,364.0,368.21,162
114/07/18,"127,720","47,389,880",383.0,368.5,371.05,195
114/07/17,"111,888","41,953,347",381.0,371.5,374.96,220
114/07/16,"143,716","54,968,469",391.5,375.5,382.48,203
114/07/15,"141,523","53,948,729",387.0,377.0,381.2,231
114/07/14,"96,816","36,267,953",381.5,370.5,374.61,167
114/07/11,"172,115","64,423,616",386.0,365.5,374.31,281
114/07/10,"289,474","111,354,976",391.5,363.0,384.68,405
114/07/09,"166,496","60,506,412",371.0,358.0,363.41,195
114/07/08,"188,622","66,436,924",364.0,346.0,352.22,227
114/07/07,"515,214","185,065,013",386.5,340.0,359.2,666
114/07/04,"341,752","133,461,371",403.5,383.5,390.52,423
114/07/03,"363,079","146,549,383",415.0,393.5,403.63,378
114/07/02,"434,182","174,846,087",415.0,381.5,402.7,527
114/07/01,"214,245","81,875,352",388.0,376.0,382.16,242
114/06/30,"463,512","176,101,035",397.0,370.0,379.93,465
114/06/27,"362,174","143,995,509",408.0,387.0,397.59,415
114/06/26,"611,873","238,408,330",421.0,365.0,389.64,663
114/06/25,"467,675","176,016,050",385.5,369.0,376.36,496
114/06/24,"745,663","286,191,069",401.5,361.0,383.81,995
114/06/23,"879,379","305,694,867",375.5,303.0,347.63,997
114/06/20,"535,881","167,426,841",324.0,296.5,312.43,556
114/06/19,"505,821","150,139,697",303.5,285.0,296.82,505
114/06/18,"226,224","63,691,248",286.0,278.0,281.54,238
114/06/17,"150,440","41,849,779",283.0,274.0,278.18,210
114/06/16,"169,498","46,939,246",282.0,273.0,276.93,219
114/06/13,"476,740","131,883,519",284.5,260.0,276.64,481
114/06/12,"616,673","159,204,024",266.0,249.0,258.17,539
114/06/11,"186,231","47,012,033",262.0,243.5,252.44,241
114/06/10,"155,984","38,848,107",255.0,245.0,249.05,177
114/06/09,"42,300","10,140,087",244.0,238.0,239.72,64
114/06/06,"155,708","37,331,909",248.0,235.0,239.76,175
114/06/05,"80,972","19,960,202",251.0,242.0,246.51,104
114/06/04,"112,782","28,375,852",257.0,244.0,251.6,196
114/06/03,"78,300","19,835,324",256.5,251.0,253.32,99
114/06/02,"156,901","39,492,573",260.0,242.0,251.7,204
114/05/29,"268,474","67,556,213",259.5,243.5,251.63,323
114/05/28,"636,804","158,824,801",259.0,237.0,249.41,631
114/05/27,"268,325","63,393,742",241.0,231.0,236.26,313
114/05/26,"386,845","88,675,681",236.0,223.0,229.23,407
114/05/23,"87,393","19,466,082",224.5,221.0,222.74,59
114/05/22,"108,348","23,830,055",226.0,214.0,219.94,89
114/05/21,"82,750","18,563,656",227.0,221.0,224.33,105
114/05/20,"207,054","46,119,342",230.0,212.0,222.74,223
114/05/19,"179,116","38,249,314",220.0,206.0,213.54,232
114/05/16,"54,945","11,271,230",208.0,203.0,205.14,53
114/05/15,"79,946","16,319,388",206.0,202.0,204.13,99
114/05/14,"225,583","45,733,321",208.0,199.0,202.73,208
114/05/13,"139,735","29,003,704",215.0,204.0,207.56,178
114/05/12,"569,928","119,678,648",230.0,200.0,209.99,545
114/05/09,"874,076","204,252,270",262.0,220.0,233.68,737
114/05/08,"1,435,062","377,515,695",306.0,243.0,263.07,"1,102"
