日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/13,"737,845","38,974,187",55.00,50.20,52.82,598
114/08/12,"212,468","10,643,413",51.00,49.65,50.09,140
114/08/11,"427,460","21,644,450",52.00,49.95,50.64,291
114/08/08,"227,151","11,378,365",50.80,49.45,50.09,192
114/08/07,"105,927","5,237,201",50.10,48.95,49.44,111
114/08/06,"49,961","2,454,817",50.20,48.80,49.13,45
114/08/05,"200,622","9,848,261",49.85,48.80,49.09,144
114/08/04,"184,779","9,101,083",50.00,48.85,49.25,150
114/08/01,"174,858","8,611,209",50.10,48.35,49.25,150
114/07/31,"220,631","10,763,529",49.95,47.85,48.79,193
114/07/30,"75,766","3,637,038",48.45,47.80,48.00,70
114/07/29,"194,497","9,330,010",48.40,47.75,47.97,150
114/07/28,"131,390","6,302,830",49.05,47.60,47.97,94
114/07/25,"100,888","4,844,728",48.40,47.75,48.02,101
114/07/24,"145,713","7,014,064",49.15,47.85,48.14,131
114/07/23,"190,981","9,255,493",49.15,48.00,48.46,161
114/07/22,"206,136","10,089,163",50.60,47.90,48.94,187
114/07/21,"315,254","15,880,911",52.00,49.55,50.37,240
114/07/18,"796,582","40,871,724",53.10,50.30,51.31,501
114/07/17,"652,870","32,682,560",52.40,47.30,50.06,512
114/07/16,"147,898","6,899,434",47.85,45.85,46.65,137
114/07/15,"104,279","4,885,446",47.60,45.95,46.85,116
114/07/14,"329,803","15,443,086",48.15,45.70,46.83,313
114/07/11,"271,630","13,033,571",49.55,47.65,47.98,245
114/07/10,"130,079","6,364,694",50.20,48.55,48.93,125
114/07/09,"177,497","8,683,258",49.65,47.85,48.92,154
114/07/08,"330,707","15,825,399",49.60,46.55,47.85,283
114/07/07,"112,669","5,638,392",51.10,49.55,50.04,102
114/07/04,"212,217","10,631,181",51.00,49.75,50.10,177
114/07/03,"172,684","8,828,378",52.50,50.40,51.12,130
114/07/02,"41,575","2,129,730",52.60,50.20,51.23,44
114/07/01,"113,766","5,819,913",52.10,50.70,51.16,101
114/06/30,"232,855","11,931,026",52.00,50.00,51.24,153
114/06/27,"299,337","15,183,961",51.70,50.00,50.73,195
114/06/26,"148,900","7,522,167",51.30,50.00,50.52,124
114/06/25,"69,718","3,514,275",51.20,50.00,50.41,76
114/06/24,"134,191","6,802,733",51.90,50.00,50.69,114
114/06/23,"176,406","8,754,273",50.40,49.15,49.63,124
114/06/20,"128,214","6,455,660",52.00,49.95,50.35,112
114/06/19,"125,087","6,307,134",51.50,49.95,50.42,123
114/06/18,"184,734","9,374,473",52.00,50.40,50.75,188
114/06/17,"187,651","9,691,871",53.40,50.90,51.65,157
114/06/16,"73,279","3,805,633",52.70,51.50,51.93,77
114/06/13,"215,499","11,168,772",53.40,51.10,51.83,186
114/06/12,"197,740","10,554,879",54.60,52.60,53.38,136
114/06/11,"548,864","29,476,527",55.00,51.00,53.70,438
114/06/10,"208,188","10,638,664",52.20,49.65,51.10,174
114/06/09,"278,936","14,181,118",53.20,48.45,50.84,264
114/06/06,"147,097","7,806,192",54.50,52.10,53.07,137
114/06/05,"247,202","13,208,829",54.50,52.00,53.43,179
114/06/04,"151,261","7,944,502",53.20,51.80,52.52,134
114/06/03,"169,659","8,899,783",54.10,51.60,52.46,129
114/06/02,"299,938","15,446,238",53.00,50.90,51.50,244
114/05/29,"210,588","11,212,524",55.00,52.10,53.24,165
114/05/28,"303,641","15,921,289",55.00,51.80,52.43,219
114/05/27,"322,783","17,077,605",54.50,52.30,52.91,264
114/05/26,"192,398","10,544,101",56.60,53.30,54.80,211
114/05/23,"421,408","23,760,053",57.90,54.20,56.38,368
114/05/22,"230,272","12,274,631",55.60,51.10,53.30,223
114/05/21,"641,904","34,517,537",56.50,51.90,53.77,476
114/05/20,"399,150","22,526,703",58.90,54.50,56.44,319
114/05/19,"491,649","27,574,933",58.40,54.10,56.09,314
114/05/16,"842,060","47,243,958",57.40,53.20,56.11,535
114/05/15,"494,377","26,409,637",54.90,52.10,53.42,397
114/05/14,"636,395","32,607,718",53.40,49.35,51.24,428
114/05/13,"278,283","13,764,083",50.70,47.50,49.46,269
114/05/12,"292,846","14,048,649",48.90,46.50,47.97,261
114/05/09,"600,731","28,244,175",48.45,45.20,47.02,371
114/05/08,"604,088","27,205,165",47.10,41.80,45.04,490
114/05/07,"126,487","5,327,301",43.55,41.85,42.12,105
114/05/06,"77,327","3,232,291",42.35,41.35,41.80,94
114/05/05,"622,004","26,148,474",45.85,40.80,42.04,426
114/05/02,"315,971","14,480,101",47.50,43.85,45.83,271
114/04/30,"446,022","20,713,171",48.50,44.95,46.44,330
114/04/29,"485,659","21,454,900",47.95,41.50,44.18,343
114/04/28,"107,533","4,476,351",42.65,41.00,41.63,90
114/04/25,"205,755","8,563,064",42.95,40.70,41.62,172
114/04/24,"94,251","3,828,844",41.05,40.25,40.62,87
114/04/23,"230,235","9,377,221",41.90,39.15,40.73,179
114/04/22,"87,944","3,450,275",39.95,38.00,39.23,97
114/04/21,"295,362","11,716,449",42.10,38.95,39.67,232
114/04/18,"282,598","11,616,883",42.15,39.65,41.11,196
114/04/17,"181,791","7,265,751",41.15,39.30,39.97,168
114/04/16,"180,928","7,403,158",42.00,40.00,40.92,163
114/04/15,"352,310","14,509,251",42.90,39.00,41.18,271
114/04/14,"616,401","24,923,577",44.30,39.00,40.43,424
114/04/11,"477,201","19,339,280",43.50,39.45,40.53,373
114/04/10,"794,372","35,303,609",48.40,41.00,44.44,541
114/04/09,"956,954","36,501,800",42.60,35.80,38.14,659
114/04/08,"837,055","33,468,609",44.15,34.40,39.98,632
114/04/07,"1,464,944","56,822,116",51.00,34.40,38.79,"1,037"
114/04/02,"166,267","8,715,947",53.40,51.80,52.42,139
114/04/01,"291,795","15,482,783",54.70,52.00,53.06,220
114/03/31,"756,337","39,486,417",56.00,49.85,52.21,633
114/03/28,"411,939","23,235,773",58.30,55.70,56.41,364
114/03/27,"524,843","30,451,368",60.90,56.50,58.02,373
114/03/26,"480,758","28,724,464",61.70,58.30,59.75,327
114/03/25,"193,886","11,400,088",59.90,57.90,58.80,162
114/03/24,"188,802","11,005,776",60.10,57.60,58.29,148
114/03/21,"112,696","6,539,473",59.20,57.70,58.03,100
114/03/20,"221,377","12,637,438",59.50,56.40,57.09,185
114/03/19,"222,063","12,713,035",60.30,56.50,57.25,203
114/03/18,"190,647","11,137,031",60.20,57.70,58.42,168
114/03/17,"360,439","20,733,379",59.90,56.60,57.52,312
114/03/14,"1,189,411","68,096,766",60.50,55.80,57.25,851
114/03/13,"632,449","38,204,432",63.60,59.70,60.41,472
114/03/12,"605,770","37,989,377",64.20,61.00,62.71,423
114/03/11,"1,055,465","63,403,665",65.00,58.80,60.07,750
114/03/10,"1,040,207","66,536,291",68.30,61.20,63.96,786
114/03/07,"402,753","24,886,773",63.20,59.20,61.79,364
114/03/06,"621,636","39,320,254",65.00,60.70,63.25,639
114/03/05,"562,998","34,614,402",62.50,58.40,61.48,486
114/03/04,"539,694","31,012,032",58.90,54.40,57.46,396
114/03/03,"356,621","20,913,622",60.20,57.50,58.64,331
114/02/27,"797,913","48,821,415",63.20,59.10,61.19,656
114/02/26,"1,445,160","86,482,290",64.30,55.60,59.84,"1,255"
114/02/25,"409,838","22,778,965",56.40,53.90,55.58,303
114/02/24,"491,848","27,214,107",56.20,54.50,55.33,362
114/02/21,"688,339","37,866,653",56.20,53.30,55.01,458
114/02/20,"158,067","8,369,452",53.50,52.60,52.95,127
114/02/19,"137,810","7,285,108",53.50,52.50,52.86,119
114/02/18,"267,833","14,216,904",54.70,52.30,53.08,234
114/02/17,"183,951","9,809,653",53.90,52.90,53.33,152
114/02/14,"403,281","21,615,791",56.20,52.40,53.60,363
114/02/13,"586,654","31,843,467",55.70,52.80,54.28,504
114/02/12,"554,565","29,005,232",54.20,50.90,52.30,420
114/02/11,"790,644","42,459,784",57.30,50.20,53.70,551
