日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/01,45352225,51714816380,1150.0,1130.0,1140.29,76135
114/08/04,25256974,28532556011,1135.0,1125.0,1129.69,47206
114/08/05,20695955,23713307116,1150.0,1140.0,1145.79,24124
114/08/06,24015506,27066744255,1135.0,1125.0,1127.05,55936
114/08/07,64965686,76081290909,1180.0,1155.0,1171.1,98335
114/08/08,27434505,32303933490,1185.0,1170.0,1177.49,43558
114/08/11,37435809,44247026887,1195.0,1165.0,1181.94,53135
114/08/12,30137118,35563421901,1190.0,1170.0,1180.05,37189
114/08/13,39708109,47367251520,1200.0,1185.0,1192.89,58632
