日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/15,2482076,72116975,29.75,28.4,29.06,1444
114/08/14,5678553,167000689,30.05,28.65,29.41,3302
114/08/13,4903734,135550297,27.9,26.5,27.64,2136
114/08/12,2517593,63093585,25.4,24.4,25.06,1496
114/08/11,405155,9358325,23.1,23.0,23.1,195
114/08/08,97227,2037461,21.1,20.8,20.96,66
114/08/07,59391,1254141,21.3,21.0,21.12,53
114/08/06,35121,742714,21.3,21.05,21.15,32
114/08/05,121834,2579418,21.3,21.05,21.17,93
114/08/04,96178,2024752,21.2,20.9,21.05,66
114/08/01,81978,1739898,21.35,20.95,21.22,52
114/07/31,104056,2209324,21.4,21.05,21.23,63
114/07/30,98143,2069103,21.35,20.65,21.08,66
114/07/29,82012,1733704,21.4,20.95,21.14,55
114/07/28,35399,752023,21.3,21.0,21.24,26
114/07/25,85494,1817911,21.3,21.1,21.26,57
114/07/24,53018,1117828,21.2,21.0,21.08,42
114/07/23,81045,1714654,21.3,20.95,21.16,56
114/07/22,157732,3314626,21.3,20.75,21.01,99
114/07/21,179339,3791520,21.35,20.85,21.14,125
114/07/18,93285,1924529,20.8,20.55,20.63,60
114/07/17,148300,3064035,20.9,20.45,20.66,107
114/07/16,126647,2604567,20.7,20.45,20.57,100
114/07/15,74114,1505108,20.45,20.0,20.31,70
114/07/14,212005,4260772,20.6,19.95,20.1,138
114/07/11,83020,1694453,20.6,20.25,20.41,60
114/07/10,94576,1920408,20.9,20.2,20.31,85
114/07/09,93242,1899642,20.5,20.1,20.37,79
114/07/08,979418,20538301,22.25,20.0,20.97,684
114/07/07,128392,2594607,20.75,19.9,20.21,96
114/07/04,80039,1632238,20.6,20.3,20.39,63
114/07/03,61350,1271408,20.95,20.5,20.72,54
114/07/02,40489,829196,20.7,20.3,20.48,45
114/07/01,113376,2330326,20.8,20.35,20.55,82
114/06/30,140476,2885039,20.95,20.35,20.54,88
114/06/27,191438,4005636,21.75,20.75,20.92,110
114/06/26,131048,2761300,21.25,20.85,21.07,89
114/06/25,105025,2170368,21.1,20.5,20.67,69
114/06/24,116713,2416392,20.95,20.4,20.7,96
114/06/23,122844,2500539,20.75,20.1,20.36,98
114/06/20,199580,4211143,21.75,20.95,21.1,137
114/06/19,196102,4185960,21.65,21.25,21.35,130
114/06/18,129121,2795568,21.85,21.55,21.65,90
114/06/17,128133,2773528,21.95,21.5,21.65,93
114/06/16,351771,7650201,22.15,21.45,21.75,280
114/06/13,289579,6396792,22.5,21.9,22.09,219
114/06/12,124658,2796749,22.6,22.05,22.44,103
114/06/11,157569,3499004,22.45,22.05,22.21,126
114/06/10,170545,3866558,23.0,22.5,22.67,137
114/06/09,131645,2997551,23.05,22.6,22.77,114
114/06/06,153214,3540425,23.25,22.95,23.11,94
114/06/05,71190,1663024,23.6,23.2,23.36,58
114/06/04,90949,2126897,23.6,23.15,23.39,77
114/06/03,153200,3558761,23.65,22.85,23.23,106
114/06/02,186731,4300123,23.65,22.7,23.03,120
114/05/29,114344,2711868,23.9,23.6,23.72,70
114/05/28,133958,3221485,24.6,23.85,24.05,87
114/05/27,318525,7811893,25.2,24.15,24.53,202
114/05/26,482908,11832976,25.0,23.65,24.5,328
114/05/23,155828,3689781,24.0,23.45,23.68,141
114/05/22,45075,1052509,23.5,23.25,23.35,38
114/05/21,144790,3378599,23.55,23.0,23.33,123
114/05/20,79305,1808115,23.0,22.65,22.8,52
114/05/19,219261,5015717,23.25,22.6,22.88,137
