日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/22,200,"3,296",16.48,16.48,16.48,16.48,-0.06,2
114/08/21,200,"3,308",16.54,16.54,16.54,16.54,-0.18,2
114/08/20,200,"3,344",16.72,16.72,16.72,16.72,-0.40,2
114/08/19,200,"3,424",17.12,17.12,17.12,17.12,-0.06,2
114/08/18,200,"3,436",17.18,17.18,17.18,17.18,+0.29,2
114/08/15,200,"3,378",16.89,16.89,16.89,16.89,+0.05,2
114/08/14,200,"3,368",16.84,16.84,16.84,16.84,-0.16,2
114/08/13,200,"3,400",17.00,17.00,17.00,17.00,+0.18,2
114/08/12,200,"3,364",16.82,16.82,16.82,16.82,+0.34,2
114/08/11,200,"3,296",16.48,16.48,16.48,16.48,-0.02,2
114/08/08,200,"3,300",16.50,16.50,16.50,16.50,+0.27,2
114/08/07,200,"3,246",16.23,16.23,16.23,16.23,+0.21,2
114/08/06,200,"3,204",16.02,16.02,16.02,16.02,+0.07,2
114/08/05,200,"3,190",15.95,15.95,15.95,15.95,+0.17,2
114/08/04,200,"3,156",15.78,15.78,15.78,15.78,-0.26,2
114/08/01,200,"3,208",16.04,16.04,16.04,16.04,-0.09,2
114/07/31,200,"3,226",16.13,16.13,16.13,16.13,+0.03,2
114/07/30,200,"3,220",16.10,16.10,16.10,16.10,-0.03,2
114/07/29,200,"3,226",16.13,16.13,16.13,16.13,-0.32,2
114/07/28,200,"3,290",16.45,16.45,16.45,16.45,-0.17,2
114/07/25,200,"3,324",16.62,16.62,16.62,16.62,-0.21,2
114/07/24,200,"3,366",16.83,16.83,16.83,16.83,+0.38,2
114/07/23,200,"3,290",16.45,16.45,16.45,16.45,+0.52,2
114/07/22,200,"3,186",15.93,15.93,15.93,15.93,+0.04,2
114/07/21,200,"3,178",15.89,15.89,15.89,15.89, 0.00,2
114/07/18,200,"3,178",15.89,15.89,15.89,15.89,+0.08,2
114/07/17,200,"3,162",15.81,15.81,15.81,15.81,-0.07,2
114/07/16,200,"3,176",15.88,15.88,15.88,15.88,+0.07,2
114/07/15,200,"3,162",15.81,15.81,15.81,15.81,-0.03,2
114/07/14,200,"3,168",15.84,15.84,15.84,15.84,-0.09,2
114/07/11,200,"3,186",15.93,15.93,15.93,15.93,+0.01,2
114/07/10,200,"3,184",15.92,15.92,15.92,15.92,-0.13,2
114/07/09,200,"3,210",16.05,16.05,16.05,16.05, 0.00,2
114/07/08,200,"3,210",16.05,16.05,16.05,16.05,-0.01,2
114/07/07,200,"3,212",16.06,16.06,16.06,16.06,-0.17,2
114/07/04,200,"3,246",16.23,16.23,16.23,16.23,+0.05,2
114/07/03,200,"3,236",16.18,16.18,16.18,16.18,+0.07,2
114/07/02,300,"4,833",16.11,16.11,16.11,16.11,-0.09,3
114/07/01,300,"4,875",16.35,16.35,16.20,16.20,-0.30,3
114/06/30,200,"3,300",16.50,16.50,16.50,16.50,+0.21,2
114/06/27,200,"3,258",16.29,16.29,16.29,16.29,+0.39,2
114/06/26,200,"3,180",15.90,15.90,15.90,15.90,+0.40,2
114/06/25,200,"3,100",15.50,15.50,15.50,15.50,+0.08,2
114/06/24,200,"3,084",15.42,15.42,15.42,15.42,+0.26,2
114/06/23,300,"4,555",15.23,15.23,15.16,15.16,-0.21,3
114/06/20,200,"3,074",15.37,15.37,15.37,15.37,+0.02,2
114/06/19,200,"3,070",15.35,15.35,15.35,15.35,-0.14,2
114/06/18,200,"3,098",15.49,15.49,15.49,15.49,+0.09,2
114/06/17,200,"3,080",15.40,15.40,15.40,15.40,+0.15,2
114/06/16,200,"3,050",15.25,15.25,15.25,15.25,+0.19,2
114/06/13,200,"3,012",15.06,15.06,15.06,15.06,-0.11,2
114/06/12,200,"3,034",15.17,15.17,15.17,15.17,-0.03,2
114/06/11,200,"3,040",15.20,15.20,15.20,15.20,-0.01,2
114/06/10,200,"3,042",15.21,15.21,15.21,15.21,+0.16,2
114/06/09,200,"3,010",15.05,15.05,15.05,15.05,+0.11,2
114/06/06,200,"2,988",14.94,14.94,14.94,14.94,+0.06,2
114/06/05,200,"2,976",14.88,14.88,14.88,14.88,-0.05,2
114/06/04,200,"2,986",14.93,14.93,14.93,14.93,+0.10,2
114/06/03,200,"2,966",14.83,14.83,14.83,14.83,+0.06,2
114/06/02,300,"4,451",14.97,14.97,14.77,14.77,-0.34,3
114/05/29,200,"3,022",15.11,15.11,15.11,15.11,+0.16,2
114/05/28,200,"2,990",14.95,14.95,14.95,14.95,+0.08,2
114/05/27,200,"2,974",14.87,14.87,14.87,14.87,+0.07,2
114/05/26,200,"2,960",14.80,14.80,14.80,14.80,+0.10,2
114/05/23,200,"2,940",14.70,14.70,14.70,14.70,+0.08,2
114/05/22,200,"2,924",14.62,14.62,14.62,14.62,-0.08,2
114/05/21,200,"2,940",14.70,14.70,14.70,14.70,-0.08,2
114/05/20,200,"2,956",14.78,14.78,14.78,14.78,+0.02,2
114/05/19,200,"2,952",14.76,14.76,14.76,14.76,-0.04,2
114/05/16,200,"2,960",14.80,14.80,14.80,14.80,+0.02,2
