日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/22,"13,266,251","93,342,848",7.03,7.05,7.02,7.03,-0.04,"1,151"
114/08/21,"17,939,907","126,686,205",7.05,7.08,7.04,7.07,+0.06,"1,141"
114/08/20,"25,219,223","177,262,295",7.02,7.04,7.01,7.01,+0.04,"1,540"
114/08/19,"54,100,632","376,972,244",6.98,6.99,6.95,6.97,-0.06,"3,059"
114/08/18,"50,161,339","352,195,823",7.02,7.04,7.00,7.03,-0.11,"2,730"
114/08/15,"21,217,155","151,004,707",7.11,7.14,7.09,7.14,-0.06,"1,423"
114/08/14,"28,769,044","207,095,284",7.19,7.22,7.18,7.20,+0.09,"1,843"
114/08/13,"32,472,980","229,870,538",7.07,7.11,7.05,7.11,-0.04,"2,032"
114/08/12,"16,313,086","116,298,373",7.13,7.15,7.11,7.15,+0.01,"1,022"
114/08/11,"16,392,952","117,048,306",7.14,7.15,7.13,7.14,-0.07,"1,273"
114/08/08,"20,519,123","147,752,251",7.21,7.21,7.19,7.21,+0.02,980
114/08/07,"31,645,826","227,443,368",7.19,7.21,7.17,7.19,-0.05,"1,628"
114/08/06,"35,147,635","254,936,167",7.25,7.27,7.24,7.24,-0.01,"1,372"
114/08/05,"63,323,367","459,005,951",7.24,7.26,7.23,7.25,+0.16,"3,302"
114/08/04,"51,702,055","367,424,459",7.13,7.14,7.09,7.09,+0.11,"2,373"
114/08/01,"35,977,040","251,312,781",7.00,7.01,6.97,6.98,-0.07,"1,647"
114/07/31,"32,141,964","225,876,290",7.01,7.05,7.00,7.05,-0.02,"1,504"
114/07/30,"64,745,605","457,290,738",7.05,7.08,7.04,7.07,+0.18,"3,084"
114/07/29,"20,021,087","137,568,144",6.86,6.89,6.85,6.89, 0.00,868
114/07/28,"16,044,832","110,695,798",6.90,6.92,6.89,6.89,-0.01,916
114/07/25,"24,558,064","169,347,918",6.87,6.91,6.87,6.90,+0.07,"1,286"
114/07/24,"12,773,545","87,464,919",6.86,6.87,6.83,6.83,-0.04,"1,025"
114/07/23,"24,940,937","171,611,708",6.88,6.90,6.86,6.87,+0.01,"1,301"
114/07/22,"44,914,377","308,312,676",6.86,6.88,6.85,6.86,+0.09,"2,323"
114/07/21,"13,521,170","91,524,045",6.77,6.78,6.76,6.77,-0.02,"1,129"
114/07/18,"25,694,686","173,956,956",6.74,6.79,6.74,6.79,+0.09,"1,852"
114/07/17,"42,958,724","287,928,667",6.72,6.73,6.68,6.70,-0.05,"3,390"
114/07/16,"52,760,351","355,336,416",6.73,6.75,6.72,6.75,-0.06,"3,510"
114/07/15,"34,537,743","235,101,162",6.81,6.83,6.79,6.81,-0.02,"2,314"
114/07/14,"40,121,960","274,046,467",6.82,6.86,6.80,6.83,-0.16,"3,246"
114/07/11,"14,412,887","100,879,870",7.05,7.05,6.98,6.99,-0.04,"1,009"
114/07/10,"30,890,733","217,115,931",7.01,7.05,7.00,7.03,+0.16,"1,956"
114/07/09,"24,064,385","165,405,331",6.89,6.89,6.86,6.87,-0.02,"1,776"
114/07/08,"31,508,532","217,294,106",6.89,6.92,6.88,6.89,-0.15,"2,783"
114/07/07,"14,077,217","98,878,052",7.02,7.04,7.00,7.04,-0.02,"1,077"
114/07/04,"30,365,713","214,005,504",7.05,7.06,7.03,7.06,-0.12,"2,150"
114/07/03,"17,900,534","128,366,971",7.17,7.18,7.16,7.18,-0.04,"1,386"
114/07/02,"15,330,255","110,794,572",7.25,7.25,7.21,7.22,-0.06,"1,124"
114/07/01,"38,674,455","280,551,116",7.25,7.28,7.20,7.28,+0.22,"2,830"
114/06/30,"23,025,333","162,418,843",7.07,7.07,7.04,7.06,-0.06,"1,387"
114/06/27,"27,567,207","196,503,720",7.13,7.14,7.12,7.12,-0.01,"1,309"
114/06/26,"27,699,766","197,310,825",7.13,7.14,7.11,7.13,+0.04,"1,657"
114/06/25,"29,133,136","206,540,044",7.09,7.11,7.08,7.09,+0.07,"2,061"
114/06/24,"28,298,237","198,604,326",7.03,7.04,7.00,7.02,+0.06,"1,537"
114/06/23,"17,780,151","123,266,981",6.92,6.96,6.91,6.96,+0.02,"1,166"
114/06/20,"13,302,833","92,437,336",6.96,6.97,6.94,6.94,-0.03,795
114/06/19,"27,107,342","188,968,232",6.97,6.98,6.96,6.97,+0.05,"1,262"
114/06/18,"22,172,434","154,008,632",6.95,6.97,6.92,6.92,+0.07,"1,216"
114/06/17,"19,752,320","135,397,432",6.86,6.87,6.84,6.85,-0.06,"1,774"
114/06/16,"27,163,846","188,283,790",6.95,6.96,6.90,6.91,-0.22,"2,321"
114/06/13,"66,119,325","470,200,134",7.11,7.14,7.08,7.13,+0.18,"3,687"
114/06/12,"43,009,321","299,027,551",6.96,6.98,6.93,6.95,+0.06,"1,406"
114/06/11,"17,878,949","123,383,929",6.90,6.92,6.88,6.89, 0.00,"1,011"
114/06/10,"18,548,182","127,348,539",6.87,6.89,6.85,6.89,+0.08,"1,216"
114/06/09,"31,349,598","213,608,844",6.81,6.83,6.80,6.81,-0.18,"2,371"
114/06/06,"35,517,644","248,654,712",6.98,7.02,6.98,6.99,+0.01,"1,425"
114/06/05,"68,852,951","480,342,544",6.98,7.00,6.95,6.98,+0.17,"3,446"
114/06/04,"26,719,383","181,938,704",6.83,6.83,6.79,6.81,-0.05,"1,365"
114/06/03,"21,902,525","149,231,801",6.80,6.86,6.79,6.86,+0.01,"1,221"
114/06/02,"49,229,757","336,931,391",6.84,6.87,6.82,6.85,+0.07,"2,017"
114/05/29,"26,677,488","181,008,284",6.76,6.80,6.76,6.78, 0.00,"1,322"
114/05/28,"38,651,428","262,766,854",6.83,6.83,6.77,6.78,-0.04,"1,843"
114/05/27,"43,437,236","293,129,084",6.70,6.83,6.70,6.82,+0.23,"3,343"
114/05/26,"39,289,107","258,916,628",6.63,6.63,6.57,6.59,-0.08,"3,136"
114/05/23,"27,032,852","180,692,659",6.69,6.70,6.66,6.67,+0.07,"2,392"
114/05/22,"85,429,503","563,087,253",6.60,6.61,6.57,6.60,-0.21,"7,220"
114/05/21,"65,453,686","445,830,023",6.85,6.86,6.79,6.81,-0.16,"5,121"
114/05/20,"39,621,863","276,714,284",6.98,7.01,6.96,6.97,+0.14,"2,830"
114/05/19,"78,610,762","537,115,543",6.85,6.89,6.79,6.83,-0.22,"6,991"
114/05/16,"37,934,908","266,973,022",7.04,7.05,7.02,7.05,+0.18,"2,789"
114/05/15,"83,260,179","572,201,740",6.88,6.89,6.86,6.87,-0.13,"6,844"
114/05/14,"70,971,306","496,534,835",7.01,7.01,6.98,7.00,-0.06,"5,153"
114/05/13,"64,021,212","451,387,430",7.05,7.07,7.03,7.06,-0.05,"4,653"
114/05/12,"30,328,460","215,709,797",7.13,7.13,7.10,7.11,-0.06,"2,195"
114/05/09,"18,458,157","132,214,603",7.15,7.18,7.15,7.17,-0.06,"1,782"
114/05/08,"21,346,717","154,970,530",7.27,7.29,7.23,7.23,-0.03,"1,233"
114/05/07,"28,490,470","206,416,379",7.21,7.27,7.20,7.26,+0.14,"2,062"
114/05/06,"52,351,350","372,491,151",7.08,7.17,7.06,7.12,-0.04,"3,847"
114/05/05,"121,489,706","872,646,390",7.30,7.30,7.13,7.16,-0.32,"6,283"
114/05/02,"59,143,004","443,221,944",7.52,7.53,7.46,7.48,-0.26,"3,910"
114/04/30,"36,013,297","278,910,424",7.75,7.77,7.73,7.74,+0.10,"2,057"
114/04/29,"22,924,912","175,003,657",7.64,7.65,7.62,7.64,+0.05,"1,361"
114/04/28,"34,079,455","259,404,898",7.60,7.64,7.59,7.59,+0.11,"2,245"
114/04/25,"30,864,835","230,264,813",7.42,7.49,7.42,7.48,+0.08,"1,858"
114/04/24,"18,836,300","139,169,460",7.39,7.40,7.37,7.40,-0.01,"1,107"
114/04/23,"42,134,948","311,306,683",7.37,7.42,7.35,7.41,+0.30,"2,643"
114/04/22,"56,700,524","405,205,203",7.15,7.18,7.09,7.11,-0.11,"3,691"
114/04/21,"44,357,097","321,375,101",7.26,7.30,7.22,7.22,-0.14,"2,538"
114/04/18,"23,452,992","172,515,630",7.36,7.37,7.34,7.36,-0.13,"2,017"
114/04/17,"34,526,466","257,914,716",7.49,7.50,7.45,7.49,+0.06,"1,786"
114/04/16,"35,834,124","265,940,188",7.44,7.44,7.40,7.43,-0.05,"1,962"
114/04/15,"38,683,062","288,029,230",7.39,7.49,7.39,7.48,+0.19,"2,692"
114/04/14,"56,317,551","408,290,063",7.22,7.30,7.20,7.29,+0.10,"3,591"
114/04/11,"91,822,107","656,782,279",7.10,7.22,7.06,7.19,-0.51,"6,665"
114/04/10,"95,142,997","731,641,046",7.63,7.74,7.63,7.70,+0.43,"4,753"
114/04/09,"267,629,169","1,933,162,788",7.39,7.47,6.93,7.27,-0.64,"13,761"
114/04/08,"119,922,396","948,346,380",7.92,7.95,7.87,7.91,-0.58,"6,580"
114/04/07,"245,194,672","2,088,765,208",8.54,8.59,8.44,8.49,+0.40,"11,870"
114/04/02,"46,702,708","378,018,998",8.10,8.11,8.07,8.09,+0.04,"2,498"
114/04/01,"49,116,490","394,360,639",8.01,8.06,8.01,8.05,+0.07,"2,533"
114/03/31,"74,408,234","592,711,404",7.98,7.99,7.94,7.98,+0.25,"4,689"
114/03/28,"18,618,321","143,483,121",7.70,7.73,7.69,7.73,+0.02,"1,746"
114/03/27,"21,088,937","162,602,522",7.72,7.73,7.70,7.71,-0.05,"2,320"
114/03/26,"23,072,296","179,238,629",7.78,7.79,7.75,7.76,-0.05,"2,407"
114/03/25,"28,594,011","222,930,837",7.81,7.81,7.78,7.81,-0.10,"2,803"
114/03/24,"27,305,898","216,389,673",7.95,7.95,7.91,7.91,-0.13,"2,380"
114/03/21,"17,425,323","140,111,421",8.05,8.06,8.02,8.04,-0.06,"1,394"
114/03/20,"28,986,894","234,909,243",8.10,8.12,8.09,8.10,+0.14,"2,261"
114/03/19,"10,678,497","85,153,440",7.97,7.99,7.96,7.96,-0.05,"1,235"
114/03/18,"24,836,103","198,571,391",7.98,8.02,7.97,8.01,+0.09,"1,839"
114/03/17,"19,882,801","157,378,451",7.93,7.93,7.90,7.92,-0.01,"1,470"
114/03/14,"23,566,344","187,059,661",7.94,7.96,7.91,7.93,+0.02,"1,539"
114/03/13,"44,169,641","348,807,901",7.89,7.92,7.86,7.91,-0.08,"3,045"
114/03/12,"37,310,764","297,062,350",7.95,7.99,7.95,7.99,-0.18,"3,104"
114/03/11,"54,067,577","442,456,644",8.18,8.23,8.15,8.17,+0.19,"3,898"
