日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/15,1176824,279006683,239.5,233.5,237.08,6034
114/08/14,714551,166486989,234.0,230.5,233.0,1154
114/08/13,1302420,304490913,237.5,231.0,233.79,6529
114/08/12,445149,102576144,232.0,229.0,230.43,1877
114/08/11,633840,145262627,232.0,227.5,229.18,5356
114/08/08,717424,164446604,232.5,227.0,229.22,1363
114/08/07,1058833,243626512,234.5,227.5,230.09,1904
114/08/06,744563,173118269,234.5,229.0,232.51,1209
114/08/05,1103538,257386506,236.0,230.0,233.24,1909
114/08/04,819684,187420927,231.5,227.0,228.65,1608
114/08/01,2348491,538249892,233.5,218.5,229.19,5257
114/07/31,987677,218435580,223.0,218.0,221.16,2204
114/07/30,928369,204247506,221.5,218.5,220.01,3491
114/07/29,1692121,369817873,223.0,215.0,218.55,6994
114/07/28,2707623,598342234,224.0,217.0,220.98,5736
114/07/25,4980323,1078585175,221.0,210.0,216.57,12634
114/07/24,5087223,1053756856,212.0,200.0,207.14,5958
114/07/23,703733,138530342,199.0,195.0,196.85,819
114/07/22,1931075,377517994,202.5,191.0,195.5,2211
114/07/21,1802824,361279022,204.0,195.5,200.4,2113
114/07/18,976491,191878500,199.0,195.5,196.5,848
114/07/17,897104,174283547,195.5,192.5,194.27,1025
114/07/16,993619,190858711,193.5,190.0,192.08,755
114/07/15,964272,184182760,192.5,190.0,191.01,880
114/07/14,1638009,313645715,199.0,188.0,191.48,2138
114/07/11,577584,114547274,200.0,197.0,198.32,572
114/07/10,787586,156832213,203.5,197.5,199.13,1066
114/07/09,1014076,205360301,204.5,201.0,202.51,865
114/07/08,1349238,272521284,204.0,198.5,201.98,1552
114/07/07,1307126,257940424,199.5,195.5,197.33,1198
114/07/04,2879086,573708335,208.0,196.5,199.27,2633
114/07/03,1801667,368995396,207.0,202.0,204.81,2669
114/07/02,1646987,330929352,203.0,197.5,200.93,1601
114/07/01,3214411,641163391,206.0,196.5,199.47,3052
114/06/30,1903793,380819831,202.0,199.0,200.03,1689
114/06/27,2527367,503901896,202.5,196.5,199.38,1877
114/06/26,3995180,787943560,201.5,195.5,197.22,2893
114/06/25,2836831,559530520,200.5,193.5,197.24,2672
114/06/24,4846700,944764171,201.0,192.5,194.93,2851
114/06/23,1370274,264911667,195.0,189.5,193.33,1153
114/06/20,2855622,551265058,198.0,190.5,193.05,2371
114/06/19,2603208,510002907,199.0,193.0,195.91,2075
114/06/18,2333955,450474305,195.5,190.0,193.01,1941
114/06/17,2047509,394141855,195.5,189.5,192.5,1847
114/06/16,946624,183095346,196.0,190.0,193.42,916
114/06/13,1156567,224155998,197.0,192.0,193.81,1212
114/06/12,906080,178118647,198.0,194.5,196.58,882
114/06/11,1122034,221398265,198.5,196.0,197.32,1217
114/06/10,951312,185341623,195.5,193.0,194.83,1658
114/06/09,1025448,198372800,199.0,192.0,193.45,1326
114/06/06,1455368,284484475,198.0,193.5,195.47,1435
114/06/05,1894770,371793237,200.0,194.0,196.22,2320
114/06/04,2777038,551188547,204.0,195.5,198.48,3193
114/06/03,4243574,835803424,208.5,192.5,196.96,3845
114/06/02,2636168,531596483,206.0,200.0,201.66,2468
114/05/29,3270769,696254898,217.5,207.5,212.87,3091
114/05/28,3038655,653681248,225.0,211.0,215.12,2789
114/05/27,1156339,244128107,216.0,208.5,211.12,1444
114/05/26,1400564,302538045,219.5,213.0,216.01,1505
114/05/23,959886,211170485,223.0,217.5,220.0,1127
114/05/22,1105314,243186723,221.5,216.5,220.02,1562
114/05/21,1243445,272619080,222.0,216.5,219.24,1208
114/05/20,1216299,264466889,221.0,215.5,217.44,1679
114/05/19,1310683,289236341,224.5,219.0,220.68,1482
114/05/16,839459,187801055,226.0,222.0,223.72,900
114/05/15,1071558,239863366,226.0,220.5,223.85,1467
