日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/22,"917,555","4,258,265",4.63,4.65,4.63,4.65,+0.03,88
114/08/21,"1,520,300","7,019,666",4.62,4.62,4.61,4.62, 0.00,73
114/08/20,"725,100","3,343,130",4.60,4.62,4.60,4.62,+0.04,90
114/08/19,"277,306","1,268,542",4.57,4.58,4.57,4.58,+0.03,42
114/08/18,"424,624","1,932,097",4.55,4.56,4.55,4.55, 0.00,39
114/08/15,"1,107,853","5,038,070",4.55,4.55,4.54,4.55, 0.00,95
114/08/14,"538,409","2,448,707",4.55,4.55,4.54,4.55,-0.02,85
114/08/13,"3,351,876","15,310,114",4.57,4.58,4.56,4.57,-0.04,"1,269"
114/08/12,"527,027","2,428,298",4.60,4.62,4.60,4.61,+0.02,41
114/08/11,"704,452","3,234,170",4.60,4.60,4.58,4.59,-0.04,91
114/08/08,"106,705","493,803",4.63,4.63,4.62,4.63, 0.00,37
114/08/07,"2,158,669","9,974,621",4.63,4.63,4.61,4.63,-0.03,108
114/08/06,"1,181,065","5,504,181",4.66,4.68,4.65,4.66,+0.02,69
114/08/05,"5,939,639","27,552,675",4.63,4.64,4.62,4.64,-0.05,125
114/08/04,"1,385,964","6,500,733",4.68,4.70,4.68,4.69,+0.06,138
114/08/01,"1,005,106","4,666,522",4.63,4.65,4.63,4.63,+0.05,103
114/07/31,"662,057","3,028,668",4.58,4.58,4.57,4.58,-0.02,53
114/07/30,"246,051","1,129,453",4.60,4.60,4.58,4.60,+0.01,40
114/07/29,"347,150","1,588,169",4.57,4.59,4.57,4.59,+0.02,34
114/07/28,"2,402,433","10,953,626",4.57,4.57,4.55,4.57,-0.01,110
114/07/25,"355,350","1,629,670",4.59,4.59,4.58,4.58,-0.02,35
114/07/24,"620,296","2,845,610",4.59,4.60,4.58,4.60,-0.01,83
114/07/23,"1,138,999","5,256,727",4.62,4.63,4.61,4.61,-0.03,130
114/07/22,"256,550","1,188,805",4.62,4.64,4.62,4.64, 0.00,38
114/07/21,"611,780","2,838,145",4.63,4.64,4.63,4.64, 0.00,29
114/07/18,"4,758,020","22,064,473",4.63,4.64,4.62,4.64,-0.04,122
114/07/17,"414,270","1,933,794",4.67,4.68,4.66,4.68,-0.01,45
114/07/16,"5,554,551","26,026,988",4.68,4.69,4.67,4.69,+0.05,125
114/07/15,"843,272","3,921,327",4.67,4.67,4.63,4.64,-0.05,89
114/07/14,"516,500","2,418,190",4.68,4.69,4.67,4.69,+0.03,35
114/07/11,"1,070,300","4,981,739",4.66,4.66,4.65,4.66, 0.00,68
114/07/10,"865,248","4,031,437",4.65,4.67,4.65,4.66,-0.01,46
114/07/09,"783,000","3,663,929",4.67,4.69,4.67,4.67, 0.00,47
114/07/08,"1,872,037","8,750,064",4.68,4.68,4.66,4.67,+0.01,104
114/07/07,"1,188,740","5,544,150",4.64,4.67,4.64,4.66, 0.00,72
114/07/04,"3,007,157","13,963,569",4.66,4.66,4.63,4.66,-0.01,134
114/07/03,"742,198","3,467,377",4.68,4.68,4.67,4.67,-0.03,120
114/07/02,"1,175,935","5,515,990",4.71,4.71,4.68,4.70,-0.01,100
114/07/01,"909,700","4,278,336",4.70,4.72,4.69,4.71, 0.00,78
114/06/30,"1,466,039","6,901,063",4.72,4.72,4.70,4.71,-0.03,128
114/06/27,"2,538,260","12,018,638",4.75,4.75,4.73,4.74,-0.04,170
114/06/26,"805,005","3,845,706",4.78,4.79,4.77,4.78, 0.00,54
114/06/25,"2,247,152","10,751,892",4.78,4.79,4.78,4.78,-0.04,142
114/06/24,"2,163,578","10,422,220",4.84,4.84,4.81,4.82,-0.10,215
114/06/23,"1,158,817","5,695,486",4.92,4.93,4.91,4.92,+0.01,125
114/06/20,"2,359,467","11,551,644",4.90,4.91,4.88,4.91,+0.02,111
114/06/19,"766,558","3,751,074",4.89,4.90,4.89,4.89,+0.03,90
114/06/18,"1,152,062","5,608,780",4.87,4.88,4.86,4.86, 0.00,83
114/06/17,"1,410,071","6,843,870",4.86,4.86,4.84,4.86,-0.01,85
114/06/16,"1,819,314","8,864,063",4.88,4.88,4.86,4.87,-0.04,106
114/06/13,"1,913,212","9,375,795",4.89,4.91,4.88,4.91,+0.04,131
114/06/12,"1,057,067","5,140,955",4.86,4.87,4.85,4.87,+0.01,81
114/06/11,"649,126","3,147,772",4.85,4.86,4.84,4.86,-0.01,95
114/06/10,"5,882,830","28,495,746",4.87,4.87,4.84,4.87,-0.01,217
114/06/09,"1,512,764","7,388,764",4.90,4.90,4.88,4.88,-0.04,110
114/06/06,"1,306,000","6,423,850",4.91,4.92,4.91,4.92,+0.02,72
114/06/05,"2,406,012","11,812,064",4.90,4.91,4.90,4.90, 0.00,76
114/06/04,"1,312,398","6,442,095",4.92,4.92,4.90,4.90,-0.06,142
114/06/03,"3,049,600","15,115,214",4.96,4.96,4.94,4.96,-0.03,109
114/06/02,"3,708,440","18,477,025",4.97,4.99,4.96,4.99,+0.09,188
114/05/29,"4,872,670","23,835,155",4.88,4.90,4.88,4.90,-0.05,263
114/05/28,"1,987,290","9,817,447",4.94,4.95,4.93,4.95,-0.05,171
114/05/27,"1,264,535","6,314,715",4.98,5.00,4.98,5.00,+0.02,78
114/05/26,"2,768,077","13,802,066",5.01,5.01,4.98,4.98,-0.03,165
114/05/23,"1,189,407","5,958,612",5.01,5.02,5.00,5.01, 0.00,107
114/05/22,"1,673,807","8,378,493",5.00,5.01,4.99,5.01,+0.07,187
114/05/21,"920,400","4,549,935",4.94,4.95,4.93,4.94,+0.01,80
114/05/20,"1,842,074","9,080,216",4.93,4.94,4.92,4.93,-0.06,218
114/05/19,"2,887,713","14,355,110",4.96,4.99,4.95,4.99,+0.03,162
114/05/16,"1,105,362","5,482,006",4.96,4.97,4.95,4.96,-0.03,122
114/05/15,"1,142,034","5,694,107",5.00,5.00,4.97,4.99,+0.01,120
114/05/14,"3,261,524","16,273,421",5.00,5.00,4.97,4.98,-0.07,372
114/05/13,"2,315,913","11,657,646",5.02,5.05,5.01,5.05,-0.05,273
114/05/12,"2,683,007","13,697,555",5.12,5.12,5.10,5.10,-0.07,220
114/05/09,"640,234","3,310,605",5.18,5.19,5.16,5.17,+0.01,105
114/05/08,"1,391,003","7,180,402",5.20,5.20,5.15,5.16,-0.03,154
114/05/07,"1,078,812","5,595,870",5.19,5.21,5.16,5.19, 0.00,126
114/05/06,"1,731,713","8,978,170",5.20,5.20,5.17,5.19,+0.01,114
114/05/05,"5,142,156","26,597,620",5.24,5.24,5.15,5.18,-0.07,409
114/05/02,"5,289,207","27,835,968",5.26,5.29,5.25,5.25,-0.13,405
114/04/30,"1,326,167","7,134,617",5.39,5.39,5.37,5.38,-0.01,154
114/04/29,"2,242,934","12,074,846",5.40,5.40,5.37,5.39,-0.05,194
