日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/15,506494,47271987,94.9,90.8,93.33,487
114/08/14,1621153,146702091,94.2,87.0,90.49,1236
114/08/13,901904,83941726,96.0,90.7,93.07,981
114/08/12,982209,94811071,98.9,95.2,96.53,936
114/08/11,241057,23811750,100.0,98.0,98.78,278
114/08/08,174688,17542253,101.5,99.8,100.42,210
114/08/07,514463,51228394,101.5,98.6,99.58,498
114/08/06,132019,13312656,102.0,99.8,100.84,197
114/08/05,173319,17431510,101.5,99.5,100.57,190
114/08/04,181989,18120932,100.5,97.9,99.57,170
114/08/01,245258,24264484,100.0,96.2,98.93,253
114/07/31,199670,19633131,100.5,97.5,98.33,278
114/07/30,248172,24323900,99.3,96.2,98.01,321
114/07/29,429013,42350070,101.0,97.8,98.72,595
114/07/28,366234,36752510,101.5,99.8,100.35,291
114/07/25,154831,15813338,103.5,101.5,102.13,235
114/07/24,301748,30778788,103.5,100.0,102.0,318
114/07/23,441032,45815553,107.0,102.0,103.88,525
114/07/22,2030735,216750305,111.5,102.0,106.73,1702
114/07/21,893453,95890377,109.0,104.5,107.33,753
114/07/18,627106,60938304,99.5,94.9,97.17,651
114/07/17,142998,14043338,98.8,97.5,98.21,171
114/07/16,475604,46792725,100.5,97.0,98.39,504
114/07/15,790489,80542111,106.0,99.0,101.89,835
114/07/14,1055309,107761008,104.5,97.7,102.11,870
114/07/11,598680,58525209,99.6,96.7,97.76,642
114/07/10,287235,27840769,100.0,96.0,96.93,306
114/07/09,146607,14539511,100.5,98.5,99.17,178
114/07/08,292671,28608318,99.1,96.5,97.75,300
114/07/07,227595,22645322,101.0,98.8,99.5,313
114/07/04,926585,92873238,104.0,98.5,100.23,727
114/07/03,221191,23114130,106.0,103.5,104.5,200
114/07/02,160913,16705015,104.5,102.5,103.81,171
114/07/01,393727,40435026,105.0,101.0,102.7,368
114/06/30,711860,75375038,112.0,102.5,105.88,752
114/06/27,236538,26689891,115.0,111.5,112.84,296
114/06/26,105016,11995107,115.0,113.0,114.22,170
114/06/25,173210,19873979,116.0,113.5,114.74,255
114/06/24,147710,17099636,118.0,115.0,115.76,179
114/06/23,164402,18976319,118.0,114.0,115.43,223
114/06/20,179232,21125579,119.5,116.5,117.87,189
114/06/19,211583,25222554,123.5,118.5,119.21,269
114/06/18,123068,15016342,123.0,120.5,122.02,173
114/06/17,394383,48305972,127.0,120.5,122.48,433
114/06/16,562666,69722607,128.0,118.0,123.91,518
114/06/13,427696,51861655,124.5,117.5,121.26,323
114/06/12,451917,53867638,122.5,117.5,119.2,387
114/06/11,295451,35604757,122.5,118.5,120.51,304
114/06/10,197444,24279864,124.0,121.5,122.97,219
114/06/09,191810,23781211,125.5,122.5,123.98,216
114/06/06,243862,30149055,126.0,122.0,123.63,191
114/06/05,331261,41875971,129.5,123.5,126.41,380
114/06/04,667199,84351929,132.5,120.0,126.43,616
114/06/03,209537,24747808,122.0,116.5,118.11,210
114/06/02,205114,24374268,123.0,117.5,118.83,273
114/05/14,422060,49543779,120.0,116.0,117.39,382
114/05/13,241959,28480978,123.0,115.5,117.71,233
114/05/12,356236,42199404,121.0,113.5,118.46,336
114/05/09,189427,21655398,117.0,112.0,114.32,224
114/05/08,97232,11104170,116.0,112.0,114.2,156
114/05/07,183131,20685467,117.0,112.0,112.95,189
114/05/06,290773,33497807,117.5,113.0,115.2,346
114/05/05,954763,114888839,126.0,115.5,120.33,1488
114/05/02,399491,47967150,122.5,111.0,120.07,346
114/04/30,398502,45188815,119.0,111.0,113.4,1231
114/04/29,363815,39445534,111.5,101.5,108.42,588
114/04/28,144304,14715827,104.0,98.5,101.98,263
114/04/25,151832,15028861,100.5,97.0,98.98,175
114/04/24,99142,9446222,97.8,94.5,95.28,332
114/04/23,164837,15684657,96.9,93.1,95.15,196
114/04/22,169936,15390043,92.9,89.0,90.56,190
114/04/21,214388,19909150,98.0,91.5,92.87,242
114/04/18,112368,11092979,100.5,97.8,98.72,135
114/04/17,214174,21156244,101.5,97.7,98.78,229
114/04/16,665708,68601283,107.0,99.6,103.05,651
