日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/22,"125,000","6,316,000",50.50,50.60,50.50,50.60, 0.00,46
114/08/21,"16,612","840,390",50.60,50.60,50.60,50.60, 0.00,13
114/08/20,"52,016","2,630,608",50.50,50.60,50.50,50.60, 0.00,20
114/08/19,"34,001","1,720,450",50.60,50.60,50.60,50.60, 0.00,34
114/08/18,"32,103","1,621,401",50.50,50.60,50.50,50.60,+0.10,13
114/08/15,"44,500","2,247,250",50.50,50.50,50.50,50.50, 0.00,7
114/08/14,"28,000","1,414,000",50.50,50.50,50.50,50.50, 0.00,10
114/08/13,"74,211","3,747,755",50.50,50.60,50.50,50.50, 0.00,74
114/08/12,"182,004","9,191,202",50.50,50.50,50.50,50.50, 0.00,52
114/08/11,"185,001","9,342,050",50.40,50.50,50.40,50.50, 0.00,71
114/08/08,"141,010","7,111,004",50.40,50.50,50.40,50.50,+0.10,29
114/08/07,"342,015","17,237,550",50.40,50.40,50.40,50.40, 0.00,273
114/08/06,"315,100","15,881,340",50.40,50.50,50.40,50.40, 0.00,159
114/08/05,"368,000","18,547,200",50.40,50.40,50.40,50.40, 0.00,23
114/08/04,"119,000","5,985,800",50.30,50.40,50.30,50.40,+0.10,77
114/08/01,"306,027","15,393,160",50.30,50.30,50.30,50.30, 0.00,184
114/07/31,"214,774","10,803,131",50.30,50.30,50.30,50.30, 0.00,138
114/07/30,"159,000","7,997,700",50.30,50.30,50.30,50.30,+0.10,88
114/07/29,"121,771","6,123,380",50.30,50.30,50.20,50.20,-0.10,77
114/07/28,"68,416","3,440,424",50.30,50.30,50.20,50.30, 0.00,58
114/07/25,"13,997","703,348",50.20,50.30,50.20,50.30, 0.00,14
114/07/24,"84,000","4,228,100",50.40,50.40,50.30,50.30, 0.00,18
114/07/23,"56,064","2,819,919",50.30,50.30,50.20,50.30,+0.10,40
114/07/22,"31,033","1,560,159",50.30,50.30,50.20,50.20,-0.10,12
114/07/21,"76,000","3,818,500",50.30,50.30,50.20,50.30, 0.00,25
114/07/18,"97,000","4,879,100",50.30,50.30,50.30,50.30, 0.00,64
114/07/17,"51,274","2,582,482",50.30,50.40,50.30,50.30,-0.10,49
114/07/16,"32,200","1,619,960",50.30,50.40,50.30,50.40,X0.00,32
114/07/14,"77,015","3,873,254",50.30,50.30,50.20,50.30, 0.00,73
114/07/11,"137,007","6,875,852",50.30,50.30,50.10,50.30,+0.10,100
114/07/10,"21,426","1,077,385",50.30,50.30,50.20,50.20, 0.00,14
114/07/09,"66,052","3,312,597",50.20,50.20,50.10,50.20, 0.00,57
114/07/08,"155,000","7,784,500",50.10,50.30,50.10,50.20, 0.00,68
114/07/07,"42,552","2,133,982",50.10,50.20,50.10,50.20,+0.10,10
114/07/04,"26,964","1,353,137",50.10,50.20,50.10,50.10, 0.00,22
114/07/03,"79,137","3,960,650",50.00,50.10,50.00,50.10,+0.10,26
