日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/14,"4,000","114,800",28.61,28.73,28.61,28.73,X0.00,2
114/08/04,"53,000","1,526,070",28.80,28.83,28.79,28.82,X0.00,6
114/07/31,"3,000","87,570",29.19,29.19,29.19,29.19,X0.00,2
114/07/25,"50,000","1,437,950",28.76,28.76,28.75,28.75,+0.35,3
114/07/24,"54,000","1,535,750",28.63,28.63,28.40,28.40,-0.33,4
114/07/23,"46,000","1,321,580",28.73,28.73,28.73,28.73,X0.00,2
114/07/18,"3,190","92,528",29.03,29.03,29.02,29.02,+0.14,3
114/07/17,"1,430","41,285",28.88,28.88,28.88,28.88,-0.20,2
114/07/16,"5,000","145,040",28.96,29.08,28.96,29.08,X0.00,3
114/07/11,"1,000","28,710",28.71,28.71,28.71,28.71,X0.00,1
114/07/09,"3,000","85,890",28.53,28.68,28.53,28.68,+0.31,3
114/07/08,"16,000","453,770",28.36,28.37,28.36,28.37,X0.00,3
114/07/03,"15,000","420,450",28.03,28.03,28.03,28.03,X0.00,1
114/07/01,"1,000","27,880",27.88,27.88,27.88,27.88,X0.00,1
114/06/24,"1,000","28,300",28.30,28.30,28.30,28.30,X0.00,1
114/06/18,"1,000","28,150",28.15,28.15,28.15,28.15,X0.00,1
114/06/16,"12,000","336,580",28.09,28.09,28.04,28.04, 0.00,2
114/06/13,"10,000","280,400",28.04,28.04,28.04,28.04,X0.00,1
114/06/04,"10,000","279,400",27.94,27.94,27.94,27.94,+0.09,1
114/06/03,"10,000","278,500",27.85,27.85,27.85,27.85,X0.00,1
114/05/19,"2,199","62,241",28.32,28.32,28.32,28.32,X0.00,3
114/05/13,"5,331","152,685",28.68,28.71,28.68,28.71,+0.39,16
114/05/12,"1,000","28,320",28.32,28.32,28.32,28.32,+0.08,1
114/05/09,"67,907","1,921,597",28.39,28.39,28.24,28.24,X0.00,14
114/05/07,"2,000","55,510",27.65,27.86,27.65,27.86,X0.00,2
114/05/02,"22,196","628,796",28.31,28.33,28.31,28.33,+0.52,5
114/04/30,"8,000","222,480",27.81,27.81,27.81,27.81,X0.00,1
114/04/28,"10,461","294,542",28.17,28.18,28.17,28.18,+0.01,7
114/04/25,"36,700","1,030,677",27.94,28.17,27.94,28.17,+0.21,10
114/04/24,"4,256","119,011",27.93,27.96,27.93,27.96,X0.00,7
114/04/18,"1,250","35,030",28.00,28.00,28.00,28.00, 0.00,3
114/04/17,"21,661","606,566",28.00,28.00,28.00,28.00,+0.12,16
114/04/16,"8,663","242,209",28.05,28.05,27.88,27.88,-0.20,27
114/04/15,"42,066","1,181,630",28.16,28.16,28.07,28.08,+0.15,32
114/04/14,"8,017","224,237",28.05,28.05,27.92,27.93,-0.19,5
114/04/11,"44,000","1,239,870",28.08,28.19,28.08,28.12,X0.00,4
114/04/09,"1,000","28,430",28.43,28.43,28.43,28.43,X0.00,1
114/04/07,"2,000","57,340",28.67,28.67,28.67,28.67,-0.68,1
114/04/02,"1,000","29,350",29.35,29.35,29.35,29.35,X0.00,1
114/03/18,"4,000","117,060",29.24,29.34,29.24,29.34,+0.22,4
114/03/17,"2,000","58,240",29.12,29.12,29.12,29.12,X0.00,1
114/03/12,"1,000","28,960",28.96,28.96,28.96,28.96,X0.00,1
114/03/10,"1,000","28,850",28.85,28.85,28.85,28.85,-0.04,1
114/03/07,"1,000","28,890",28.89,28.89,28.89,28.89,X0.00,1
114/03/05,"2,000","58,540",29.27,29.27,29.27,29.27,+0.16,1
114/03/04,"3,000","87,350",29.13,29.13,29.11,29.11,X0.00,2
