日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/15,103858,771594,7.5,7.37,7.43,91
114/08/14,133816,978148,7.45,7.21,7.31,86
114/08/13,214471,1587190,7.51,7.31,7.4,131
114/08/12,93339,678780,7.35,7.22,7.27,60
114/08/11,140830,1025025,7.36,7.23,7.28,99
114/08/08,430141,3193274,7.65,7.32,7.42,304
114/08/07,1179222,9114480,8.03,7.5,7.73,528
114/08/06,569658,4119208,7.35,6.75,7.23,251
114/08/05,134198,891489,6.71,6.58,6.64,95
114/08/04,54236,355733,6.7,6.47,6.56,47
114/08/01,49197,321978,6.56,6.47,6.54,47
114/07/31,67830,442446,6.59,6.5,6.52,47
114/07/30,79153,516454,6.59,6.46,6.52,50
114/07/29,69428,456307,6.6,6.5,6.57,40
114/07/28,24741,164571,6.7,6.55,6.65,35
114/07/25,30476,204955,6.8,6.66,6.73,39
114/07/24,72202,477058,6.69,6.55,6.61,52
114/07/23,98023,644502,6.67,6.46,6.58,62
114/07/22,73467,477595,6.6,6.45,6.5,55
114/07/21,74283,486025,6.6,6.51,6.54,66
114/07/18,53149,349458,6.62,6.54,6.58,46
114/07/17,79408,521014,6.63,6.5,6.56,58
114/07/16,104768,688763,6.65,6.53,6.57,81
114/07/15,74215,489784,6.69,6.5,6.6,56
114/07/14,72512,473337,6.56,6.46,6.53,49
114/07/11,62350,407960,6.65,6.51,6.54,46
114/07/10,77289,510798,6.71,6.5,6.61,70
114/07/09,36755,242788,6.68,6.56,6.61,43
114/07/08,48953,326236,6.85,6.48,6.66,40
114/07/07,41604,284365,6.9,6.8,6.84,42
114/07/04,73109,502539,6.91,6.85,6.87,48
114/07/03,111315,775399,7.06,6.83,6.97,63
114/07/02,48033,328767,6.94,6.7,6.84,44
114/07/01,88061,609710,7.0,6.87,6.92,60
114/06/30,24370,169566,7.03,6.9,6.96,37
114/06/27,56007,389145,7.03,6.88,6.95,58
114/06/26,92238,645064,7.04,6.9,6.99,55
114/06/25,49791,346585,7.09,6.84,6.96,55
114/06/24,199330,1350667,6.95,6.7,6.78,97
114/06/23,138548,929068,6.88,6.65,6.71,74
114/06/20,39005,270141,7.0,6.8,6.93,35
114/06/19,42435,296785,7.01,6.96,6.99,33
114/06/18,22732,160541,7.1,7.0,7.06,39
114/06/17,29004,204548,7.1,7.0,7.05,21
114/06/16,111739,784193,7.18,6.95,7.02,55
114/06/13,171692,1204242,7.1,6.98,7.01,73
114/06/12,31347,222652,7.18,7.03,7.1,39
114/06/11,153624,1092175,7.2,7.0,7.11,81
114/06/10,165079,1176772,7.26,7.03,7.13,83
114/06/09,88645,624015,7.18,7.0,7.04,83
114/06/06,29535,212402,7.22,7.15,7.19,41
114/06/05,39685,286667,7.3,7.18,7.22,31
114/06/04,62217,448583,7.35,7.17,7.21,45
114/06/03,150434,1081567,7.35,7.16,7.19,91
114/06/02,81060,586635,7.35,7.17,7.24,67
114/05/29,143026,1044298,7.39,7.27,7.3,73
114/05/28,32155,237942,7.48,7.36,7.4,30
114/05/27,25865,192112,7.48,7.31,7.43,25
114/05/26,47018,354706,7.65,7.42,7.54,58
114/05/23,50400,377327,7.54,7.41,7.49,43
114/05/22,73330,551320,7.57,7.4,7.52,41
114/05/21,253996,1888230,7.59,7.34,7.43,89
114/05/20,134015,984225,7.46,7.27,7.34,52
114/05/19,360921,2644132,7.55,7.23,7.33,113
114/05/16,183929,1372677,7.6,7.37,7.46,89
114/05/15,121109,897028,7.58,7.33,7.41,59
114/05/14,304889,2231492,7.6,7.22,7.32,199
114/05/13,206032,1498137,7.33,7.21,7.27,84
114/05/12,77458,562158,7.34,7.21,7.26,97
114/05/09,59326,429467,7.29,7.18,7.24,48
114/05/08,107124,780018,7.35,7.2,7.28,67
114/05/07,182239,1306186,7.29,6.97,7.17,110
114/05/06,96910,694512,7.32,6.99,7.17,89
114/05/05,92400,660051,7.3,7.09,7.14,58
114/05/02,86037,629287,7.37,7.29,7.31,76
114/04/30,99340,727887,7.43,7.25,7.33,56
114/04/29,195561,1439893,7.5,7.3,7.36,66
114/04/28,127415,944614,7.57,7.33,7.41,85
114/04/25,130256,947519,7.33,7.21,7.27,81
114/04/24,74454,536475,7.35,7.12,7.21,62
114/04/23,120180,866489,7.29,7.1,7.21,93
114/04/22,118463,835670,7.19,6.86,7.05,61
114/04/21,153657,1082022,7.15,6.97,7.04,98
114/04/18,81911,586872,7.28,7.1,7.16,54
114/04/17,117406,839088,7.3,6.93,7.15,83
114/04/16,279660,1995846,7.28,7.0,7.14,163
114/04/15,453926,3150960,7.13,6.59,6.94,187
114/04/14,196130,1277376,6.6,6.45,6.51,152
114/04/11,303896,1933839,6.44,6.15,6.36,151
114/04/10,750912,4766891,6.38,5.96,6.35,320
114/04/09,354457,2043757,6.33,5.68,5.77,231
114/04/08,348366,2200101,6.37,6.3,6.32,207
114/04/07,83891,586340,6.99,6.99,6.99,153
114/04/02,81496,631453,7.89,7.66,7.75,309
114/04/01,73498,567402,7.79,7.61,7.72,183
114/03/31,246599,1906410,7.99,7.6,7.73,927
114/03/28,217879,1756224,8.22,7.93,8.06,437
114/03/27,108588,893092,8.28,8.2,8.22,412
114/03/26,60317,497050,8.26,8.21,8.24,261
114/03/25,126338,1045702,8.39,8.24,8.28,261
114/03/24,167695,1394178,8.34,8.26,8.31,366
114/03/21,128590,1076569,8.43,8.34,8.37,206
114/03/20,125046,1049760,8.47,8.34,8.39,282
114/03/19,175428,1461327,8.38,8.28,8.33,386
114/03/18,128448,1078319,8.43,8.37,8.39,366
114/03/17,107405,903456,8.59,8.31,8.41,163
114/03/14,78279,655247,8.4,8.34,8.37,112
114/03/13,261547,2202308,8.53,8.34,8.42,236
114/03/12,110273,940167,8.57,8.51,8.53,98
114/03/11,99609,844960,8.51,8.45,8.48,135
114/03/10,137245,1179838,8.66,8.52,8.6,168
114/03/07,114103,982779,8.66,8.59,8.61,117
114/03/06,80255,695231,8.72,8.61,8.66,134
114/03/05,61214,531565,8.72,8.65,8.68,119
114/03/04,49348,430968,8.77,8.7,8.73,109
114/03/03,74350,650548,8.82,8.72,8.75,128
