日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/22,"101,145","1,430,961",14.16,14.17,14.03,14.15,X0.00,16
114/08/20,"102,000","1,445,960",14.25,14.25,14.07,14.07,-0.15,27
114/08/19,"8,001","113,774",14.22,14.22,14.22,14.22, 0.00,4
114/08/18,"14,008","199,274",14.24,14.24,14.22,14.22,-0.06,7
114/08/15,"84,000","1,200,640",14.26,14.30,14.26,14.28,-0.02,7
114/08/14,"12,002","171,780",14.35,14.35,14.30,14.30,-0.05,7
114/08/13,"104,003","1,492,038",14.35,14.35,14.32,14.35,+0.03,15
114/08/12,"232,185","3,321,213",14.31,14.32,14.00,14.32,-0.03,56
114/08/11,"62,000","888,680",14.32,14.35,14.30,14.35,-0.02,22
114/08/08,"17,002","244,320",14.37,14.37,14.37,14.37,-0.02,8
114/08/07,"2,001","28,805",14.40,14.40,14.39,14.39,-0.02,3
114/08/06,"92,000","1,325,510",14.41,14.41,14.40,14.41,-0.12,12
114/08/05,"77,001","1,116,236",14.53,14.53,14.35,14.53,-0.03,14
114/08/04,"32,001","465,916",14.56,14.56,14.54,14.56,-0.05,4
114/08/01,"47,002","686,282",14.61,14.61,14.60,14.61,-0.02,47
114/07/31,"52,006","760,406",14.65,14.65,14.62,14.63,-0.04,7
114/07/30,"63,000","922,570",14.66,14.67,14.64,14.67,-0.01,11
114/07/29,"53,012","778,196",14.68,14.68,14.67,14.68,-0.03,6
114/07/28,"3,000","44,110",14.69,14.71,14.69,14.71, 0.00,2
114/07/25,"1,000","14,710",14.71,14.71,14.71,14.71, 0.00,1
114/07/24,"34,000","500,120",14.72,14.72,14.69,14.71,X0.00,9
114/07/22,"59,000","869,520",14.74,14.74,14.72,14.72,-0.02,5
114/07/21,"26,050","384,470",14.76,14.77,14.74,14.74,-0.02,7
114/07/18,"53,000","782,280",14.75,14.77,14.75,14.76,-0.01,4
114/07/17,"9,270","136,952",14.78,14.78,14.77,14.77,-0.01,7
114/07/16,"64,348","951,295",14.78,14.79,14.78,14.78,-0.02,13
114/07/15,"34,000","503,170",14.79,14.80,14.79,14.80,-0.01,8
114/07/14,"6,000","88,860",14.81,14.81,14.81,14.81, 0.00,2
114/07/11,"72,005","1,065,724",14.80,14.81,14.80,14.81,-0.02,12
114/07/10,"11,005","163,403",14.85,14.85,14.83,14.83,-0.04,7
114/07/09,"169,010","2,509,520",14.85,14.87,14.84,14.87,X0.00,18
114/07/07,"27,000","401,510",14.85,14.88,14.84,14.88,-0.01,8
114/07/04,"63,000","936,750",14.86,14.89,14.85,14.89,-0.01,29
114/07/03,"117,017","1,742,363",14.90,14.91,14.86,14.90,-0.01,35
114/07/02,"5,007","74,662",14.91,14.91,14.91,14.91,-0.01,5
114/07/01,"8,010","119,520",14.92,14.92,14.92,14.92, 0.00,6
114/06/30,"2,000","29,840",14.92,14.92,14.92,14.92,+0.01,1
