日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/22,"9,591,609","31,315,281",3.25,3.28,3.24,3.26, 0.00,"1,113"
114/08/21,"14,838,615","48,343,408",3.27,3.27,3.24,3.26,-0.03,715
114/08/20,"36,568,078","119,321,151",3.23,3.29,3.23,3.29,+0.09,"1,577"
114/08/19,"7,013,283","22,431,701",3.20,3.21,3.18,3.20,+0.01,444
114/08/18,"12,367,689","39,505,721",3.21,3.22,3.18,3.19,-0.01,649
114/08/15,"5,959,052","19,098,553",3.21,3.22,3.19,3.20,-0.01,490
114/08/14,"8,604,578","27,599,863",3.21,3.22,3.20,3.21,+0.01,505
114/08/13,"16,538,942","53,022,293",3.20,3.23,3.19,3.20,-0.02,"1,106"
114/08/12,"7,522,554","24,262,055",3.22,3.24,3.21,3.22,-0.01,486
114/08/11,"12,600,772","40,745,924",3.25,3.27,3.21,3.23,-0.02,864
114/08/08,"10,883,885","35,362,482",3.25,3.26,3.24,3.25, 0.00,598
114/08/07,"40,486,083","132,154,744",3.29,3.31,3.24,3.25,-0.10,"2,386"
114/08/06,"12,169,489","40,617,991",3.34,3.35,3.32,3.35,+0.03,435
114/08/05,"13,241,898","43,979,942",3.33,3.34,3.31,3.32,-0.04,827
114/08/04,"14,672,434","49,491,752",3.38,3.39,3.35,3.36,+0.02,636
114/08/01,"14,678,138","49,103,293",3.36,3.37,3.33,3.34,+0.04,918
114/07/31,"14,465,076","47,995,946",3.33,3.34,3.30,3.30,-0.04,986
114/07/30,"18,067,263","60,423,214",3.36,3.37,3.33,3.34,-0.03,701
114/07/29,"10,597,537","35,681,802",3.35,3.39,3.34,3.37,+0.03,509
114/07/28,"8,187,862","27,329,675",3.33,3.36,3.33,3.34,-0.01,556
114/07/25,"4,625,116","15,506,723",3.36,3.36,3.34,3.35, 0.00,387
114/07/24,"10,795,578","36,139,039",3.34,3.36,3.34,3.35,-0.01,455
114/07/23,"15,556,385","52,327,036",3.37,3.38,3.35,3.36,-0.04,804
114/07/22,"18,364,205","61,948,674",3.36,3.40,3.33,3.40,+0.04,963
114/07/21,"8,312,721","27,926,509",3.36,3.37,3.35,3.36, 0.00,414
114/07/18,"17,899,795","59,957,390",3.35,3.36,3.34,3.36,-0.03,963
114/07/17,"8,781,067","29,819,719",3.40,3.42,3.38,3.39,-0.02,713
114/07/16,"19,939,509","67,957,976",3.43,3.44,3.39,3.41,-0.04,"1,412"
114/07/15,"23,242,456","80,122,904",3.49,3.49,3.43,3.45,-0.04,961
114/07/14,"5,329,085","18,543,714",3.47,3.49,3.47,3.49,+0.03,347
114/07/11,"8,922,588","30,944,989",3.49,3.49,3.45,3.46,-0.02,699
114/07/10,"11,661,413","40,625,772",3.51,3.51,3.47,3.48,-0.03,684
114/07/09,"9,438,070","33,183,379",3.54,3.54,3.50,3.51,-0.02,475
114/07/08,"13,730,787","48,579,803",3.54,3.56,3.52,3.53, 0.00,685
114/07/07,"10,251,044","36,124,786",3.51,3.54,3.50,3.53,+0.02,552
114/07/04,"17,685,145","61,758,004",3.45,3.51,3.45,3.51,+0.05,714
114/07/03,"19,629,025","68,221,896",3.49,3.49,3.46,3.46,-0.07,"1,358"
114/07/02,"11,767,562","41,531,407",3.54,3.54,3.51,3.53,+0.01,432
114/07/01,"27,939,478","97,971,643",3.54,3.54,3.48,3.52,-0.04,"1,512"
114/06/30,"6,085,714","21,655,652",3.56,3.57,3.55,3.56,-0.01,497
114/06/27,"9,431,459","33,618,260",3.55,3.58,3.55,3.57, 0.00,526
114/06/26,"12,271,533","43,549,411",3.55,3.57,3.53,3.57,+0.02,641
114/06/25,"19,978,583","71,190,801",3.56,3.58,3.55,3.55,-0.04,"1,076"
