日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/15,6841337,2383787258,354.0,342.5,348.44,7871
114/08/14,4513834,1525448318,342.0,332.0,337.95,5229
114/08/13,5099821,1690770332,336.0,323.5,331.54,6023
114/08/12,4333395,1422282498,338.0,325.0,328.21,5668
114/08/11,8839694,2905720134,339.0,320.5,328.71,10975
114/08/08,9785332,3393778685,357.0,338.5,346.82,10682
114/08/07,10781017,3765069349,358.5,338.0,349.23,12465
114/08/06,3494963,1152276847,334.5,325.0,329.7,3997
114/08/05,2895195,946174411,331.5,325.0,326.81,5377
114/08/04,2088272,684206064,331.5,325.0,327.64,3215
114/08/01,4930388,1621825648,334.5,318.5,328.94,5370
114/07/31,4075923,1338155250,335.0,325.5,328.31,5963
114/07/30,4356179,1454151328,341.0,330.0,333.81,5972
114/07/29,7521328,2546279558,346.5,331.0,338.54,8279
114/07/28,6447416,2249064467,357.5,343.0,348.83,7681
114/07/25,9959486,3530710748,361.0,348.0,354.51,9809
114/07/24,9812099,3401466316,353.5,337.0,346.66,9944
114/07/23,3247031,1106851679,345.0,338.0,340.88,3750
114/07/22,5602295,1903802525,344.5,336.5,339.83,6464
114/07/21,6331043,2167864820,348.0,337.5,342.42,7129
114/07/18,15926420,5428552917,349.5,332.0,340.85,15880
114/07/17,14696784,4891097690,345.0,323.0,332.8,20179
114/07/16,10308094,3323664427,328.5,318.0,322.43,10397
114/07/15,7466060,2366433220,322.0,310.5,316.96,7847
114/07/14,6541900,2036137471,318.0,304.0,311.25,7293
114/07/11,5688936,1751048227,313.0,304.0,307.8,5863
114/07/10,3512410,1077633202,310.0,303.5,306.81,4971
114/07/09,5749125,1762321148,311.0,297.5,306.54,6141
114/07/08,4116821,1229127656,302.5,293.0,298.56,4393
114/07/07,3024894,900095074,301.0,294.5,297.56,3964
114/07/04,5709944,1722996649,311.5,298.5,301.75,7215
114/07/03,3973953,1231906590,314.5,306.5,310.0,4702
114/07/02,3909403,1203593846,312.0,304.0,307.87,4632
114/07/01,7638461,2374604488,315.5,307.0,310.87,7554
114/06/30,5963303,1843570995,313.5,305.5,309.15,5886
114/06/27,17346702,5475492067,334.5,306.5,315.65,17728
