日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/15,293529,3012417,10.4,10.0,10.26,183
114/08/14,115554,1152581,10.0,9.92,9.97,91
114/08/13,173449,1726646,10.05,9.88,9.95,144
114/08/12,104773,1049588,10.15,9.99,10.02,77
114/08/11,388929,3871563,10.25,9.81,9.95,217
114/08/08,111481,1120071,10.1,10.0,10.05,71
114/08/07,33923,343156,10.2,10.1,10.12,35
114/08/06,34858,352301,10.25,10.05,10.11,38
114/08/05,41567,418322,10.1,10.05,10.06,42
114/08/04,33054,332182,10.15,10.0,10.05,42
114/08/01,73662,740097,10.15,9.97,10.05,70
114/07/31,55557,558887,10.15,10.0,10.06,46
114/07/30,81808,826229,10.2,10.05,10.1,76
114/07/29,51829,526722,10.25,10.05,10.16,47
114/07/28,20251,205452,10.2,10.1,10.15,22
114/07/25,73152,743599,10.25,10.0,10.17,50
114/07/24,49216,502301,10.4,10.1,10.21,41
114/07/23,72341,732254,10.2,10.0,10.12,45
114/07/22,138078,1386158,10.15,10.0,10.04,80
114/07/21,85644,867708,10.2,10.05,10.13,46
114/07/18,45380,460781,10.3,10.05,10.15,56
114/07/17,63699,642958,10.2,10.0,10.09,52
114/07/16,44487,448119,10.15,10.0,10.07,42
114/07/15,64687,652567,10.2,10.05,10.09,44
114/07/14,153548,1542481,10.15,10.0,10.05,94
114/07/11,150226,1511761,10.15,10.0,10.06,84
114/07/10,960078,9628190,10.3,9.96,10.03,433
114/07/09,124197,1292311,10.65,10.25,10.41,104
114/07/08,76404,820094,11.0,10.35,10.73,68
114/07/07,27545,293047,10.75,10.6,10.64,35
114/07/04,152206,1652729,11.05,10.65,10.86,194
114/07/03,461302,5043820,11.35,10.45,10.93,329
114/07/02,60058,616559,10.35,10.1,10.27,54
114/07/01,209225,2128391,10.3,10.05,10.17,110
114/06/30,252975,2584582,10.4,10.1,10.22,128
114/06/27,122449,1286884,10.6,10.35,10.51,99
114/06/26,80524,842594,10.65,10.3,10.46,82
114/06/25,149763,1536031,10.5,10.15,10.26,89
114/06/24,67927,698014,10.5,10.25,10.28,80
114/06/23,286679,2889165,10.3,9.95,10.08,201
114/06/20,108234,1130251,10.9,10.35,10.44,108
114/06/19,131337,1392378,10.8,10.45,10.6,121
114/06/18,36135,390656,10.85,10.8,10.81,35
114/06/17,57097,619682,11.0,10.75,10.85,51
114/06/16,82843,888617,10.85,10.65,10.73,63
114/06/13,125755,1360795,10.95,10.75,10.82,76
114/06/12,60531,667882,11.15,10.95,11.03,43
114/06/11,47253,525033,11.2,11.0,11.11,51
114/06/10,86489,959083,11.2,10.9,11.09,63
114/06/09,73134,800129,11.0,10.9,10.94,35
114/06/06,25489,280387,11.2,10.95,11.0,28
114/06/05,43003,473738,11.1,11.0,11.02,45
114/06/04,126422,1405325,11.25,11.0,11.12,74
114/06/03,81400,897474,11.15,10.95,11.03,55
114/06/02,126470,1401002,11.3,10.95,11.08,101
114/05/29,73157,830982,11.5,11.3,11.36,80
114/05/28,209054,2402218,11.8,11.3,11.49,157
114/05/27,368667,4421825,12.5,11.65,11.99,267
114/05/26,636876,7895997,12.75,11.55,12.4,457
114/05/23,52895,613809,11.75,11.5,11.6,55
114/05/22,19161,223724,11.75,11.55,11.68,21
114/05/21,44632,530510,12.0,11.7,11.89,56
114/05/20,67132,797109,12.15,11.7,11.87,48
114/05/19,78263,928537,12.05,11.75,11.86,56
114/05/16,156174,1882930,12.4,11.95,12.06,101
114/05/15,142728,1766948,12.9,12.15,12.38,122
114/05/14,235410,2875972,12.45,11.95,12.22,236
114/05/13,80699,967692,12.15,11.85,11.99,69
114/05/12,127654,1538030,12.4,11.8,12.05,99
114/05/09,142981,1699658,12.3,11.7,11.89,100
114/05/08,221690,2702244,12.6,11.9,12.19,130
114/05/07,252792,2999015,12.2,11.45,11.86,138
114/05/06,151493,1746192,11.7,11.2,11.53,103
114/05/05,270161,3071567,12.05,11.1,11.37,174
114/05/02,309102,3643270,12.1,11.4,11.79,191
114/04/30,133458,1525166,11.8,11.3,11.43,92
114/04/29,162622,1865472,11.65,11.15,11.47,108
114/04/28,181329,2032778,11.5,11.1,11.21,100
114/04/25,203254,2318617,11.7,11.25,11.41,148
114/04/24,91621,1027500,11.45,11.15,11.21,71
114/04/23,151389,1716211,11.6,10.95,11.34,93
114/04/22,156226,1711148,11.2,10.8,10.95,104
114/04/21,179331,1981959,11.45,10.8,11.05,99
114/04/18,139157,1587995,11.55,11.3,11.41,94
114/04/17,66082,744190,11.35,11.15,11.26,62
114/04/16,169481,1961363,12.2,11.4,11.57,110
114/04/15,271288,3135376,11.8,11.3,11.56,170
114/04/14,359165,4125136,11.9,10.85,11.49,194
114/04/11,329481,3737741,11.65,11.1,11.34,189
114/04/10,228492,2651171,11.65,11.35,11.6,130
114/04/09,695104,7457471,11.9,10.6,10.73,337
114/04/08,607653,7174260,12.35,11.75,11.81,253
114/04/07,19767,257952,13.05,13.05,13.05,35
114/04/02,209054,3002371,14.6,14.15,14.36,140
114/04/01,414788,6133106,15.15,14.25,14.79,308
114/03/31,306234,4275336,14.55,13.7,13.96,238
114/03/28,256308,3708653,14.75,14.25,14.47,180
114/03/27,239708,3571873,15.2,14.75,14.9,212
114/03/26,305911,4551857,15.0,14.75,14.88,224
114/03/25,398378,6058937,15.65,15.0,15.21,278
114/03/24,680709,10525661,15.85,15.2,15.46,451
114/03/21,3643454,58744605,17.25,15.6,16.12,2121
114/03/20,1364421,21766429,16.15,15.1,15.95,632
114/03/19,701946,10121223,14.7,13.45,14.42,470
114/03/18,128823,1732361,13.65,13.4,13.45,117
114/03/17,138343,1881309,13.75,13.45,13.6,109
114/03/14,187703,2540752,13.8,13.3,13.54,143
114/03/13,254320,3423590,13.7,13.4,13.46,150
114/03/12,452311,6106468,14.0,13.2,13.5,318
114/03/11,543780,7565483,14.75,13.65,13.91,297
114/03/10,276103,4037247,15.0,14.4,14.62,190
114/03/07,398947,5767181,15.0,14.25,14.46,281
114/03/06,250063,3733207,15.25,14.7,14.93,160
114/03/05,291464,4414630,15.4,15.05,15.15,220
114/03/04,311773,4717610,15.45,14.8,15.13,211
114/03/03,618471,9353418,15.35,14.65,15.12,431
