日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/22,"32,000","1,728,900",54.00,54.10,54.00,54.10,+0.10,10
114/08/21,"10,676","576,428",54.10,54.10,54.00,54.00,+0.10,8
114/08/20,"38,467","2,073,561",53.90,53.90,53.90,53.90,-0.20,23
114/08/19,"28,000","1,512,300",54.10,54.10,54.00,54.10, 0.00,12
114/08/18,"95,103","5,170,513",54.10,54.60,54.00,54.10,-0.10,42
114/08/15,"91,068","4,942,577",54.00,54.50,54.00,54.20,+0.10,37
114/08/14,"95,020","5,146,682",54.00,54.60,53.90,54.10,+0.10,33
114/08/13,"126,022","6,793,588",53.90,54.00,53.90,54.00,+0.10,30
114/08/12,"56,000","3,017,000",53.90,53.90,53.80,53.90, 0.00,13
114/08/11,"25,000","1,346,700",53.90,53.90,53.80,53.90,-0.10,9
114/08/08,"13,275","715,930",54.00,54.00,53.90,54.00, 0.00,9
114/08/07,"63,074","3,404,787",54.00,54.00,53.90,54.00,+0.10,23
114/08/06,"84,000","4,526,400",53.90,53.90,53.80,53.90,-0.10,13
114/08/05,"55,250","2,980,516",53.70,54.00,53.70,54.00,+0.30,28
114/08/04,"54,500","2,925,619",53.70,53.80,53.60,53.70,-0.10,20
114/08/01,"48,100","2,582,670",53.60,53.80,53.60,53.80,+0.20,24
114/07/31,"43,000","2,309,200",53.80,53.80,53.60,53.60,-0.20,16
114/07/30,"122,850","6,623,615",53.80,54.40,53.70,53.80, 0.00,41
114/07/29,"182,126","9,723,395",53.60,53.80,53.20,53.80,+0.10,85
114/07/28,"46,080","2,474,488",53.70,53.80,53.60,53.70,-0.10,28
114/07/25,"40,860","2,194,507",53.70,53.80,53.70,53.80, 0.00,26
114/07/24,"19,000","1,022,200",53.80,53.80,53.80,53.80,-0.10,9
114/07/23,"10,398","560,448",53.90,53.90,53.90,53.90, 0.00,11
114/07/22,"31,352","1,685,967",53.80,53.90,53.70,53.90,+0.10,15
114/07/21,"42,100","2,262,880",53.90,53.90,53.70,53.80, 0.00,14
114/07/18,"58,404","3,142,215",53.80,53.80,53.80,53.80,-0.10,29
114/07/17,"46,098","2,480,182",53.80,53.90,53.80,53.90,+0.10,17
114/07/16,"34,539","1,857,489",53.80,53.80,53.70,53.80, 0.00,24
114/07/15,"29,834","1,603,069",53.80,53.80,53.70,53.80,+0.20,21
114/07/14,"59,320","3,179,508",53.60,53.60,53.50,53.60, 0.00,32
114/07/11,"125,478","6,709,418",53.20,53.90,53.20,53.60,X0.00,97
114/07/10,"222,240","12,325,995",55.40,55.60,55.30,55.60,+0.30,87
114/07/09,"219,067","12,104,006",55.20,55.30,55.20,55.30,+0.10,55
114/07/08,"152,789","8,434,252",55.20,55.30,55.20,55.20, 0.00,36
114/07/07,"65,524","3,616,723",55.10,55.20,55.10,55.20,+0.10,28
114/07/04,"38,035","2,095,425",55.10,55.10,55.00,55.10, 0.00,14
114/07/03,"123,000","6,774,800",55.00,55.10,55.00,55.10,+0.10,29
114/07/02,"162,353","8,929,267",55.00,55.00,55.00,55.00, 0.00,29
114/07/01,"152,000","8,352,900",54.90,55.00,54.80,55.00,+0.10,49
114/06/30,"27,220","1,494,478",54.90,55.00,54.90,54.90, 0.00,18
114/06/27,"58,050","3,182,540",54.90,54.90,54.70,54.90,+0.10,29
114/06/26,"45,000","2,468,800",54.90,55.00,54.80,54.80, 0.00,31
114/06/25,"11,000","602,800",54.80,54.80,54.80,54.80, 0.00,7
114/06/24,"85,180","4,667,858",54.80,54.80,54.80,54.80, 0.00,35
114/06/23,"34,025","1,864,070",54.70,54.80,54.70,54.80,+0.10,23
114/06/20,"9,050","495,135",54.80,54.80,54.70,54.70,-0.10,7
114/06/19,"18,000","985,400",54.80,54.80,54.70,54.80,+0.10,11
114/06/18,"18,050","987,530",54.80,54.80,54.70,54.70, 0.00,10
114/06/17,"35,366","1,933,972",54.70,54.70,54.70,54.70, 0.00,19
114/06/16,"50,020","2,734,194",54.80,54.80,54.60,54.70,-0.10,25
114/06/13,"36,000","1,971,100",54.70,54.80,54.70,54.80,+0.10,29
114/06/12,"10,075","555,291",54.70,54.70,54.60,54.70, 0.00,14
114/06/11,"21,000","1,147,200",54.60,54.70,54.60,54.70,+0.10,12
114/06/10,"35,001","1,908,754",54.60,54.60,54.50,54.60, 0.00,18
114/06/09,"39,000","2,128,600",54.50,54.70,54.50,54.60, 0.00,19
114/06/06,"32,000","1,745,100",54.50,54.60,54.50,54.60, 0.00,10
114/06/05,"50,000","2,728,500",54.60,54.60,54.50,54.60, 0.00,11
114/06/04,"14,184","773,572",54.60,54.60,54.50,54.60, 0.00,10
114/06/03,"51,000","2,782,900",54.60,54.60,54.50,54.60, 0.00,19
114/06/02,"33,234","1,813,445",54.50,54.70,54.40,54.60, 0.00,24
114/05/29,"60,021","3,273,344",54.50,54.60,54.50,54.60,+0.10,21
114/05/28,"24,035","1,309,606",54.60,54.60,54.40,54.50, 0.00,14
114/05/27,"39,120","2,131,990",54.50,54.60,54.50,54.50,-0.10,17
114/05/26,"14,100","768,900",54.60,54.60,54.50,54.60, 0.00,11
114/05/23,"32,002","1,745,009",54.60,54.60,54.50,54.60, 0.00,17
114/05/22,"26,402","1,439,669",54.60,54.60,54.50,54.60, 0.00,17
114/05/21,"37,100","2,024,120",54.50,54.60,54.50,54.60,+0.10,16
114/05/20,"25,522","1,390,743",54.50,54.50,54.40,54.50,+0.10,13
114/05/19,"107,013","5,838,606",54.40,54.70,54.30,54.40, 0.00,47
114/05/16,"62,000","3,368,600",54.40,54.40,54.20,54.40, 0.00,32
114/05/15,"218,080","11,887,352",54.30,54.80,54.30,54.40, 0.00,101
114/05/14,"21,654","1,175,971",54.30,54.40,54.30,54.40, 0.00,22
114/05/13,"34,000","1,847,600",54.20,54.40,54.10,54.40,+0.20,29
114/05/12,"118,053","6,410,156",54.00,54.50,54.00,54.20,+0.10,50
114/05/09,"228,664","12,365,691",53.90,54.50,53.90,54.10,+0.10,60
114/05/08,"106,746","5,752,204",53.80,54.00,53.70,54.00, 0.00,48
114/05/07,"179,396","9,659,871",53.80,54.00,53.80,54.00, 0.00,53
114/05/06,"52,000","2,802,800",53.80,54.00,53.80,54.00,+0.10,23
114/05/05,"65,052","3,506,608",54.00,54.00,53.80,53.90,-0.10,36
114/05/02,"93,097","5,016,528",53.90,54.00,53.80,54.00,+0.10,31
114/04/30,"30,005","1,616,268",53.90,53.90,53.80,53.90, 0.00,21
114/04/29,"20,245","1,089,981",53.90,53.90,53.80,53.90, 0.00,13
114/04/28,"17,000","915,600",53.90,53.90,53.80,53.90, 0.00,6
114/04/25,"40,473","2,181,397",53.90,53.90,53.90,53.90, 0.00,22
114/04/24,"150,028","8,045,600",53.70,53.90,53.60,53.90, 0.00,35
114/04/23,"45,002","2,423,207",53.80,53.90,53.80,53.90, 0.00,21
114/04/22,"32,002","1,724,707",53.90,53.90,53.70,53.90, 0.00,17
114/04/21,"70,004","3,771,210",53.80,53.90,53.70,53.90, 0.00,29
114/04/18,"17,001","914,854",53.90,53.90,53.70,53.90, 0.00,13
114/04/17,"50,257","2,708,126",53.80,53.90,53.80,53.90,+0.10,17
114/04/16,"21,000","1,124,600",53.60,53.80,53.30,53.80, 0.00,14
114/04/15,"39,043","2,098,817",53.80,53.80,53.70,53.80,+0.20,18
114/04/14,"176,100","9,452,469",53.60,53.80,53.60,53.60, 0.00,35
114/04/11,"59,007","3,156,573",53.20,53.60,53.00,53.60, 0.00,28
114/04/10,"105,110","5,631,506",53.20,54.00,53.20,53.60,+1.20,48
114/04/09,"198,110","10,434,396",53.10,53.10,52.20,52.40,-0.70,116
114/04/08,"117,339","6,202,912",52.70,53.10,52.60,53.10,+0.70,76
114/04/07,"428,159","22,512,997",53.10,53.10,52.30,52.40,-1.70,185
114/04/02,"95,040","5,123,956",53.80,54.10,53.70,54.10,+0.30,25
114/04/01,"53,200","2,854,160",53.70,53.80,53.60,53.80,+0.10,19
114/03/31,"81,002","4,348,607",53.70,53.80,53.60,53.70,-0.10,33
114/03/28,"82,444","4,435,384",53.80,53.80,53.70,53.80,-0.10,28
114/03/27,"17,011","915,291",53.80,53.90,53.80,53.90, 0.00,12
114/03/26,"23,106","1,243,712",53.90,53.90,53.80,53.90, 0.00,17
114/03/25,"4,478","241,170",53.90,53.90,53.80,53.90,+0.10,9
114/03/24,"56,603","3,050,199",53.90,53.90,53.80,53.80,-0.10,31
114/03/21,"45,133","2,428,368",53.80,53.90,53.70,53.90, 0.00,17
114/03/20,"55,002","2,956,907",53.80,53.90,53.70,53.90, 0.00,13
114/03/19,"24,003","1,289,861",53.70,53.90,53.70,53.90, 0.00,8
114/03/18,"70,465","3,791,915",53.90,53.90,53.80,53.90, 0.00,15
114/03/17,"16,094","866,156",53.80,53.90,53.80,53.90, 0.00,11
114/03/14,"59,910","3,223,103",53.80,53.90,53.80,53.90, 0.00,13
114/03/13,"34,238","1,840,580",53.80,53.90,53.70,53.90,+0.20,18
114/03/12,"43,178","2,319,125",53.80,53.80,53.70,53.70,-0.20,27
114/03/11,"18,032","969,718",53.80,53.90,53.70,53.90,+0.10,17
114/03/10,"35,003","1,883,161",53.80,53.80,53.80,53.80, 0.00,20
114/03/07,"13,002","698,307",53.70,53.80,53.70,53.80, 0.00,12
114/03/06,"12,052","647,597",53.80,53.80,53.70,53.80, 0.00,9
114/03/05,"17,444","936,263",53.50,53.80,53.50,53.80, 0.00,18
114/03/04,"7,000","376,100",53.70,53.80,53.70,53.80, 0.00,7
114/03/03,"9,002","484,307",53.80,53.80,53.80,53.80, 0.00,4
