日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/15,1770661,222511035,126.5,125.0,125.67,1452
114/08/14,1664168,209994125,127.5,125.5,126.19,1471
114/08/13,2295815,288321345,126.5,124.5,125.59,1966
114/08/12,2450869,308782099,128.5,125.5,125.99,2175
114/08/11,2655931,336585981,128.0,125.5,126.73,2218
114/08/08,5760402,729237844,131.0,124.5,126.59,4833
114/08/07,6456422,851486552,140.0,129.5,131.88,5710
114/08/06,2223316,304370560,138.5,135.5,136.9,2016
114/08/05,1996187,276931371,140.0,137.5,138.73,1507
114/08/04,1739628,237538903,138.0,135.5,136.55,1352
114/08/01,1373269,188937778,139.0,135.0,137.58,1630
114/07/14,2391485,320567228,136.0,133.0,134.05,1912
114/07/11,2997392,401756052,135.0,132.0,134.04,2532
114/07/10,3235271,428769811,133.5,129.0,132.53,2831
114/07/09,4059149,534159996,132.5,128.0,131.59,2887
114/07/08,3686002,470260492,129.0,125.0,127.58,2676
114/07/07,4642599,587192060,128.0,125.5,126.48,2835
114/07/04,3918583,502438507,132.0,127.0,128.22,2785
114/07/03,7265159,950120417,133.5,129.5,130.78,4503
114/07/02,6372887,836105127,133.0,129.0,131.2,4625
114/07/01,8708891,1148272188,134.0,128.5,131.85,5733
114/06/30,16291554,2094618965,131.5,126.5,128.57,14980
114/06/27,60556757,8704415022,154.0,132.0,143.74,35348
114/06/26,39768044,5460307036,140.0,126.0,137.3,17958
114/06/25,6889751,879519062,130.0,125.0,127.66,4179
114/06/24,6789545,872193903,132.0,126.5,128.46,5024
114/06/23,5009019,644857896,130.5,127.5,128.74,4084
114/06/20,6143311,797792492,130.5,128.5,129.86,2810
114/06/19,4602024,600244314,131.5,129.0,130.43,3973
114/06/18,7511524,985213128,135.5,128.5,131.16,10842
114/06/17,10243369,1342224909,133.0,127.0,131.03,7902
114/06/16,2810282,355189194,127.5,124.5,126.39,2128
114/06/13,3256839,409166995,126.5,124.5,125.63,2264
114/06/12,2679618,339158714,127.5,126.0,126.57,1888
114/06/11,6964786,885123990,128.5,125.0,127.09,4504
114/06/10,9052597,1103690867,124.5,118.0,121.92,8174
114/06/09,2540149,323033810,128.0,126.0,127.17,2074
114/06/06,2557960,322401107,127.0,124.5,126.04,1922
114/06/05,2519187,314752585,126.0,123.5,124.94,2245
114/06/04,6043269,757153990,127.0,122.5,125.29,5061
114/06/03,5656165,697704599,124.0,121.5,123.35,4246
114/06/02,3950741,484955865,124.0,121.0,122.75,2736
114/05/29,2557219,316058754,124.0,123.0,123.59,2088
114/05/28,2194844,269086706,124.0,121.0,122.6,1470
114/05/27,3015984,370980981,124.5,122.0,123.0,2714
114/05/26,2041615,248395137,122.5,119.5,121.67,1674
114/05/23,2515901,305724383,123.0,120.5,121.52,2015
114/05/22,4880174,597697511,123.5,121.5,122.47,3468
114/05/21,2986130,365233865,123.0,121.0,122.31,2881
114/05/20,3518104,432238814,125.0,122.0,122.86,2933
114/05/19,5298691,648696629,123.5,120.0,122.43,5060
114/05/16,4275255,516763764,122.0,119.5,120.87,4716
114/05/15,5318500,639276956,121.0,119.0,120.2,3278
114/05/14,4259080,508406794,120.0,117.5,119.37,3199
