日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/15,649916,130953031,205.5,195.5,201.49,835
114/08/14,215129,41893047,197.0,193.0,194.73,415
114/08/13,628361,123154558,202.0,191.0,195.99,1452
114/08/12,1907799,379176981,206.0,194.0,198.75,3346
114/08/11,223658,48086470,215.0,215.0,215.0,636
114/08/08,1823289,452677151,261.0,238.5,248.28,3850
114/08/07,712187,174947502,246.0,237.5,245.65,602
114/08/06,1323424,282016687,225.0,200.5,213.1,4347
114/08/05,204393,45286311,225.0,218.5,221.56,265
114/08/04,150742,33176442,228.0,217.0,220.09,205
114/08/01,138253,30180162,222.0,210.5,218.3,199
114/07/31,99980,21756193,220.0,215.5,217.61,149
114/07/30,133692,29247383,221.0,218.0,218.77,176
114/07/29,178215,38768558,220.0,212.0,217.54,267
114/07/28,147073,31208230,216.0,207.0,212.2,232
114/07/25,92089,19948548,221.0,214.5,216.62,167
114/07/24,207701,45774919,225.0,215.5,220.39,302
114/07/23,156071,33058227,215.5,210.0,211.82,253
114/07/22,811404,173298905,217.0,206.0,213.58,1143
114/07/21,954974,205542927,215.5,212.0,215.23,1018
114/07/18,146608,28735168,196.0,196.0,196.0,246
114/07/17,243209,43412792,178.5,178.5,178.5,286
114/07/16,786483,133180807,177.0,162.5,169.34,971
114/07/15,1826214,314685661,177.5,166.5,172.32,1981
114/07/14,359474,58055038,161.5,161.5,161.5,334
114/07/11,89918,13217946,147.0,147.0,147.0,123
114/07/10,70018,9382412,134.0,134.0,134.0,76
114/07/09,18364,2239792,122.5,121.0,121.97,49
114/07/08,70579,8551922,124.0,119.5,121.17,150
114/07/07,33142,4107332,126.0,122.5,123.93,76
114/07/04,71061,9035074,132.5,125.5,127.15,151
114/07/03,66267,8665863,132.5,129.0,130.77,115
114/07/02,28964,3693083,129.5,127.0,127.51,68
114/07/01,22973,2938374,129.0,127.0,127.91,166
114/06/30,30731,3891883,128.0,125.5,126.64,78
114/06/27,114873,14812996,133.0,124.5,128.95,366
114/06/26,81633,10771897,133.0,129.0,131.96,130
114/06/25,46709,6036245,132.0,128.0,129.23,74
114/06/24,113101,14500519,132.0,125.5,128.21,141
114/06/23,96973,12000162,126.0,122.5,123.75,162
114/06/20,161220,20428212,130.0,124.5,126.71,222
114/06/19,85463,11150629,132.5,129.5,130.47,180
114/06/18,34443,4652975,136.5,134.0,135.09,57
114/06/17,72040,9847023,139.0,133.5,136.69,119
114/06/16,53255,7087273,134.0,130.0,133.08,96
114/06/13,72837,9914624,139.5,134.0,136.12,143
114/06/12,87907,12282933,142.0,137.0,139.73,150
114/06/11,190797,26148483,140.0,132.5,137.05,340
114/06/10,159098,22687677,145.0,136.5,142.6,217
114/06/09,82165,11221756,139.0,135.5,136.58,107
114/06/06,143911,20236675,146.0,136.5,140.62,182
114/06/05,62433,8697008,141.0,137.5,139.3,98
114/06/04,63241,8661008,138.0,134.0,136.95,96
114/06/03,62880,8463734,137.5,132.5,134.6,143
114/06/02,80718,10889319,140.5,132.5,134.91,151
114/05/29,81471,11304337,140.5,137.5,138.75,137
114/05/28,55426,7751743,144.5,137.5,139.86,105
114/05/27,77192,10950929,144.5,140.0,141.87,120
114/05/26,80097,11433116,144.0,141.0,142.74,124
114/05/23,82411,11924672,149.0,143.0,144.7,161
114/05/22,100839,14847322,149.5,146.0,147.24,230
114/05/21,58545,8899234,154.0,150.5,152.01,105
114/05/20,110744,16726386,153.0,149.0,151.04,154
114/05/19,143194,22081292,161.5,150.5,154.21,271
114/05/16,129375,20385540,160.0,155.0,157.57,218
114/05/15,160106,25630834,165.0,158.0,160.09,580
114/05/14,232417,38563838,169.0,163.0,165.93,1242
114/05/13,466950,79092014,173.0,166.0,169.38,1246
114/05/12,272434,46000916,173.0,158.0,168.85,347
114/05/09,61586,9654116,160.0,153.0,156.76,374
114/05/08,74225,11554316,157.0,154.5,155.67,98
114/05/07,57208,8740829,154.5,151.0,152.79,92
114/05/06,73270,11179170,154.5,150.5,152.57,124
114/05/05,186920,28931226,167.5,150.0,154.78,506
114/05/02,185286,30485493,169.5,162.0,164.53,689
114/04/30,129181,20721497,163.0,158.0,160.41,167
114/04/29,182801,29197729,163.0,155.0,159.72,280
114/04/28,339756,54582908,166.5,156.0,160.65,537
114/04/25,131671,20516054,158.0,154.5,155.81,272
