日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/22,"2,204","31,793",14.42,14.43,14.42,14.43,+0.01,8
114/08/21,"56,279","811,521",14.40,14.42,14.40,14.42,+0.02,20
114/08/20,"195,020","2,805,712",14.43,14.43,14.29,14.40,-0.10,17
114/08/19,"39,011","564,790",14.49,14.50,14.46,14.50,+0.10,14
114/08/18,"24,550","354,099",14.38,14.45,14.38,14.40,-0.10,9
114/08/15,"135,000","1,940,960",14.34,14.51,14.34,14.50,+0.14,7
114/08/14,"229,060","3,285,979",14.33,14.36,14.33,14.36,+0.01,13
114/08/13,"87,502","1,256,119",14.35,14.36,14.35,14.35,+0.01,11
114/08/12,"21,502","308,810",14.33,14.40,14.33,14.34,-0.06,13
114/08/11,"14,601","210,823",14.41,14.42,14.40,14.40,-0.05,21
114/08/08,"84,300","1,218,626",14.45,14.46,14.45,14.45,-0.02,14
114/08/07,"108,462","1,571,785",14.50,14.50,14.46,14.47,-0.08,20
114/08/06,"221,600","3,215,442",14.55,14.55,14.50,14.55,-0.05,34
114/08/05,"98,722","1,442,775",14.60,14.60,14.53,14.60,-0.06,21
114/08/04,"4,453","65,912",14.67,14.67,14.66,14.66,-0.03,8
114/08/01,"80,442","1,182,602",14.73,14.73,14.65,14.69,-0.06,23
114/07/31,"184,571","2,726,326",14.84,14.84,14.75,14.75,-0.10,35
114/07/30,"82,200","1,218,300",14.88,14.88,14.76,14.85,-0.01,19
114/07/29,"100,120","1,487,920",14.86,14.86,14.86,14.86,-0.09,17
114/07/28,"205,060","3,056,706",14.86,14.95,14.86,14.95, 0.00,52
114/07/25,"106,000","1,584,690",14.95,14.95,14.94,14.95,-0.03,6
114/07/24,"2,000","29,980",15.00,15.00,14.98,14.98,+0.03,2
114/07/23,"100,031","1,495,453",14.95,14.95,14.95,14.95, 0.00,7
114/07/22,"165,103","2,474,348",15.00,15.01,14.95,14.95,-0.05,13
114/07/21,"69,132","1,037,094",15.03,15.03,14.96,15.00,-0.01,15
114/07/18,"51,015","765,568",14.95,15.01,14.95,15.01, 0.00,19
114/07/17,"1,120,000","16,817,200",15.01,15.02,15.01,15.01, 0.00,27
114/07/16,"184,000","2,761,940",15.00,15.02,15.00,15.01,-0.01,12
114/07/15,"227,041","3,409,573",15.01,15.02,15.01,15.02,+0.01,11
114/07/14,"138,000","2,070,620",15.01,15.01,15.00,15.01, 0.00,8
114/07/11,"144,000","2,162,490",15.02,15.02,15.01,15.01,-0.01,3
114/07/10,"129,000","1,936,320",15.03,15.03,15.00,15.02,-0.01,6
114/07/09,"121,001","1,817,626",15.02,15.03,15.01,15.03,+0.01,5
114/07/08,"333,005","5,001,745",15.03,15.03,15.02,15.02, 0.00,11
114/07/07,"381,140","5,724,702",15.02,15.02,15.01,15.02, 0.00,23
114/07/04,"537,000","8,060,840",14.95,15.02,14.95,15.02, 0.00,11
114/07/03,"371,030","5,572,250",15.02,15.02,15.00,15.02, 0.00,38
114/07/02,"182,012","2,733,820",15.02,15.02,15.02,15.02, 0.00,15
114/07/01,"202,003","3,033,585",15.01,15.02,15.01,15.02,+0.01,7
114/06/30,"287,005","4,308,815",15.02,15.02,15.01,15.01, 0.00,16
114/06/27,"367,099","5,516,595",15.05,15.08,15.00,15.01,-0.08,52
114/06/26,"84,000","1,267,560",15.09,15.09,15.09,15.09,-0.01,42
114/06/25,"126,000","1,891,850",15.01,15.10,15.01,15.10,+0.09,7
114/06/24,"130,007","1,952,645",15.02,15.02,15.01,15.01,-0.01,10
114/06/23,"96,000","1,441,120",15.01,15.02,15.01,15.02,+0.01,5
114/06/20,"242,031","3,633,635",15.00,15.02,15.00,15.01,-0.01,21
114/06/19,"351,000","5,271,020",15.01,15.02,15.01,15.02,+0.01,6
114/06/18,"112,000","1,681,210",15.00,15.02,15.00,15.01, 0.00,5
114/06/17,"140,000","2,101,400",15.01,15.01,15.01,15.01, 0.00,3
114/06/16,"16,000","240,010",15.00,15.01,15.00,15.01,-0.01,2
114/06/13,"362,000","5,435,220",15.04,15.04,15.00,15.02,-0.01,13
114/06/12,"82,000","1,231,810",14.97,15.03,14.97,15.03,+0.01,10
114/06/11,"78,255","1,175,228",15.02,15.02,15.00,15.02, 0.00,11
114/06/10,"258,002","3,872,690",15.00,15.02,15.00,15.02,+0.02,9
