日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/15,1572835,105747568,69.9,65.5,67.23,1598
114/08/14,747017,52716883,72.0,70.0,70.57,1595
114/08/13,977900,69081773,71.8,69.4,70.64,1154
114/08/12,393182,26999199,69.2,67.8,68.67,350
114/08/11,313519,21259726,68.7,67.5,67.81,303
114/08/08,343547,23277974,68.4,67.3,67.76,315
114/08/07,1008565,68747872,70.9,67.1,68.16,1193
114/08/06,570398,40415702,71.5,70.5,70.86,1491
114/08/05,1083803,76000558,71.4,68.0,70.12,967
114/08/04,291425,19419201,67.6,65.0,66.64,248
114/08/01,283783,18615417,66.1,64.4,65.6,319
114/07/31,253973,16941698,67.6,66.4,66.71,317
114/07/30,138000,9281093,67.8,66.8,67.25,151
114/07/29,247752,16771826,69.0,67.1,67.7,298
114/07/28,229138,15665016,69.0,67.6,68.36,203
114/07/25,165541,11308271,68.6,67.8,68.31,263
114/07/24,196214,13346367,68.9,67.6,68.02,224
114/07/23,389395,26544854,68.6,66.8,68.17,330
114/07/22,519145,35114154,68.9,66.6,67.64,472
114/07/21,283014,19499387,69.6,68.2,68.9,276
114/07/18,317147,21979516,70.0,68.9,69.3,572
114/07/17,408692,28338739,69.8,68.8,69.34,401
114/07/16,439056,29898001,68.8,66.7,68.1,407
114/07/15,187255,12477603,67.2,66.3,66.63,222
114/07/14,185304,12423667,67.5,66.7,67.04,209
114/07/11,602777,41173253,69.4,66.6,68.31,744
114/07/10,617200,41026952,67.4,64.1,66.47,523
114/07/09,415495,26808392,65.1,63.9,64.52,392
114/07/08,384943,25274687,67.1,64.8,65.66,383
114/07/07,182151,12219792,67.9,66.6,67.09,199
114/07/04,248102,16830029,68.8,67.4,67.84,228
114/07/03,329144,22812208,70.1,68.5,69.31,300
114/07/02,187868,12888821,69.4,67.3,68.61,200
114/07/01,285546,19573488,69.2,68.1,68.55,331
114/06/30,152565,10563780,69.6,68.8,69.24,177
114/06/27,129679,8989284,69.9,68.8,69.32,145
114/06/26,219826,15279210,69.9,68.7,69.51,295
114/06/25,384684,26724335,70.3,68.7,69.47,464
114/06/24,367996,25205946,68.9,68.0,68.5,355
114/06/23,887591,60361704,70.2,66.9,68.01,769
114/06/20,739787,50651157,69.9,66.1,68.47,672
114/06/19,292569,19522106,67.3,66.5,66.73,273
114/06/18,187420,12623947,67.7,67.1,67.36,201
114/06/17,267354,18268251,70.1,67.6,68.33,347
114/06/16,137387,9443613,69.4,67.8,68.74,141
114/06/13,267922,18345972,69.0,68.1,68.48,317
114/06/12,359109,25187780,71.7,69.5,70.14,361
114/06/11,531070,37993294,72.1,70.8,71.54,536
114/06/10,280448,19588068,70.3,68.7,69.85,254
114/06/09,426261,29176826,69.6,67.7,68.45,390
114/06/06,626324,43464213,71.2,68.7,69.4,757
114/06/05,329784,23756235,72.5,71.6,72.04,403
114/06/04,448262,32082681,71.9,71.0,71.57,443
114/06/03,268996,18862447,70.8,69.6,70.12,265
114/06/02,160624,11195384,70.5,69.2,69.7,194
114/05/29,375973,26633554,71.5,69.7,70.84,373
114/05/28,250162,17427548,70.6,69.0,69.67,252
114/05/27,260337,18309054,70.8,69.5,70.33,266
114/05/26,149979,10460278,70.4,69.4,69.74,202
114/05/23,249498,17427182,70.2,69.2,69.85,286
114/05/22,269851,18681660,70.0,68.0,69.23,269
114/05/21,232800,16075305,69.4,68.4,69.05,468
114/05/20,326966,22488958,69.2,68.1,68.78,364
114/05/19,602413,41085794,69.5,66.8,68.2,539
114/05/16,273854,18360135,67.8,66.5,67.04,307
114/05/15,316468,21257531,67.8,66.3,67.17,305
114/05/14,445684,29966663,67.8,66.6,67.24,583
114/05/13,637627,42164076,68.0,65.2,66.13,767
114/05/12,331223,21254014,64.9,63.6,64.17,401
114/05/09,457744,28932393,64.0,62.7,63.21,385
114/05/08,478788,30016461,63.4,61.0,62.69,469
114/05/07,435809,26576551,61.9,59.6,60.98,392
114/05/06,157295,9412446,60.2,59.4,59.84,188
114/05/05,340408,20341224,61.6,58.5,59.76,403
114/05/02,182050,11109871,61.3,60.7,61.03,217
114/04/30,173043,10521095,61.5,60.3,60.8,251
114/04/29,150795,9243101,61.7,60.6,61.3,208
114/04/28,328453,19841862,60.9,59.5,60.41,321
114/04/25,346282,20459945,59.5,58.7,59.08,303
114/04/24,308627,17982637,59.0,57.6,58.27,280
114/04/23,241917,13972885,58.3,57.4,57.76,261
114/04/22,246720,13993140,57.3,56.0,56.72,445
114/04/21,336544,19292798,59.7,56.4,57.33,504
