日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/22,"4,882,538","49,759,461",10.20,10.23,10.16,10.18,-0.02,"1,121"
114/08/21,"4,703,922","47,928,898",10.13,10.23,10.13,10.20,+0.12,999
114/08/20,"9,149,795","92,553,189",10.19,10.20,10.06,10.08,-0.16,"3,402"
114/08/19,"6,806,927","69,843,756",10.32,10.32,10.23,10.24,-0.07,"2,083"
114/08/18,"7,096,816","73,086,619",10.30,10.32,10.28,10.31, 0.00,"1,880"
114/08/15,"8,706,797","89,768,710",10.36,10.36,10.29,10.31,-0.01,"1,881"
114/08/14,"9,972,402","102,813,964",10.26,10.33,10.26,10.32,+0.08,"1,471"
114/08/13,"13,418,900","137,408,696",10.22,10.27,10.19,10.24,+0.07,"2,697"
114/08/12,"4,120,460","41,898,476",10.18,10.18,10.15,10.17, 0.00,938
114/08/11,"7,614,091","77,358,180",10.17,10.19,10.12,10.17,-0.02,"1,330"
114/08/08,"6,274,020","63,988,187",10.20,10.24,10.18,10.19, 0.00,"2,468"
114/08/07,"5,567,322","56,784,651",10.22,10.25,10.18,10.19,+0.01,"1,263"
114/08/06,"3,608,831","36,704,058",10.18,10.18,10.15,10.18, 0.00,628
114/08/05,"4,392,330","44,712,445",10.15,10.19,10.15,10.18,+0.07,956
114/08/04,"6,866,908","69,037,885",10.07,10.11,9.98,10.11,+0.02,"1,073"
114/08/01,"7,680,715","77,354,229",9.99,10.12,9.93,10.09,+0.03,"1,293"
114/07/31,"8,254,502","83,070,563",10.11,10.11,10.05,10.06,-0.02,"1,507"
114/07/30,"3,964,915","39,898,207",10.06,10.09,10.02,10.08,+0.02,807
114/07/29,"11,799,496","118,969,302",10.15,10.15,10.02,10.06,-0.06,"2,766"
114/07/28,"6,846,888","69,268,847",10.11,10.15,10.08,10.12,+0.01,784
114/07/25,"3,997,831","40,385,331",10.10,10.12,10.08,10.11,+0.01,636
114/07/24,"4,505,638","45,471,178",10.09,10.11,10.07,10.10,+0.04,713
114/07/23,"3,686,183","37,013,772",9.97,10.06,9.97,10.06,+0.09,678
114/07/22,"10,028,138","100,514,957",10.10,10.12,9.95,9.97,-0.13,"2,383"
114/07/21,"8,981,529","90,704,941",10.07,10.12,10.06,10.10,+0.03,"1,129"
114/07/18,"10,075,407","101,542,351",10.14,10.14,10.05,10.07, 0.00,"4,126"
114/07/17,"9,214,434","92,408,451",9.99,10.07,9.99,10.07,+0.08,"1,153"
114/07/16,"8,014,442","80,095,836",9.99,10.00,9.98,9.99,+0.01,"1,254"
114/07/15,"14,542,363","145,143,722",9.99,10.00,9.96,9.98,+0.02,"2,114"
114/07/14,"26,283,333","262,347,023",9.99,10.00,9.96,9.96, 0.00,"4,412"
