日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/07/31,"6,997","51,742",7.12,7.13,7.12,7.13, 0.00,10
114/07/30,"56,013","397,948",7.10,7.14,7.04,7.13,-0.02,29
114/07/29,"43,011","306,003",7.09,7.15,7.07,7.15,-0.02,23
114/07/28,"10,409","73,834",7.09,7.17,7.07,7.17,+0.02,7
114/07/25,"20,409","145,827",7.15,7.15,7.09,7.15, 0.00,6
114/07/24,"3,547","25,315",7.10,7.15,7.10,7.15,-0.04,5
114/07/23,"2,541","18,357",7.20,7.20,7.19,7.19,+0.07,10
114/07/22,"32,400","230,751",7.12,7.12,7.08,7.12,+0.04,6
114/07/21,"7,410","52,667",6.99,7.14,6.99,7.08,-0.06,28
114/07/18,"3,206","22,738",7.01,7.14,7.01,7.14,-0.01,16
114/07/17,"36,101","257,113",6.97,7.15,6.97,7.15, 0.00,19
114/07/16,"25,091","180,222",7.10,7.15,7.07,7.15,-0.05,57
114/07/15,"10,041","71,753",7.33,7.33,7.10,7.20,+0.01,29
114/07/14,"5,025","36,071",7.15,7.19,7.15,7.19,+0.01,18
114/07/11,"15,004","105,347",7.10,7.18,7.07,7.18,-0.14,13
114/07/10,"1,721","12,494",7.32,7.32,7.32,7.32,X0.00,13
114/07/08,"4,720","33,998",7.05,7.20,7.05,7.20,X0.00,24
114/07/04,"4,718","33,344",7.05,7.18,7.05,7.18,-0.02,26
114/07/03,"26,712","189,853",7.20,7.20,7.08,7.20,-0.05,717
114/07/02,"1,070","7,749",7.25,7.25,7.25,7.25,+0.05,62
114/07/01,"36,206","265,745",7.35,7.35,7.20,7.20, 0.00,207
114/06/30,"2,100","15,100",7.20,7.20,7.20,7.20, 0.00,102
114/06/27,"26,301","186,875",7.39,7.39,7.09,7.20,+0.03,111
114/06/26,"4,202","30,303",7.39,7.39,7.17,7.17,+0.02,21
114/06/25,"2,601","19,698",7.15,7.15,7.15,7.15,-0.05,96
114/06/24,"32,510","231,098",7.03,7.20,7.03,7.20,+0.08,7
114/06/23,"19,514","139,444",7.12,7.12,7.07,7.12, 0.00,22
114/06/20,"58,401","415,799",7.13,7.16,7.09,7.12, 0.00,17
114/06/19,"3,402","23,276",7.10,7.12,7.10,7.12,-0.05,5
114/06/18,"3,402","24,689",7.09,7.17,7.09,7.17,+0.08,8
114/06/17,"5,400","37,735",7.01,7.09,7.01,7.09,+0.08,9
114/06/16,"15,301","107,116",6.98,7.01,6.98,7.01,-0.05,8
114/06/13,"9,300","67,524",7.15,7.15,7.05,7.06,-0.13,10
114/06/12,"2,200","16,153",7.19,7.19,7.19,7.19, 0.00,6
114/06/11,"19,001","133,275",7.01,7.19,7.01,7.19,+0.19,9
114/06/10,"20,000","141,009",6.94,7.02,6.94,7.00,-0.16,22
114/06/09,"31,998","243,377",7.39,7.39,7.16,7.16,-0.03,41
114/06/06,"27,999","202,715",7.29,7.29,7.16,7.19,+0.09,18
114/06/05,"1,000","7,100",7.10,7.10,7.10,7.10,+0.10,1
114/06/04,"11,000","75,700",6.87,7.00,6.87,7.00, 0.00,2
114/06/03,"102,000","698,910",6.83,7.00,6.80,7.00,+0.20,15
114/06/02,"72,000","502,387",7.01,7.01,6.80,6.80,-0.22,14
114/05/29,"18,350","132,909",7.05,7.08,7.02,7.02,-0.03,15
114/05/28,"22,500","163,630",7.62,7.62,7.05,7.05,-0.04,15
114/05/27,"6,298","45,605",7.10,7.10,7.09,7.09,-0.01,9
114/05/26,"17,101","119,988",7.02,7.10,7.01,7.10,X0.00,7
114/05/22,"6,000","42,040",6.99,7.01,6.99,7.01,+0.02,3
114/05/21,"94,000","657,420",7.01,7.01,6.96,6.99,-0.03,17
114/05/20,"23,000","161,430",7.01,7.02,7.01,7.02,+0.01,2
114/05/19,"15,000","105,050",7.00,7.01,7.00,7.01,X0.00,3
114/05/15,"15,000","105,000",7.00,7.00,7.00,7.00, 0.00,5
114/05/14,"104,400","730,800",7.00,7.00,7.00,7.00, 0.00,20
114/05/13,"53,000","370,480",6.99,7.00,6.99,7.00,+0.01,6
