日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/15,182190,5812208,32.05,31.85,31.9,131
114/08/14,254563,8156573,32.15,31.95,32.04,139
114/08/13,316758,10102250,32.25,31.8,31.89,231
114/08/12,219695,7029229,32.15,31.8,32.0,188
114/08/11,177434,5699586,32.25,32.05,32.12,155
114/08/08,84165,2731023,32.55,32.3,32.45,100
114/08/07,117913,3822088,32.75,32.3,32.41,93
114/08/06,69416,2246495,32.45,32.25,32.36,105
114/08/05,148060,4792745,32.45,32.25,32.37,289
114/08/04,164162,5261812,32.2,31.75,32.05,137
114/08/01,95013,3020151,31.95,31.1,31.79,164
114/07/31,79943,2556896,32.25,31.9,31.98,141
114/07/30,51317,1645780,32.5,31.95,32.07,68
114/07/29,80478,2565127,32.0,31.75,31.87,90
114/07/28,79699,2545418,32.0,31.85,31.94,145
114/07/25,81361,2602699,32.15,31.85,31.99,87
114/07/24,59273,1892044,32.0,31.85,31.92,75
114/07/23,92899,2964350,32.0,31.8,31.91,133
114/07/22,98365,3134343,32.05,31.75,31.86,140
114/07/21,58674,1877762,32.1,31.9,32.0,80
114/07/18,64991,2080890,32.35,31.95,32.02,81
114/07/17,67735,2173264,32.5,31.95,32.08,67
114/07/16,48746,1557375,32.0,31.65,31.95,57
114/07/15,135617,4242381,31.75,31.0,31.28,118
114/07/14,79974,2541065,32.35,31.55,31.77,121
114/07/11,127231,4070384,32.15,31.9,31.99,156
114/07/10,152163,4854911,32.2,31.6,31.91,122
114/07/09,52433,1658403,31.7,31.55,31.63,61
114/07/08,92223,2911650,31.85,31.4,31.57,82
114/07/07,88192,2794520,32.0,31.55,31.69,123
114/07/04,74664,2389979,32.15,31.9,32.01,180
114/07/03,148348,4783649,32.4,32.0,32.25,123
114/07/02,45566,1453442,32.0,31.75,31.9,58
114/07/01,110894,3527146,32.0,31.5,31.81,137
114/06/30,54359,1732366,32.0,31.75,31.87,64
114/06/27,110325,3514585,32.0,31.5,31.86,85
114/06/26,116425,3722749,32.2,31.5,31.98,125
114/06/25,78357,2496248,32.0,31.7,31.86,94
114/06/24,100815,3182582,31.75,31.15,31.57,94
114/06/23,132552,4063116,31.2,30.35,30.65,150
114/06/20,147300,4594472,31.5,31.0,31.19,189
114/06/19,155582,4936502,32.0,31.5,31.73,198
114/06/18,100814,3219701,32.05,31.8,31.94,81
114/06/17,45915,1463861,32.0,31.75,31.88,61
114/06/16,76578,2421583,31.85,31.2,31.62,84
114/06/13,268797,8503449,32.1,31.4,31.64,307
114/06/12,158280,5086883,32.35,32.0,32.14,132
114/06/11,286029,9135327,32.15,31.65,31.94,232
114/06/10,154891,5010424,32.6,32.25,32.35,131
114/06/09,180337,5845000,32.8,32.2,32.41,194
114/06/06,77524,2539053,32.9,32.6,32.75,70
114/06/05,110358,3636237,33.2,32.8,32.95,113
114/06/04,110027,3611051,32.95,32.7,32.82,93
114/06/03,73456,2392315,32.9,32.45,32.57,76
114/06/02,117448,3821576,32.65,32.45,32.54,117
114/05/29,44935,1479037,33.05,32.75,32.92,56
114/05/28,140460,4623854,33.3,32.65,32.92,183
114/05/27,157631,5231663,33.6,32.95,33.19,159
114/05/26,135516,4537080,33.6,33.3,33.48,126
114/05/23,60922,2021475,33.35,33.0,33.18,71
114/05/22,83209,2747794,33.25,32.9,33.02,70
114/05/21,162078,5353535,33.2,32.95,33.03,105
114/05/20,169645,5622175,33.4,32.95,33.14,146
114/05/19,160790,5339987,33.5,33.05,33.21,160
114/05/16,158745,5331651,33.85,33.45,33.59,342
114/05/15,224082,7598521,34.2,33.7,33.91,199
114/05/14,274571,9309840,34.05,33.65,33.91,277
114/05/13,295342,9941231,34.2,33.35,33.66,267
114/05/12,149644,5042521,33.9,33.5,33.7,145
114/05/09,187148,6240230,33.6,33.15,33.34,128
114/05/08,175967,5869602,34.4,32.85,33.36,166
114/05/07,142333,4721831,33.45,32.95,33.17,134
114/05/06,113524,3745361,33.2,32.6,32.99,110
114/05/05,260791,8592985,34.0,32.25,32.95,281
114/05/02,231433,7838502,34.1,33.65,33.87,218
114/04/30,229917,7823722,34.35,33.8,34.03,280
114/04/29,210617,7055415,33.8,32.9,33.5,287
114/04/28,166294,5486222,33.2,32.7,32.99,463
114/04/25,292948,9577055,33.0,32.3,32.69,392
114/04/24,218899,7094328,33.2,32.15,32.41,274
