日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/22,200,"3,266",16.33,16.33,16.33,16.33,-0.06,2
114/08/21,200,"3,278",16.39,16.39,16.39,16.39,+0.01,2
114/08/20,200,"3,276",16.38,16.38,16.38,16.38, 0.00,2
114/08/19,200,"3,276",16.38,16.38,16.38,16.38,-0.02,2
114/08/18,200,"3,280",16.40,16.40,16.40,16.40,+0.02,2
114/08/15,200,"3,276",16.38,16.38,16.38,16.38, 0.00,2
114/08/14,200,"3,276",16.38,16.38,16.38,16.38,+0.16,2
114/08/13,200,"3,244",16.22,16.22,16.22,16.22,+0.18,2
114/08/12,200,"3,208",16.04,16.04,16.04,16.04,-0.07,2
114/08/11,200,"3,222",16.11,16.11,16.11,16.11,+0.07,2
114/08/08,200,"3,208",16.04,16.04,16.04,16.04,-0.09,2
114/08/07,200,"3,226",16.13,16.13,16.13,16.13,+0.04,2
114/08/06,200,"3,218",16.09,16.09,16.09,16.09,-0.03,2
114/08/05,200,"3,224",16.12,16.12,16.12,16.12,+0.22,2
114/08/04,200,"3,180",15.90,15.90,15.90,15.90,-0.20,2
114/08/01,200,"3,220",16.10,16.10,16.10,16.10,-0.12,2
114/07/31,200,"3,244",16.22,16.22,16.22,16.22,-0.07,2
114/07/30,200,"3,258",16.29,16.29,16.29,16.29,-0.07,2
114/07/29,200,"3,272",16.36,16.36,16.36,16.36,-0.03,2
114/07/28,200,"3,278",16.39,16.39,16.39,16.39,+0.08,2
114/07/25,200,"3,262",16.31,16.31,16.31,16.31,-0.12,2
114/07/24,200,"3,286",16.43,16.43,16.43,16.43,+0.18,2
114/07/23,200,"3,250",16.25,16.25,16.25,16.25,+0.07,2
114/07/22,200,"3,236",16.18,16.18,16.18,16.18, 0.00,2
114/07/21,200,"3,236",16.18,16.18,16.18,16.18,-0.06,2
114/07/18,200,"3,248",16.24,16.24,16.24,16.24,+0.12,2
114/07/17,200,"3,224",16.12,16.12,16.12,16.12,+0.05,2
114/07/16,200,"3,214",16.07,16.07,16.07,16.07,-0.16,2
114/07/15,200,"3,246",16.23,16.23,16.23,16.23,+0.03,2
114/07/14,200,"3,240",16.20,16.20,16.20,16.20,-0.11,2
114/07/11,200,"3,262",16.31,16.31,16.31,16.31,+0.08,2
114/07/10,200,"3,246",16.23,16.23,16.23,16.23,+0.07,2
114/07/09,200,"3,232",16.16,16.16,16.16,16.16,-0.06,2
114/07/08,200,"3,244",16.22,16.22,16.22,16.22,-0.15,2
114/07/07,200,"3,274",16.37,16.37,16.37,16.37,-0.01,2
114/07/04,200,"3,276",16.38,16.38,16.38,16.38,+0.13,2
114/07/03,200,"3,250",16.25,16.25,16.25,16.25, 0.00,2
114/07/02,200,"3,250",16.25,16.25,16.25,16.25,+0.15,2
114/07/01,200,"3,220",16.10,16.10,16.10,16.10,+0.10,2
114/06/30,200,"3,200",16.00,16.00,16.00,16.00,+0.16,2
114/06/27,200,"3,168",15.84,15.84,15.84,15.84,+0.13,2
114/06/26,200,"3,142",15.71,15.71,15.71,15.71,-0.03,2
114/06/25,200,"3,148",15.74,15.74,15.74,15.74,+0.19,2
114/06/24,200,"3,110",15.55,15.55,15.55,15.55,+0.15,2
114/06/23,200,"3,080",15.40,15.40,15.40,15.40,+0.01,2
114/06/20,200,"3,078",15.39,15.39,15.39,15.39, 0.00,2
114/06/19,200,"3,078",15.39,15.39,15.39,15.39,-0.02,2
114/06/18,200,"3,082",15.41,15.41,15.41,15.41,-0.11,2
114/06/17,200,"3,104",15.52,15.52,15.52,15.52,+0.12,2
114/06/16,200,"3,080",15.40,15.40,15.40,15.40,-0.28,2
114/06/13,200,"3,136",15.68,15.68,15.68,15.68,+0.04,2
114/06/12,200,"3,128",15.64,15.64,15.64,15.64, 0.00,2
114/06/11,200,"3,128",15.64,15.64,15.64,15.64,+0.04,2
114/06/10,200,"3,120",15.60,15.60,15.60,15.60, 0.00,2
114/06/09,200,"3,120",15.60,15.60,15.60,15.60,+0.16,2
114/06/06,200,"3,088",15.44,15.44,15.44,15.44,-0.04,2
114/06/05,200,"3,096",15.48,15.48,15.48,15.48,-0.02,2
114/06/04,200,"3,100",15.50,15.50,15.50,15.50,+0.07,2
114/06/03,200,"3,086",15.43,15.43,15.43,15.43,+0.02,2
114/06/02,200,"3,082",15.41,15.41,15.41,15.41,+0.07,2
114/05/29,200,"3,068",15.34,15.34,15.34,15.34,+0.09,2
114/05/28,200,"3,050",15.25,15.25,15.25,15.25,+0.08,2
114/05/27,200,"3,034",15.17,15.17,15.17,15.17,-0.08,2
114/05/26,200,"3,050",15.25,15.25,15.25,15.25,-0.05,2
114/05/23,200,"3,060",15.30,15.30,15.30,15.30,+0.03,2
114/05/22,200,"3,054",15.27,15.27,15.27,15.27,-0.29,2
114/05/21,200,"3,112",15.56,15.56,15.56,15.56,-0.04,2
114/05/20,200,"3,120",15.60,15.60,15.60,15.60,+0.05,2
114/05/19,200,"3,110",15.55,15.55,15.55,15.55,+0.12,2
114/05/16,200,"3,086",15.43,15.43,15.43,15.43,+0.10,2
114/05/15,200,"3,066",15.33,15.33,15.33,15.33,-0.03,2
114/05/14,200,"3,072",15.36,15.36,15.36,15.36,-0.09,2
114/05/13,200,"3,090",15.45,15.45,15.45,15.45,+0.42,2
114/05/12,200,"3,006",15.03,15.03,15.03,15.03,-0.04,2
114/05/09,200,"3,014",15.07,15.07,15.07,15.07,+0.09,2
114/05/08,200,"2,996",14.98,14.98,14.98,14.98,+0.10,2
114/05/07,200,"2,976",14.88,14.88,14.88,14.88,-0.13,2
114/05/06,200,"3,002",15.01,15.01,15.01,15.01,+0.01,2
114/05/05,200,"3,000",15.00,15.00,15.00,15.00,+0.17,2
114/05/02,300,"4,445",14.79,14.83,14.79,14.83,+0.13,3
114/04/30,300,"4,360",14.20,14.70,14.20,14.70,+0.07,3
114/04/29,200,"2,926",14.63,14.63,14.63,14.63,+0.04,2
114/04/28,200,"2,918",14.59,14.59,14.59,14.59,+0.01,2
114/04/25,200,"2,916",14.58,14.58,14.58,14.58,+0.17,2
114/04/24,200,"2,882",14.41,14.41,14.41,14.41,+0.16,2
114/04/23,200,"2,850",14.25,14.25,14.25,14.25,+0.35,2
114/04/22,200,"2,780",13.90,13.90,13.90,13.90,-0.34,2
114/04/21,200,"2,848",14.24,14.24,14.24,14.24,+0.01,2
114/04/18,200,"2,846",14.23,14.23,14.23,14.23,-0.20,2
114/04/17,200,"2,886",14.43,14.43,14.43,14.43,-0.25,2
114/04/16,200,"2,936",14.68,14.68,14.68,14.68,-0.10,2
114/04/15,200,"2,956",14.78,14.78,14.78,14.78,+0.04,2
114/04/14,200,"2,948",14.74,14.74,14.74,14.74,+0.04,2
114/04/11,200,"2,940",14.70,14.70,14.70,14.70,-0.06,2
114/04/10,200,"2,952",14.76,14.76,14.76,14.76,X0.00,2
114/04/08,200,"2,760",13.80,13.80,13.80,13.80,X0.00,2
114/04/02,200,"3,054",15.27,15.27,15.27,15.27,-0.01,2
114/04/01,200,"3,056",15.28,15.28,15.28,15.28,+0.15,2
114/03/31,200,"3,026",15.13,15.13,15.13,15.13,-0.26,2
114/03/28,200,"3,078",15.39,15.39,15.39,15.39,-0.06,2
114/03/27,200,"3,090",15.45,15.45,15.45,15.45,-0.04,2
114/03/26,200,"3,098",15.49,15.49,15.49,15.49, 0.00,2
114/03/25,200,"3,098",15.49,15.49,15.49,15.49,+0.21,2
114/03/24,200,"3,056",15.28,15.28,15.28,15.28,+0.03,2
114/03/21,200,"3,050",15.25,15.25,15.25,15.25,+0.08,2
114/03/20,200,"3,034",15.17,15.17,15.17,15.17,+0.04,2
114/03/19,200,"3,026",15.13,15.13,15.13,15.13,+0.04,2
114/03/18,200,"3,018",15.09,15.09,15.09,15.09,+0.01,2
114/03/17,200,"3,016",15.08,15.08,15.08,15.08,+0.25,2
114/03/14,200,"2,966",14.83,14.83,14.83,14.83,-0.20,2
114/03/13,200,"3,006",15.03,15.03,15.03,15.03,-0.03,2
114/03/12,200,"3,012",15.06,15.06,15.06,15.06,-0.18,2
114/03/11,200,"3,048",15.24,15.24,15.24,15.24,-0.31,2
114/03/10,200,"3,110",15.55,15.55,15.55,15.55,+0.08,2
114/03/07,200,"3,094",15.47,15.47,15.47,15.47,-0.15,2
114/03/06,200,"3,124",15.62,15.62,15.62,15.62,+0.17,2
114/03/05,200,"3,090",15.45,15.45,15.45,15.45,-0.24,2
114/03/04,200,"3,138",15.69,15.69,15.69,15.69,-0.22,2
114/03/03,200,"3,182",15.91,15.91,15.91,15.91,+0.14,2
