日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/15,178203,7018494,39.7,39.3,39.38,170
114/08/14,130599,5140376,39.5,39.25,39.36,132
114/08/13,331979,13012575,39.45,39.0,39.2,335
114/08/12,101465,4009861,39.55,39.45,39.52,109
114/08/11,125628,4948744,39.45,39.35,39.39,111
114/08/08,157846,6226033,39.6,39.4,39.44,139
114/08/07,150000,5934194,39.85,39.45,39.56,146
114/08/06,179889,7135743,39.8,39.65,39.67,196
114/08/05,59078,2345655,39.8,39.6,39.7,59
114/08/04,50329,1997990,39.85,39.6,39.7,69
114/08/01,50106,1992661,39.95,39.65,39.77,66
114/07/31,65916,2632795,40.0,39.85,39.94,63
114/07/30,67416,2697841,40.05,39.85,40.02,46
114/07/29,97715,3900659,40.05,39.85,39.92,159
114/07/28,44855,1793252,40.1,39.85,39.98,46
114/07/25,117785,4709779,40.05,39.85,39.99,94
114/07/24,57146,2274462,39.9,39.7,39.8,61
114/07/23,115543,4587275,40.45,39.6,39.7,90
114/07/22,233817,9263032,39.8,39.45,39.62,188
114/07/21,187297,7464202,40.05,39.75,39.85,219
114/07/18,281682,11282611,40.2,39.95,40.05,173
114/07/17,79546,3195442,40.35,40.1,40.17,100
114/07/16,143575,5768326,40.4,40.1,40.18,145
114/07/15,225284,9054781,40.5,40.1,40.19,236
114/07/14,480380,19490302,41.05,40.2,40.57,447
114/07/11,904359,39392592,43.65,43.35,43.56,292
114/07/10,131972,5706194,43.3,42.8,43.24,109
114/07/09,67631,2920987,43.25,42.85,43.19,59
114/07/08,35016,1509858,43.25,43.0,43.12,42
114/07/07,58962,2547764,43.35,43.0,43.21,62
114/07/04,77355,3336407,43.35,43.0,43.13,66
114/07/03,53963,2323575,43.35,42.7,43.06,65
114/07/02,40668,1755880,43.45,42.95,43.18,42
114/07/01,87427,3779525,43.4,42.8,43.23,102
114/06/30,76414,3254721,42.75,42.45,42.59,62
114/06/27,73539,3125991,42.65,42.0,42.51,70
114/06/26,88143,3739808,42.7,42.2,42.43,88
114/06/25,40030,1690311,42.35,41.9,42.23,45
114/06/24,44139,1852248,42.35,41.7,41.96,48
114/06/23,107087,4429655,42.35,41.1,41.37,106
114/06/20,68100,2862009,42.55,41.65,42.03,69
114/06/19,82019,3457294,42.25,42.1,42.15,87
114/06/18,39180,1661788,42.5,42.25,42.41,35
114/06/17,129154,5483467,42.6,42.25,42.46,57
114/06/16,22203,939776,42.55,42.2,42.33,24
114/06/13,67485,2854854,42.45,42.2,42.3,68
114/06/12,45350,1930450,42.7,42.4,42.57,39
114/06/11,28358,1204119,42.55,42.35,42.46,43
114/06/10,68304,2906018,42.65,42.2,42.55,67
114/06/09,40365,1709590,42.5,42.25,42.35,40
114/06/06,82001,3461692,42.5,42.05,42.22,48
114/06/05,52728,2230283,42.4,42.2,42.3,55
114/06/04,42555,1803084,42.6,42.2,42.37,44
114/06/03,103706,4376428,42.8,42.0,42.2,65
114/06/02,177583,7499568,42.8,42.0,42.23,154
114/05/29,97446,4181592,43.15,42.7,42.91,63
114/05/28,59943,2578343,43.4,42.8,43.01,109
114/05/27,97258,4217059,43.8,43.0,43.36,152
114/05/26,180497,7788077,43.4,42.45,43.15,164
114/05/23,86438,3675624,42.8,42.35,42.52,57
114/05/22,54624,2321826,42.65,42.4,42.51,68
114/05/21,108034,4615228,42.9,42.4,42.72,202
114/05/20,79840,3389593,42.85,42.3,42.45,74
114/05/19,241616,10262910,43.0,42.15,42.48,178
114/05/16,120956,5144392,42.7,42.35,42.53,112
114/05/15,90990,3843343,42.4,42.1,42.24,77
114/05/14,235869,9971017,42.55,42.1,42.27,303
114/05/13,190009,8020571,42.4,42.0,42.21,142
114/05/12,343393,14439843,42.3,41.8,42.05,239
114/05/09,888557,36729825,41.8,41.05,41.34,572
114/05/08,995515,41623275,42.65,41.4,41.81,741
114/05/07,809215,34238828,43.0,41.7,42.31,593
114/05/06,472709,19815592,42.75,41.4,41.92,625
114/05/05,275608,11621357,43.65,41.0,42.17,258
114/05/02,187228,7717279,41.7,41.0,41.22,232
114/04/30,143565,5940308,41.7,41.2,41.38,138
114/04/29,79502,3307596,41.9,41.4,41.6,104
114/04/28,110003,4544849,41.5,41.2,41.32,115
114/04/25,55966,2308842,41.35,41.05,41.25,122
114/04/24,41100,1687961,41.4,40.9,41.07,41
114/04/23,97775,4025689,41.6,41.0,41.17,115
114/04/22,102052,4193884,41.5,40.8,41.1,315
114/04/21,38068,1592286,42.25,41.55,41.83,126
114/04/18,36789,1552890,42.25,42.1,42.21,77
114/04/17,64385,2699971,42.3,41.6,41.93,55
114/04/16,70843,2989296,42.65,42.0,42.2,73
114/04/15,92393,3913623,42.7,42.05,42.36,121
114/04/14,198290,8337823,42.45,41.7,42.05,161
114/04/11,172794,7195539,42.4,40.8,41.64,192
114/04/10,243871,10287709,42.5,41.55,42.19,219
114/04/09,343145,13638561,40.45,39.05,39.75,460
114/04/08,486449,19525429,41.0,39.45,40.14,402
114/04/07,612052,24422505,40.7,39.85,39.9,528
114/04/02,164739,7270637,44.45,43.95,44.13,138
114/04/01,83056,3643060,44.15,43.3,43.86,99
114/03/31,139001,6006381,43.65,43.05,43.21,169
114/03/28,94761,4156706,44.25,43.7,43.87,144
114/03/27,93124,4130988,44.45,44.25,44.36,165
114/03/26,86678,3863545,44.7,44.3,44.57,88
114/03/25,109854,4861829,44.5,44.0,44.26,178
114/03/24,111049,4906055,44.55,44.0,44.18,191
114/03/21,202337,8974106,44.65,43.9,44.35,235
114/03/20,145691,6400753,44.3,43.75,43.93,130
