日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/22,"1,077,240","151,653,443",140.90,141.10,140.60,140.65,-1.65,"2,612"
114/08/21,"1,473,516","209,533,678",141.80,142.80,141.55,142.30, 0.00,"2,044"
114/08/20,"2,198,605","313,795,067",143.10,143.40,142.25,142.30,-5.05,"3,484"
114/08/19,"900,361","132,919,341",147.70,148.00,147.30,147.35,-1.35,"1,263"
114/08/18,"1,038,864","154,657,369",148.85,149.10,148.65,148.70,-0.95,"1,079"
114/08/15,"679,040","101,484,134",149.30,149.80,149.05,149.65,+0.05,771
114/08/14,"595,780","89,128,847",149.55,149.80,149.50,149.60,-0.30,726
114/08/13,"1,444,075","216,266,465",149.70,150.00,149.50,149.90,+3.95,"1,311"
114/08/12,"833,417","121,853,320",146.00,146.50,145.65,145.95,-1.35,"1,124"
114/08/11,"708,434","104,385,701",147.10,147.60,147.10,147.30,+2.65,"1,269"
114/08/08,"911,328","132,154,748",145.10,145.25,144.65,144.65,+0.65,"1,231"
114/08/07,"1,134,802","163,603,631",144.15,144.40,143.75,144.00,+3.50,"1,263"
114/08/06,"1,032,762","144,516,263",139.10,140.50,139.10,140.50,-2.30,"1,646"
114/08/05,"1,034,769","147,572,790",142.55,142.85,142.40,142.80,+4.65,"1,171"
114/08/04,"1,844,956","254,557,301",138.00,138.30,137.60,138.15,-4.20,"2,563"
114/08/01,"1,889,751","268,847,067",141.85,142.70,141.75,142.35,-5.75,"2,123"
114/07/31,"1,342,815","198,468,921",147.40,148.20,147.35,148.10,+3.60,"1,198"
114/07/30,"493,847","71,266,940",144.35,144.55,144.10,144.50,-0.40,602
114/07/29,"621,248","89,959,271",144.90,145.00,144.60,144.90,-0.30,690
114/07/28,"898,867","130,292,040",144.95,145.20,144.75,145.20,+1.95,990
114/07/25,"650,398","93,211,834",143.20,143.50,143.00,143.25,+0.35,562
114/07/24,"646,498","92,499,068",142.95,143.30,142.80,142.90,+1.55,891
114/07/23,"561,361","79,243,917",140.90,141.45,140.75,141.35,-0.55,994
114/07/22,"1,422,169","202,241,318",142.35,142.80,141.85,141.90,+0.20,"1,150"
114/07/21,"517,074","73,169,377",141.30,141.70,141.30,141.70,-0.20,862
114/07/18,"1,160,954","164,398,387",141.45,141.90,141.40,141.90,+2.90,"1,177"
114/07/17,"767,217","106,474,894",139.05,139.05,138.55,139.00,+0.45,852
114/07/16,"624,306","86,517,889",138.40,138.75,138.30,138.55,-1.65,871
114/07/15,"1,090,386","151,917,679",138.25,140.40,138.25,140.20,+3.55,941
114/07/14,"431,932","59,031,746",136.65,136.85,136.45,136.65,-1.35,497
114/07/11,"592,372","81,447,796",136.90,138.00,136.75,138.00,-0.30,521
114/07/10,"912,800","126,276,628",138.30,138.50,138.20,138.30,+1.45,587
114/07/09,"465,253","63,679,911",136.90,137.10,136.70,136.85,-0.40,489
114/07/08,"1,006,885","138,155,322",137.05,137.50,136.90,137.25,-0.20,656
114/07/07,"920,687","126,735,130",137.85,138.15,137.25,137.45,-0.75,625
114/07/04,"1,539,372","213,182,540",138.60,138.90,138.20,138.20,+1.45,989
114/07/03,"827,515","113,044,337",136.65,136.85,136.20,136.75,+1.25,626
114/07/02,"1,031,356","139,349,978",135.10,135.75,134.55,135.50,-1.05,889
114/07/01,"1,401,987","191,953,252",137.15,137.35,136.50,136.55,-0.20,"1,298"
114/06/30,"1,332,631","181,757,639",136.15,136.90,136.05,136.75,+2.15,"1,165"
114/06/27,"1,525,320","205,168,942",134.30,134.75,134.25,134.60,+2.30,"1,286"
114/06/26,"1,117,213","147,718,089",132.15,132.50,132.00,132.30,+0.50,831
114/06/25,"1,222,960","160,860,706",131.55,131.80,131.30,131.80,+2.00,"1,023"
114/06/24,"1,703,444","220,738,672",129.30,129.95,129.20,129.80,+5.25,"1,350"
114/06/23,"856,602","106,164,895",124.05,124.60,123.50,124.55,-1.05,750
114/06/20,"790,114","99,137,008",125.55,125.85,125.10,125.60,+0.05,453
114/06/19,"1,884,142","235,841,640",125.60,125.65,124.70,125.55,-1.30,612
114/06/18,"675,559","85,603,455",126.65,127.05,126.35,126.85,-0.90,705
114/06/17,"1,305,645","166,779,609",127.80,128.10,127.20,127.75,+1.50,696
114/06/16,"943,191","118,809,789",125.95,126.25,125.70,126.25,+2.00,686
114/06/13,"2,683,409","333,564,153",124.25,125.05,123.60,124.25,-3.40,"1,650"
114/06/12,"1,321,805","167,946,600",127.40,127.65,126.75,127.65,-0.60,"1,043"
114/06/11,"859,298","110,351,442",128.70,128.70,128.15,128.25,+1.30,"1,018"
114/06/10,"1,172,996","150,811,749",127.95,129.25,126.95,126.95,+0.35,"1,007"
114/06/09,"836,631","105,945,750",126.75,126.75,126.40,126.60,+0.90,603
114/06/06,"849,584","106,174,836",124.70,125.80,124.60,125.70,-0.70,630
114/06/05,"1,092,135","138,251,575",126.60,126.75,126.40,126.40,+0.40,703
114/06/04,"1,211,382","152,651,426",126.25,126.25,125.70,126.00,+2.60,768
114/06/03,"804,568","99,357,630",123.55,123.80,123.10,123.40,+2.75,652
114/06/02,"1,916,402","232,174,046",121.60,121.75,120.65,120.65,-6.85,"1,749"
114/05/29,"2,605,671","331,583,016",127.30,127.50,126.90,127.50,+4.20,"1,618"
114/05/28,"1,724,866","213,021,099",123.55,123.70,123.15,123.30,+2.95,966
114/05/27,"772,049","92,865,903",120.80,120.80,119.95,120.35,-0.25,509
114/05/26,"1,312,828","158,234,644",120.00,120.90,119.80,120.60,+0.40,588
114/05/23,"991,119","119,116,868",120.40,120.50,119.90,120.20,-0.15,476
114/05/22,"1,669,889","200,628,018",120.30,120.65,119.90,120.35,-2.25,"1,024"
114/05/21,"891,938","109,299,402",123.00,123.20,122.20,122.60,-0.95,711
114/05/20,"1,458,537","179,957,544",123.70,123.80,123.00,123.55,+2.85,912
114/05/19,"3,096,816","374,590,396",121.45,121.60,120.35,120.70,-1.95,"1,347"
114/05/16,"1,134,744","138,938,418",122.15,122.85,122.10,122.65,+0.60,"1,058"
114/05/15,"2,258,894","276,586,459",122.60,122.80,122.05,122.05,+0.15,"1,811"
114/05/14,"2,255,584","273,925,751",121.30,122.00,121.10,121.90,+5.20,"2,099"
114/05/13,"2,489,330","290,716,820",116.85,117.05,116.25,116.70,+3.50,"1,671"
114/05/12,"1,356,834","153,350,120",112.65,113.25,112.65,113.20,+3.85,"1,287"
114/05/09,"1,652,024","180,417,829",108.90,109.65,108.80,109.35,-0.15,896
114/05/08,"1,165,106","126,895,252",107.75,109.70,107.75,109.50,+2.10,850
114/05/07,"957,796","103,426,273",108.35,108.75,107.35,107.40,+0.40,549
114/05/06,"1,276,121","136,570,575",107.05,107.40,106.85,107.00,-0.30,667
114/05/05,"3,873,966","415,759,400",108.40,108.50,106.40,107.30,-0.25,"1,421"
114/05/02,"2,336,273","251,191,509",106.95,107.95,106.95,107.55,+4.60,"1,519"
114/04/30,"1,580,324","162,864,690",103.40,103.40,102.80,102.95,-0.60,771
114/04/29,"1,683,663","174,701,635",103.50,104.35,103.40,103.55,+1.30,"1,040"
114/04/28,"1,515,127","154,775,661",102.05,102.45,101.95,102.25,+0.25,971
114/04/25,"3,567,479","364,762,682",102.40,102.85,101.60,102.00,+6.55,"2,060"
114/04/24,"1,778,650","170,471,009",96.35,96.35,95.10,95.45,+0.45,"1,098"
114/04/23,"2,683,808","254,734,489",94.90,95.35,94.30,95.00,+7.00,"1,712"
114/04/22,"3,072,497","271,434,636",88.15,88.90,87.85,88.00,-2.30,"1,935"
114/04/21,"1,795,320","162,965,298",91.50,91.50,90.00,90.30,-2.65,"1,423"
114/04/18,"1,104,097","102,398,404",92.95,92.95,92.35,92.95,-0.60,944
114/04/17,"2,013,474","187,614,428",92.95,93.70,92.80,93.55,+0.35,"1,181"
114/04/16,"2,447,155","231,824,556",94.95,95.50,93.20,93.20,-4.15,"1,874"
114/04/15,"2,713,982","264,177,177",97.30,97.75,96.95,97.35,-1.70,"2,179"
114/04/14,"5,396,012","531,083,545",98.40,99.45,97.70,99.05,+3.85,"2,619"
114/04/11,"6,334,183","587,702,362",90.55,95.20,90.20,95.20,-4.65,"4,204"
114/04/10,"7,489,204","747,789,768",99.10,100.75,98.80,99.85,+21.25,"4,310"
114/04/09,"6,332,388","504,670,251",79.00,82.00,77.60,78.60,-8.05,"4,435"
114/04/08,"6,642,804","578,861,339",86.15,88.40,86.10,86.65,+8.20,"3,607"
114/04/07,"14,263,280","1,123,216,564",76.20,81.20,76.20,78.45,-30.50,"8,127"
114/04/02,"1,653,600","180,138,782",108.75,109.15,108.75,108.95,+1.90,"1,091"
114/04/01,"2,108,391","224,662,085",106.10,107.10,105.85,107.05,+1.70,"1,639"
114/03/31,"4,349,545","457,150,799",105.05,105.65,104.60,105.35,-8.25,"4,202"
114/03/28,"1,981,774","225,164,866",113.75,113.80,113.40,113.60,-1.80,"1,292"
114/03/27,"1,498,928","172,350,905",114.80,115.50,114.65,115.40,-3.90,"1,497"
114/03/26,"1,628,370","194,659,886",119.85,119.85,119.20,119.30,+1.60,"1,279"
114/03/25,"1,578,641","186,119,504",117.95,118.15,117.60,117.70,+2.35,"1,319"
114/03/24,"1,332,523","153,457,968",115.15,115.35,115.00,115.35,+2.85,"1,184"
114/03/21,"1,719,855","193,884,503",113.05,113.20,112.20,112.50,-2.40,"1,587"
114/03/20,"1,766,709","202,544,715",114.55,114.95,114.25,114.90,+3.90,"1,356"
114/03/19,"1,793,709","199,483,627",111.45,111.50,110.80,111.00,-2.20,"1,896"
114/03/18,"2,147,131","244,020,609",113.95,114.15,113.15,113.20,+1.30,"1,472"
114/03/17,"2,286,262","255,878,285",112.00,112.15,111.60,111.90,+1.85,"1,588"
114/03/14,"2,708,988","297,919,758",109.75,110.30,109.55,110.05,-0.50,"1,874"
114/03/13,"2,662,505","297,231,183",112.45,112.50,110.15,110.55,+0.25,"1,939"
114/03/12,"3,429,696","378,665,589",110.50,110.70,110.15,110.30,-0.50,"2,884"
114/03/11,"6,667,622","724,750,992",107.70,110.90,106.80,110.80,-7.50,"7,127"
114/03/10,"2,068,539","244,395,205",117.95,118.65,117.80,118.30,-0.65,"3,245"
114/03/07,"4,126,046","491,318,494",118.95,119.50,118.70,118.95,-5.50,"6,259"
114/03/06,"1,837,057","228,202,933",124.15,124.60,123.90,124.45,+1.35,"2,684"
114/03/05,"4,283,879","527,664,244",123.60,123.65,122.40,123.10,-1.00,"3,650"
114/03/04,"6,033,730","744,476,431",123.60,124.10,122.80,124.10,-4.70,"5,443"
114/03/03,"3,788,957","485,603,392",128.10,128.80,127.75,128.80,-3.15,"3,862"
