日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/13,"2,000","16,080",8.04,8.04,8.04,8.04,X0.00,2
114/07/30,"2,000","16,220",8.11,8.11,8.11,8.11,X0.00,2
114/07/22,"1,000","7,910",7.91,7.91,7.91,7.91,X0.00,1
114/07/11,"2,000","15,520",7.76,7.76,7.76,7.76,X0.00,2
114/07/04,"1,000","7,650",7.65,7.65,7.65,7.65,X0.00,1
114/05/28,"5,000","37,000",7.40,7.40,7.40,7.40,X0.00,2
114/05/26,"3,000","22,380",7.46,7.46,7.46,7.46,X0.00,3
114/05/08,"2,000","14,740",7.37,7.37,7.37,7.37,X0.00,2
114/05/06,"4,000","28,380",6.89,7.28,6.89,7.28,X0.00,4
114/04/10,"2,000","14,360",7.18,7.18,7.18,7.18,X0.00,2
114/04/07,"1,000","6,950",6.95,6.95,6.95,6.95,X0.00,1
114/03/12,"20,000","149,400",7.48,7.48,7.46,7.46,+0.04,3
114/03/11,"12,000","89,190",7.44,7.44,7.42,7.42,X0.00,3
114/03/04,"2,000","14,740",7.37,7.37,7.37,7.37,X0.00,2
