日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/22,"5,831","311,223",53.40,53.40,53.40,53.40, 0.00,11
114/08/21,"23,656","1,264,786",53.40,53.50,53.40,53.40,-0.10,27
114/08/20,"49,884","2,667,189",53.40,53.60,53.30,53.50,+0.10,48
114/08/19,"20,388","1,089,590",53.40,53.50,53.40,53.40, 0.00,35
114/08/18,"15,323","818,733",53.40,53.50,53.40,53.40, 0.00,29
114/08/15,"55,146","2,944,596",53.40,53.50,53.40,53.40, 0.00,51
114/08/14,"30,957","1,652,952",53.50,53.50,53.10,53.40,-0.10,66
114/08/13,"12,978","693,110",53.50,53.50,53.30,53.50, 0.00,62
114/08/12,"96,502","5,162,235",53.30,53.70,53.00,53.50,+0.30,109
114/08/11,"54,419","2,897,918",53.20,53.30,53.20,53.20, 0.00,75
114/08/08,"26,776","1,423,265",53.00,53.30,53.00,53.20, 0.00,44
114/08/07,"31,073","1,650,374",53.20,53.20,53.00,53.20,+0.10,66
114/08/06,"21,660","1,149,514",53.10,53.10,53.00,53.10, 0.00,42
114/08/05,"13,478","714,625",53.10,53.10,53.00,53.10,+0.10,49
114/08/04,"22,181","1,175,420",53.00,53.10,52.90,53.00, 0.00,42
114/08/01,"32,741","1,732,601",52.60,53.00,52.60,53.00,+0.10,53
114/07/31,"135,832","7,147,210",52.20,52.90,52.10,52.90,+0.40,109
114/07/30,"79,716","4,170,467",52.00,52.50,52.00,52.50,+0.50,74
114/07/29,"7,601","395,295",52.00,52.10,52.00,52.00,-0.30,23
114/07/28,"53,505","2,782,846",52.10,52.30,51.80,52.30, 0.00,40
114/07/25,"55,077","2,876,725",52.10,52.30,52.10,52.30,+0.30,46
114/07/24,"22,136","1,152,017",52.10,52.10,52.00,52.00,-0.10,36
114/07/23,"37,730","1,963,542",52.00,52.10,51.90,52.10,+0.20,42
114/07/22,"39,939","2,073,605",52.10,52.10,51.80,51.90,-0.10,40
114/07/21,"13,220","688,311",52.10,52.10,52.00,52.00,-0.10,30
114/07/18,"45,435","2,366,855",52.10,52.10,52.10,52.10, 0.00,44
114/07/17,"44,740","2,328,921",52.00,52.10,52.00,52.10,+0.10,41
114/07/16,"19,522","1,014,524",51.90,52.00,51.90,52.00,+0.10,45
114/07/15,"152,384","7,934,217",52.10,52.10,51.90,51.90,-0.10,46
114/07/14,"4,492","233,503",52.00,52.00,52.00,52.00, 0.00,16
114/07/11,"26,612","1,383,587",52.00,52.00,52.00,52.00, 0.00,37
114/07/10,"3,699","192,068",52.00,52.00,52.00,52.00, 0.00,23
114/07/09,"152,608","7,946,476",52.00,52.10,52.00,52.00, 0.00,32
114/07/08,"19,114","992,662",51.90,52.00,51.90,52.00,+0.20,24
114/07/07,"14,848","769,113",51.80,51.80,51.80,51.80, 0.00,22
114/07/04,"8,809","456,636",51.60,51.90,51.60,51.80, 0.00,23
114/07/03,"39,947","2,072,203",51.90,51.90,51.80,51.80,-0.20,32
114/07/02,"12,334","640,575",51.90,52.00,51.90,52.00,+0.10,23
114/07/01,"132,675","6,895,700",51.60,52.10,51.60,51.90,X0.00,96
114/06/30,"147,112","7,783,571",52.70,53.50,52.70,53.00,+0.40,129
114/06/27,"27,122","1,426,456",52.70,52.70,52.50,52.60,-0.40,30
114/06/26,"16,498","873,732",53.10,53.10,52.60,53.00, 0.00,30
114/06/25,"189,143","9,997,435",52.30,53.00,52.30,53.00,+1.00,187
114/06/24,"5,309","275,781",52.00,52.00,52.00,52.00,+0.10,26
