日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/15,875122,8885185,10.3,10.0,10.15,400
114/08/14,641469,6367576,10.15,9.81,9.93,350
114/08/13,1448979,14272968,9.99,9.75,9.85,575
114/08/12,1816518,18056844,10.35,9.5,9.94,1320
114/08/11,1059489,10052131,9.7,9.36,9.49,675
114/08/08,289866,2678619,9.3,9.21,9.24,186
114/08/07,177814,1647653,9.48,9.21,9.27,139
114/08/06,259724,2417606,9.38,9.21,9.31,176
114/08/05,196051,1816036,9.3,9.19,9.26,125
114/08/04,139159,1275771,9.23,9.02,9.17,99
114/08/01,458313,4144507,9.19,8.87,9.04,206
114/07/31,567861,5129769,9.1,8.99,9.03,246
114/07/30,328810,2999005,9.2,9.06,9.12,163
114/07/29,161213,1477952,9.21,9.14,9.17,121
114/07/28,121290,1121128,9.29,9.21,9.24,81
114/07/25,196203,1811891,9.3,9.16,9.23,101
114/07/24,86587,797232,9.29,9.15,9.21,70
114/07/23,168092,1546043,9.3,9.1,9.2,129
114/07/22,261275,2392797,9.28,9.1,9.16,191
114/07/21,391224,3636215,9.33,9.23,9.29,193
114/07/18,149980,1418134,9.57,9.31,9.46,102
114/07/17,105935,997117,9.5,9.36,9.41,60
114/07/16,166697,1570559,9.48,9.34,9.42,98
114/07/15,124664,1164211,9.45,9.26,9.34,82
114/07/14,116704,1089213,9.43,9.32,9.33,92
114/07/11,126961,1194862,9.72,9.38,9.41,84
114/07/10,136434,1283327,9.48,9.37,9.41,82
114/07/09,105306,990037,9.46,9.32,9.4,70
114/07/08,179690,1675324,9.47,9.25,9.32,105
114/07/07,198750,1878260,9.58,9.32,9.45,97
114/07/04,244164,2312053,9.58,9.41,9.47,126
114/07/03,260868,2509480,9.75,9.56,9.62,180
114/07/02,236441,2251609,9.6,9.35,9.52,122
114/07/01,312299,2944143,9.56,9.28,9.43,157
114/06/30,172412,1617387,9.59,9.24,9.38,105
114/06/27,291740,2761400,9.55,9.37,9.47,143
114/06/26,395328,3736701,9.55,9.34,9.45,186
114/06/25,690305,6423870,9.45,9.17,9.31,301
114/06/24,1057498,9978124,9.63,9.1,9.44,510
114/06/23,278229,2496412,9.09,8.92,8.97,179
114/06/20,313226,2825332,9.15,8.96,9.02,125
114/06/19,403710,3699432,9.49,9.08,9.16,197
114/06/18,152553,1408396,9.3,9.2,9.23,70
114/06/17,185081,1716071,9.38,9.21,9.27,139
114/06/16,185625,1719238,9.33,9.11,9.26,99
114/06/13,432337,4000850,9.48,9.13,9.25,261
114/06/12,863534,8146647,9.58,9.03,9.43,375
114/06/11,509618,4658006,9.3,9.04,9.14,350
114/06/10,297681,2758511,9.32,9.19,9.27,144
114/06/09,241656,2209047,9.33,9.1,9.14,138
114/06/06,248498,2295787,9.4,9.13,9.24,150
114/06/05,173946,1598036,9.23,9.12,9.19,115
114/06/04,290639,2656675,9.24,9.0,9.14,151
114/06/03,311637,2791636,9.05,8.91,8.96,162
114/06/02,476754,4313747,9.3,8.96,9.05,203
114/05/29,572628,5340448,9.55,9.17,9.33,309
114/05/28,1188113,11168266,9.88,9.0,9.4,582
114/05/27,291021,2621666,9.12,8.94,9.01,101
114/05/26,241476,2175589,9.12,8.95,9.01,155
114/05/23,239757,2169129,9.1,8.96,9.05,137
114/05/22,151407,1361118,9.04,8.93,8.99,102
114/05/21,259239,2338349,9.09,8.95,9.02,160
114/05/20,224735,2024355,9.1,8.95,9.01,129
114/05/19,254640,2318656,9.19,9.01,9.11,174
114/05/16,409846,3784351,9.4,9.16,9.23,177
114/05/15,354785,3254733,9.27,9.08,9.17,183
114/05/14,396762,3643900,9.27,9.11,9.18,323
114/05/13,570733,5226754,9.26,9.05,9.16,266
114/05/12,688272,6214487,9.12,8.93,9.03,385
114/05/09,152227,1326978,8.79,8.65,8.72,94
114/05/08,293959,2570138,8.81,8.67,8.74,140
114/05/07,214498,1855272,8.75,8.57,8.65,116
114/05/06,246720,2136470,8.79,8.57,8.66,176
114/05/05,506787,4408576,9.08,8.56,8.7,272
114/05/02,320823,2859484,9.14,8.87,8.91,190
114/04/30,567432,5074265,9.18,8.86,8.94,249
114/04/29,638950,5746713,9.06,8.9,8.99,277
114/04/28,555926,4934318,9.01,8.78,8.88,322
114/04/25,985110,8584241,8.98,8.6,8.71,417
114/04/24,589095,4992775,8.75,8.33,8.48,320
114/04/23,402044,3454994,8.75,8.51,8.59,163
114/04/22,239169,2009677,8.49,8.04,8.4,107
114/04/21,281731,2404855,8.63,8.44,8.54,132
114/04/18,217675,1868693,8.65,8.53,8.58,123
114/04/17,314489,2698043,8.68,8.45,8.58,172
114/04/16,712379,6168845,8.88,8.51,8.66,399
114/04/15,443211,3919103,8.97,8.58,8.84,283
114/04/14,748500,6392994,8.9,8.35,8.54,394
114/04/11,624379,5182628,8.44,7.7,8.3,314
114/04/10,111454,908348,8.15,8.15,8.15,65
114/04/09,1976749,15011818,8.23,7.41,7.59,636
114/04/08,1607633,13328553,8.99,8.23,8.29,607
114/04/07,100513,918670,9.14,9.14,9.14,155
114/04/02,243933,2461274,10.2,9.97,10.09,135
114/04/01,344748,3491990,10.2,9.99,10.13,213
114/03/31,883048,8844799,10.35,9.94,10.02,416
114/03/28,1485924,15219225,10.6,9.99,10.24,571
114/03/27,329431,3514674,10.8,10.6,10.67,277
114/03/26,206358,2232679,10.9,10.75,10.82,651
114/03/25,766243,8303411,11.1,10.7,10.84,681
114/03/24,297819,3304879,11.2,11.0,11.1,530
114/03/21,517870,5804122,11.35,11.05,11.21,420
114/03/20,286496,3174516,11.2,11.0,11.08,331
114/03/19,430372,4743806,11.15,10.95,11.02,415
114/03/18,583867,6515273,11.25,11.1,11.16,382
114/03/17,409148,4580981,11.35,11.1,11.2,504
114/03/14,367535,4136139,11.35,11.2,11.25,268
114/03/13,814018,9321147,11.75,11.2,11.45,561
114/03/12,456537,5242686,11.6,11.35,11.48,341
114/03/11,669770,7578117,11.45,11.15,11.31,557
114/03/10,606167,6908502,11.55,11.15,11.4,662
114/03/07,1239811,14516293,12.1,11.4,11.71,748
114/03/06,1350887,15832667,12.15,11.35,11.72,731
114/03/05,626613,7206320,11.65,11.25,11.5,484
114/03/04,627514,7024960,11.35,11.0,11.19,481
114/03/03,739329,8360760,11.55,11.2,11.31,696
