日期,成交股數,成交金額,成交最高,成交最低,成交均價,成交筆數
114/08/15,31410,647895,20.75,20.35,20.63,26
114/08/14,127410,2602603,20.75,20.2,20.43,97
114/08/13,27002,556141,20.8,20.5,20.6,22
114/08/12,26430,544135,20.75,20.5,20.59,27
114/08/11,33050,688589,21.0,20.45,20.83,34
114/08/08,39307,809509,20.85,20.55,20.59,28
114/08/07,34357,720899,21.1,20.75,20.98,36
114/08/06,21001,431770,20.7,20.5,20.56,18
114/08/05,42001,855671,20.55,20.35,20.37,24
114/08/04,28650,582185,20.6,20.15,20.32,26
114/08/01,35292,723806,20.65,20.35,20.51,29
114/07/31,12593,257581,20.55,20.25,20.45,23
114/07/30,73860,1507110,20.85,20.05,20.4,64
114/07/29,40075,823799,20.65,20.45,20.56,48
114/07/28,103583,2134871,21.0,20.35,20.61,182
114/07/25,54817,1145471,21.05,20.65,20.9,81
114/07/24,110855,2544923,23.15,22.85,22.96,109
114/07/23,49548,1133480,23.0,22.7,22.88,47
114/07/22,28332,641523,22.65,22.55,22.64,67
114/07/21,38489,881494,23.0,22.65,22.9,43
114/07/18,66125,1491295,22.75,22.5,22.55,60
114/07/17,117032,2642500,22.9,22.4,22.58,76
114/07/16,54343,1236977,22.95,22.55,22.76,49
114/07/15,45159,1022126,22.75,22.3,22.63,42
114/07/14,6014,134312,22.4,22.25,22.33,9
114/07/11,19030,426282,22.45,22.35,22.4,20
114/07/10,49635,1112954,22.55,22.1,22.42,45
114/07/09,13326,296893,22.35,22.2,22.28,18
114/07/08,17002,377743,22.35,22.0,22.22,18
114/07/07,14036,312939,22.45,22.15,22.3,17
114/07/04,37437,839321,22.6,22.3,22.42,53
114/07/03,34331,779130,22.75,22.6,22.69,38
114/07/02,19001,428972,22.7,22.5,22.58,17
114/07/01,117283,2671698,23.05,22.1,22.78,127
114/06/30,36200,801150,22.3,22.0,22.13,25
114/06/27,75354,1661572,22.35,21.65,22.05,58
114/06/26,77005,1702857,22.25,21.8,22.11,63
114/06/25,31040,677762,22.25,21.5,21.84,26
114/06/24,80085,1766417,22.35,21.55,22.06,70
114/06/23,68107,1471949,22.7,21.45,21.61,105
114/06/20,152015,3389006,23.4,21.35,22.29,153
114/06/19,97546,2119000,22.2,21.3,21.72,101
114/06/18,54210,1203191,22.35,22.0,22.2,34
114/06/17,122026,2683572,22.1,21.85,21.99,49
114/06/16,61000,1322150,21.95,21.15,21.67,56
114/06/13,63070,1335789,21.4,20.95,21.18,50
114/06/12,29331,625255,21.4,21.25,21.32,26
114/06/11,39530,848012,21.75,21.25,21.45,65
114/06/10,89412,1951623,22.0,21.35,21.83,100
114/06/09,7701,162561,21.15,21.0,21.11,15
114/06/06,22129,466406,21.2,20.85,21.08,35
114/06/05,14230,299309,21.2,20.9,21.03,16
114/06/04,41269,873155,21.25,21.1,21.16,38
114/06/03,21100,441224,21.2,20.8,20.91,35
114/06/02,46630,975764,21.15,20.65,20.93,63
114/05/29,39024,838004,21.95,21.35,21.47,50
114/05/28,29442,638624,21.85,21.6,21.69,37
114/05/27,18241,397643,21.9,21.7,21.8,26
114/05/26,64754,1398544,21.8,21.3,21.6,64
114/05/23,27608,591497,21.5,21.1,21.42,34
114/05/22,20368,437462,21.75,21.25,21.48,23
114/05/21,45794,986591,21.65,21.2,21.54,46
114/05/20,46324,992356,21.95,21.1,21.42,44
114/05/19,40302,848069,21.15,20.95,21.04,47
114/05/16,39889,843849,21.3,21.05,21.15,40
114/05/15,136686,2878659,21.3,20.9,21.06,118
114/05/14,297547,6473965,22.3,21.5,21.76,380
114/05/13,66461,1513787,23.0,22.6,22.78,56
114/05/12,53442,1202719,22.6,22.35,22.51,49
114/05/09,46456,1028348,22.3,22.0,22.14,66
114/05/08,23292,513032,22.1,22.0,22.03,28
114/05/07,37693,829446,22.1,21.85,22.01,43
114/05/06,66422,1454023,22.2,21.55,21.89,56
114/05/05,87232,1897870,22.0,21.5,21.76,60
114/05/02,26098,566377,21.85,21.5,21.7,38
114/04/30,58664,1261792,21.8,21.05,21.51,51
114/04/29,73660,1574855,21.7,20.65,21.38,69
114/04/28,36214,747860,20.8,20.55,20.65,28
114/04/25,47252,975801,20.85,20.55,20.65,35
114/04/24,9358,192759,20.65,20.5,20.6,13
114/04/23,57951,1188559,20.95,20.3,20.51,43
114/04/22,55076,1130966,20.75,20.3,20.53,40
114/04/21,44827,927011,20.95,20.5,20.68,66
114/04/18,12544,260914,21.0,20.45,20.8,16
114/04/17,24178,495381,20.6,20.35,20.49,32
114/04/16,86529,1782552,21.25,20.45,20.6,84
114/04/15,62922,1322761,21.4,20.5,21.02,60
114/04/14,86632,1778635,20.8,20.35,20.53,60
114/04/11,57712,1162486,20.45,20.0,20.14,51
114/04/10,160015,3237543,20.25,19.8,20.23,69
114/04/09,286296,5460497,19.9,18.45,19.07,183
114/04/08,253313,5107895,20.85,19.65,20.16,188
114/04/07,84245,1811262,21.5,21.5,21.5,114
114/04/02,62080,1480665,23.95,23.8,23.85,39
114/04/01,66253,1579206,23.95,23.7,23.84,51
114/03/31,208350,4933280,23.9,23.55,23.68,120
114/03/28,92466,2212709,24.05,23.85,23.93,78
114/03/27,113400,2735443,24.3,24.0,24.12,101
114/03/26,168167,4069651,24.35,24.05,24.2,75
114/03/25,30005,722572,24.2,24.0,24.08,27
114/03/24,63201,1520818,24.15,24.0,24.06,65
114/03/21,86873,2094841,24.25,24.05,24.11,71
114/03/20,49374,1196181,24.25,24.2,24.23,50
114/03/19,61870,1490991,24.3,24.0,24.1,62
114/03/18,71508,1727880,24.3,24.05,24.16,63
114/03/17,249982,6041388,24.35,24.0,24.17,156
114/03/14,137995,3301573,24.25,23.65,23.93,134
114/03/13,41209,982466,24.0,23.75,23.84,47
114/03/12,100799,2398216,24.0,23.65,23.79,78
114/03/11,215426,5129194,24.15,23.55,23.81,143
114/03/10,83389,2015003,24.2,24.1,24.16,71
114/03/07,126021,3051786,24.4,24.1,24.22,84
114/03/06,92077,2239997,24.5,24.15,24.33,65
114/03/05,174830,4242214,24.5,24.1,24.26,115
114/03/04,190002,4617484,24.55,24.1,24.3,89
114/03/03,129503,3180300,24.7,24.3,24.56,110
