日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,151,"3,794",25.1,25.6,25.0,25.0,-0.2,127,2025-08-22
114/08/21,198,"4,995",25.0,25.45,25.0,25.2,0.55,177,2025-08-21
114/08/20,365,"9,103",25.8,25.8,24.6,24.65,-1.15,403,2025-08-20
114/08/19,437,"11,297",26.7,26.7,25.3,25.8,-0.65,426,2025-08-19
114/08/18,435,"11,531",26.2,26.95,25.95,26.45,0.35,307,2025-08-18
114/08/15,526,"13,823",26.8,26.8,26.1,26.1,-0.7,372,2025-08-15
114/08/14,629,"17,280",27.95,27.95,27.1,27.6,0.2,541,2025-08-14
114/08/13,"1,157","31,626",26.25,28.0,26.25,27.4,1.4,846,2025-08-13
114/08/12,234,"6,092",25.85,26.4,25.85,26.0,0.15,215,2025-08-12
114/08/11,152,"3,906",26.0,26.0,25.55,25.85,-0.2,149,2025-08-11
114/08/08,176,"4,594",25.8,26.4,25.8,26.05,0.0,187,2025-08-08
114/08/07,286,"7,469",26.3,26.6,25.85,26.05,-0.45,285,2025-08-07
114/08/06,145,"3,837",26.5,26.7,26.25,26.5,0.0,109,2025-08-06
114/08/05,340,"9,102",26.3,27.05,26.3,26.5,0.2,356,2025-08-05
114/08/04,145,"3,811",26.0,26.5,25.6,26.3,0.2,148,2025-08-04
114/08/01,462,"11,933",25.65,26.45,24.8,26.1,0.6,349,2025-08-01
114/07/31,391,"9,962",26.0,26.15,25.2,25.5,-0.4,286,2025-07-31
114/07/30,309,"8,017",26.25,26.25,25.75,25.9,-0.25,267,2025-07-30
114/07/29,317,"8,373",26.7,27.05,26.05,26.15,-0.4,250,2025-07-29
114/07/28,254,"6,727",26.7,26.85,26.05,26.55,-0.15,201,2025-07-28
114/07/25,256,"6,883",26.85,27.3,26.7,26.7,-0.15,202,2025-07-25
114/07/24,309,"8,327",27.55,27.55,26.7,26.85,-0.4,282,2025-07-24
114/07/23,433,"11,762",26.6,27.45,26.6,27.25,0.75,324,2025-07-23
114/07/22,876,"23,824",27.95,28.2,26.3,26.5,-1.45,714,2025-07-22
114/07/21,"1,205","34,232",28.25,29.0,27.75,27.95,-0.2,948,2025-07-21
114/07/18,"1,137","31,446",27.9,28.35,27.1,28.15,0.4,808,2025-07-18
114/07/17,"3,169","89,218",26.9,28.9,26.9,27.75,0.9,"2,286",2025-07-17
114/07/16,691,"18,352",26.2,27.2,26.0,26.85,0.5,568,2025-07-16
114/07/15,781,"20,739",27.0,27.0,26.2,26.35,0.15,492,2025-07-15
114/07/14,"1,110","29,103",27.2,27.2,25.85,26.2,-1.1,738,2025-07-14
114/07/11,"1,474","40,615",26.8,28.3,26.7,27.3,0.2,"1,130",2025-07-11
114/07/10,"1,848","51,259",28.45,28.55,27.1,27.1,-1.35,"1,403",2025-07-10
114/07/09,"4,329","124,297",27.8,30.0,27.6,28.45,0.35,"3,032",2025-07-09
114/07/08,"10,288","293,285",27.6,29.9,27.6,28.1,-0.15,"6,620",2025-07-08
114/07/07,"2,370","65,056",25.75,28.25,25.7,28.25,2.55,"1,496",2025-07-07
114/07/04,"4,945","129,595",27.2,27.75,25.3,25.7,-0.9,"3,150",2025-07-04
114/07/03,"3,074","80,827",25.0,26.6,25.0,26.6,2.4,"1,579",2025-07-03
114/07/02,"1,081","25,825",22.3,24.2,22.3,24.2,2.2,560,2025-07-02
114/07/01,183,"4,122",22.85,23.0,22.0,22.0,-0.8,183,2025-07-01
114/06/30,63,"1,434",23.15,23.15,22.7,22.8,-0.35,73,2025-06-30
114/06/27,50,"1,171",23.6,23.85,23.1,23.15,-0.1,50,2025-06-27
114/06/26,81,"1,903",23.35,23.7,23.2,23.25,0.0,97,2025-06-26
114/06/25,221,"5,117",22.65,23.95,22.55,23.25,0.75,189,2025-06-25
114/06/24,114,"2,573",22.3,22.95,22.3,22.5,0.35,96,2025-06-24
114/06/23,166,"3,689",22.5,22.5,21.85,22.15,-0.65,80,2025-06-23
114/06/20,103,"2,329",22.65,22.9,22.55,22.8,0.15,74,2025-06-20
114/06/19,83,"1,902",23.15,23.2,22.65,22.65,-0.65,89,2025-06-19
114/06/18,75,"1,764",23.35,23.75,23.25,23.3,0.1,89,2025-06-18
114/06/17,112,"2,613",23.0,23.7,22.95,23.2,0.4,109,2025-06-17
114/06/16,51,"1,168",22.75,23.0,22.55,22.8,0.1,57,2025-06-16
114/06/13,140,"3,193",23.05,23.05,22.65,22.7,-0.5,127,2025-06-13
114/06/12,152,"3,519",23.25,23.4,23.0,23.2,-0.05,92,2025-06-12
114/06/11,72,"1,677",23.2,23.4,23.05,23.25,-0.1,61,2025-06-11
114/06/10,109,"2,545",23.2,23.45,22.9,23.35,0.2,89,2025-06-10
114/06/09,71,"1,657",23.95,23.95,23.0,23.15,-0.35,73,2025-06-09
