日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,17,626,36.81,36.81,36.73,36.73,0.11,7,2025-08-22
114/08/21,10,366,36.49,36.62,36.49,36.62,0.27,5,2025-08-21
114/08/20,13,485,36.31,36.35,36.31,36.35,0.23,6,2025-08-20
114/08/19,11,381,36.10,36.12,36.10,36.12,0.02,12,2025-08-19
114/08/18,9,327,36.09,36.11,36.09,36.10,-0.01,18,2025-08-18
114/08/15,5,165,36.13,36.13,36.11,36.11,0.11,8,2025-08-15
114/08/14,5,186,36.00,36.00,36.00,36.00,0.00,6,2025-08-14
114/08/13,6,215,36.02,36.02,36.00,36.00,0.11,14,2025-08-13
114/08/12,23,828,35.88,35.91,35.86,35.89,0.05,11,2025-08-12
114/08/11,30,"1,090",35.92,35.92,35.84,35.84,0.01,15,2025-08-11
114/08/08,19,685,35.8,35.83,35.8,35.83,0.03,10,2025-08-08
114/08/08,19,685,35.80,35.83,35.80,35.83,0.03,10,2025-08-08
114/08/07,17,610,35.80,35.80,35.80,35.80,-0.21,9,2025-08-07
114/08/07,17,610,35.8,35.8,35.8,35.8,-0.21,9,2025-08-07
114/08/06,20,716,36.0,36.01,35.99,36.01,0.04,17,2025-08-06
114/08/06,20,716,36.00,36.01,35.99,36.01,0.04,17,2025-08-06
114/08/05,46,"1,657",35.95,35.99,35.95,35.97,0.07,8,2025-08-05
114/08/05,46,"1,657",35.95,35.99,35.95,35.97,0.07,8,2025-08-05
114/08/04,3,110,35.91,35.91,35.9,35.9,0.06,18,2025-08-04
114/08/04,3,110,35.91,35.91,35.90,35.90,0.06,18,2025-08-04
114/08/01,77,"2,765",35.87,35.93,35.83,35.84,0.04,11,2025-08-01
114/08/01,77,"2,765",35.87,35.93,35.83,35.84,0.04,11,2025-08-01
114/07/31,20,729,35.79,35.85,35.76,35.80,0.21,14,2025-07-31
114/07/31,20,729,35.79,35.85,35.76,35.8,0.21,14,2025-07-31
114/07/30,6,217,35.59,35.6,35.59,35.59,0.11,7,2025-07-30
114/07/30,6,217,35.59,35.60,35.59,35.59,0.11,7,2025-07-30
114/07/29,43,"1,509",35.34,35.48,35.34,35.48,0.27,17,2025-07-29
114/07/29,43,"1,509",35.34,35.48,35.34,35.48,0.27,17,2025-07-29
114/07/28,6,209,35.2,35.21,35.2,35.21,0.05,21,2025-07-28
114/07/28,6,209,35.20,35.21,35.20,35.21,0.05,21,2025-07-28
114/07/25,15,529,35.18,35.18,35.16,35.16,0.10,7,2025-07-25
114/07/25,15,529,35.18,35.18,35.16,35.16,0.1,7,2025-07-25
114/07/24,3,113,35.10,35.10,35.04,35.06,-0.09,6,2025-07-24
114/07/24,3,113,35.1,35.1,35.04,35.06,-0.09,6,2025-07-24
114/07/23,8,266,35.12,35.15,35.12,35.15,-0.07,12,2025-07-23
114/07/23,8,266,35.12,35.15,35.12,35.15,-0.07,12,2025-07-23
114/07/22,7,254,35.18,35.22,35.18,35.22,0.03,6,2025-07-22
114/07/22,7,254,35.18,35.22,35.18,35.22,0.03,6,2025-07-22
114/07/21,2,86,35.18,35.19,35.18,35.19,-0.06,8,2025-07-21
114/07/21,2,86,35.18,35.19,35.18,35.19,-0.06,8,2025-07-21
114/07/18,300,"10,575",35.25,35.25,35.25,35.25,0.13,1,2025-07-18
114/07/18,300,"10,575",35.25,35.25,35.25,35.25,0.13,1,2025-07-18
114/07/17,21,742,35.14,35.15,35.12,35.12,0.12,8,2025-07-17
114/07/17,21,742,35.14,35.15,35.12,35.12,0.12,8,2025-07-17
114/07/16,6,218,35.03,35.03,35.0,35.0,0.0,6,2025-07-16
114/07/16,6,218,35.03,35.03,35.00,35.00,0.00,6,2025-07-16
114/07/15,1,37,35.0,35.0,35.0,35.0,0.11,5,2025-07-15
114/07/15,1,37,35.00,35.00,35.00,35.00,0.11,5,2025-07-15
114/07/14,13,445,34.88,34.89,34.88,34.89,0.05,15,2025-07-14
114/07/14,13,445,34.88,34.89,34.88,34.89,0.05,15,2025-07-14
114/07/11,7,247,34.88,34.88,34.84,34.84,-0.03,4,2025-07-11
114/07/11,7,247,34.88,34.88,34.84,34.84,-0.03,4,2025-07-11
114/07/10,21,733,34.79,34.87,34.78,34.87,0.17,9,2025-07-10
114/07/10,21,733,34.79,34.87,34.78,34.87,0.17,9,2025-07-10
114/07/09,2,79,34.65,34.7,34.65,34.7,0.05,8,2025-07-09
114/07/09,2,79,34.65,34.70,34.65,34.70,0.05,8,2025-07-09
114/07/08,2,71,34.65,34.65,34.65,34.65,0.00,5,2025-07-08
114/07/08,2,71,34.65,34.65,34.65,34.65,0.0,5,2025-07-08
114/07/07,56,"1,920",34.53,34.65,34.53,34.65,0.27,19,2025-07-07
114/07/07,56,"1,920",34.53,34.65,34.53,34.65,0.27,19,2025-07-07
114/07/04,53,"1,823",34.4,34.4,34.31,34.38,-0.09,57,2025-07-04
114/07/04,53,"1,823",34.40,34.40,34.31,34.38,-0.09,57,2025-07-04
114/07/03,6,210,34.64,34.64,34.47,34.47,-0.21,19,2025-07-03
114/07/03,6,210,34.64,34.64,34.47,34.47,-0.21,19,2025-07-03
114/07/02,9,296,34.86,34.86,34.68,34.68,-0.21,15,2025-07-02
