日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,731,"12,242",17.25,17.4,16.3,16.45,-0.5,544,2025-08-22
114/08/21,"2,471","42,048",17.65,17.65,16.35,16.95,-0.7,"1,495",2025-08-21
114/08/20,"4,493","78,551",16.2,17.65,16.2,17.65,1.6,"2,745",2025-08-20
114/08/19,"1,974","31,446",15.8,16.05,15.4,16.05,1.45,"2,063",2025-08-19
114/08/18,377,"5,441",13.5,14.6,13.45,14.6,1.3,208,2025-08-18
114/08/15,163,"2,172",13.1,13.6,13.1,13.3,0.2,123,2025-08-15
114/08/14,48,631,13.05,13.15,13.05,13.1,0.0,46,2025-08-14
114/08/13,74,970,13.2,13.3,13.0,13.1,0.0,84,2025-08-13
114/08/12,47,618,12.9,13.2,12.85,13.1,0.15,50,2025-08-12
114/08/11,24,315,12.9,13.15,12.9,12.95,0.05,31,2025-08-11
114/08/08,24,316,12.95,12.95,12.85,12.9,-0.05,46,2025-08-08
114/08/07,48,626,13.05,13.3,12.95,12.95,-0.1,42,2025-08-07
114/08/06,31,403,13.05,13.15,13.0,13.05,0.0,65,2025-08-06
114/08/05,80,"1,040",13.0,13.15,12.95,13.05,0.05,44,2025-08-05
114/08/04,158,"2,082",13.15,13.6,13.0,13.0,-0.35,124,2025-08-04
114/08/01,81,"1,092",13.2,13.6,13.1,13.35,0.15,126,2025-08-01
114/07/31,67,895,13.6,13.65,13.15,13.2,-0.35,132,2025-07-31
114/07/30,248,"3,431",13.35,14.2,13.35,13.55,0.35,215,2025-07-30
114/07/29,90,"1,194",12.9,13.5,12.9,13.2,0.2,117,2025-07-29
114/07/28,15,194,12.9,13.0,12.75,13.0,0.1,30,2025-07-28
114/07/25,58,739,12.8,12.95,12.75,12.9,0.0,41,2025-07-25
114/07/24,30,393,12.7,13.1,12.7,12.9,0.05,40,2025-07-24
114/07/23,70,906,12.9,12.9,12.8,12.85,-0.05,52,2025-07-23
114/07/22,62,802,12.95,12.95,12.9,12.9,-0.05,23,2025-07-22
114/07/21,43,556,12.9,13.05,12.9,12.95,0.05,29,2025-07-21
114/07/18,23,298,13.05,13.05,12.9,12.9,-0.05,19,2025-07-18
114/07/17,31,402,13.25,13.25,12.9,12.95,0.0,32,2025-07-17
114/07/16,23,300,13.0,13.15,12.95,12.95,0.0,25,2025-07-16
114/07/15,24,312,13.0,13.05,12.95,12.95,-0.25,30,2025-07-15
114/07/14,4,53,13.2,13.25,13.2,13.2,0.0,18,2025-07-14
