日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,44,"1,210",27.3,27.8,27.05,27.25,-0.1,207,2025-08-22
114/08/21,30,834,27.45,27.9,27.35,27.35,-0.1,36,2025-08-21
114/08/20,21,571,27.75,27.75,27.45,27.45,-0.35,51,2025-08-20
114/08/19,16,450,27.7,27.8,27.7,27.8,-0.35,19,2025-08-19
114/08/18,31,864,28.2,28.2,27.55,28.15,0.25,38,2025-08-18
114/08/15,46,"1,296",28.15,28.65,27.6,27.9,-0.5,42,2025-08-15
114/08/14,24,668,28.4,28.8,28.05,28.4,-0.05,21,2025-08-14
114/08/13,15,428,28.0,28.85,28.0,28.45,0.0,71,2025-08-13
114/08/12,110,"3,185",29.0,29.45,28.25,28.45,0.35,73,2025-08-12
114/08/11,162,"4,460",27.05,29.0,26.95,28.1,0.7,121,2025-08-11
114/08/08,11,315,27.45,27.45,27.4,27.4,-0.05,59,2025-08-08
114/08/07,31,852,27.05,27.45,27.05,27.45,0.35,20,2025-08-07
114/08/06,70,"1,882",27.0,27.1,26.8,27.1,-0.1,84,2025-08-06
114/08/05,85,"2,330",27.9,27.9,27.0,27.2,-0.75,96,2025-08-05
114/08/04,42,"1,183",28.15,28.2,27.95,27.95,-0.2,36,2025-08-04
114/08/01,65,"1,848",28.1,28.4,28.1,28.15,-0.25,52,2025-08-01
114/07/31,41,"1,168",28.65,28.7,28.3,28.4,-0.35,31,2025-07-31
114/07/30,44,"1,280",28.8,28.9,28.7,28.75,-0.05,56,2025-07-30
114/07/29,12,356,28.85,29.0,28.8,28.8,-0.3,29,2025-07-29
114/07/28,51,"1,486",29.15,29.2,28.85,29.1,-0.15,88,2025-07-28
114/07/25,26,763,29.2,29.3,29.1,29.25,0.0,26,2025-07-25
114/07/24,38,"1,127",29.45,29.45,29.25,29.25,-0.2,31,2025-07-24
114/07/23,28,828,29.5,29.5,29.3,29.45,-0.05,22,2025-07-23
114/07/22,17,502,29.6,29.75,29.5,29.5,-0.1,42,2025-07-22
114/07/21,17,514,29.65,29.75,29.6,29.6,0.0,19,2025-07-21
114/07/18,88,"2,606",29.65,29.85,29.5,29.6,-0.1,29,2025-07-18
114/07/17,32,949,29.6,30.0,29.5,29.7,0.15,28,2025-07-17
114/07/16,37,"1,106",29.6,29.7,29.55,29.55,-0.05,32,2025-07-16
114/07/15,63,"1,871",29.85,29.9,29.6,29.6,-0.25,74,2025-07-15
114/07/14,21,641,29.85,29.95,29.85,29.85,-0.2,55,2025-07-14
114/07/11,56,"1,665",30.25,30.25,29.65,30.05,-0.05,26,2025-07-11
114/07/10,18,546,30.2,30.25,30.1,30.1,-0.15,20,2025-07-10
114/07/09,18,543,30.3,30.3,29.9,30.25,0.15,17,2025-07-09
114/07/08,37,"1,115",30.0,30.2,29.75,30.1,-0.05,23,2025-07-08
114/07/07,10,302,30.2,30.2,30.15,30.15,-0.25,12,2025-07-07
114/07/04,22,678,30.25,30.4,30.2,30.4,0.0,21,2025-07-04
114/07/03,44,"1,332",30.3,30.5,30.3,30.4,0.1,34,2025-07-03
114/07/02,25,764,30.2,30.45,30.2,30.3,0.15,21,2025-07-02
114/07/01,13,390,30.6,30.6,30.15,30.15,-0.35,33,2025-07-01
114/06/30,24,741,30.5,30.6,30.05,30.5,0.05,34,2025-06-30
114/06/27,47,"1,433",29.75,30.85,29.7,30.45,0.45,39,2025-06-27
114/06/26,23,692,30.15,30.3,29.95,30.0,0.0,15,2025-06-26
114/06/25,96,"2,857",29.8,30.05,29.5,30.0,0.0,64,2025-06-25
114/06/24,66,"1,970",30.35,30.35,30.0,30.0,-0.25,55,2025-06-24
114/06/23,49,"1,482",30.5,30.5,30.25,30.25,-0.15,112,2025-06-23
114/06/20,32,978,30.65,30.8,30.35,30.4,-0.55,31,2025-06-20
114/06/19,36,"1,115",31.05,31.05,30.65,30.95,-0.05,26,2025-06-19
114/06/18,28,874,31.05,31.05,30.9,31.0,-0.05,16,2025-06-18
114/06/17,59,"1,831",31.15,31.2,30.95,31.05,-0.1,21,2025-06-17
114/06/16,78,"2,423",31.0,31.15,30.9,31.15,0.4,46,2025-06-16
114/06/13,57,"1,752",30.7,30.8,30.55,30.75,-0.1,133,2025-06-13
114/06/12,90,"2,776",30.7,31.0,30.7,30.85,0.2,63,2025-06-12
114/06/11,13,403,30.45,30.7,30.45,30.65,-0.1,14,2025-06-11
114/06/10,30,924,30.7,30.75,30.5,30.75,0.0,31,2025-06-10
114/06/09,25,775,30.65,30.8,30.5,30.75,0.05,35,2025-06-09
