日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,51,"1,443",28.50,28.95,28.15,28.15,-0.35,26
114/08/07,2,57,28.50,28.50,28.50,28.50,0.05,3
114/08/06,5,146,28.90,28.90,28.45,28.45,-0.05,6
114/08/05,29,818,28.50,28.55,28.45,28.50,0.0,22
114/08/04,14,387,28.30,28.50,28.30,28.50,-0.3,11
114/08/01,20,583,28.95,28.95,28.75,28.80,-0.2,10
114/08/01,20,583,28.95,28.95,28.75,28.80,-0.2,10
114/07/31,31,886,28.60,29.15,28.50,29.00,0.2,17
114/07/31,31,886,28.60,29.15,28.50,29.00,0.2,17
114/07/30,14,409,29.35,29.35,28.70,28.80,-0.4,11
114/07/30,14,409,29.35,29.35,28.70,28.80,-0.4,11
114/07/29,4,110,29.20,29.20,29.20,29.20,-0.05,14
114/07/29,4,110,29.20,29.20,29.20,29.20,-0.05,14
114/07/28,4,115,28.70,29.25,28.70,29.25,0.3,4
114/07/28,4,115,28.70,29.25,28.70,29.25,0.3,4
114/07/25,42,"1,210",28.55,29.15,28.50,28.95,0.6,26
114/07/25,42,"1,210",28.55,29.15,28.50,28.95,0.6,26
114/07/24,35,993,28.35,28.45,28.35,28.35,0.0,13
114/07/24,35,993,28.35,28.45,28.35,28.35,0.0,13
114/07/23,16,453,28.25,28.40,28.25,28.35,0.4,13
114/07/23,16,453,28.25,28.40,28.25,28.35,0.4,13
114/07/22,18,505,28.45,28.45,27.75,27.95,-0.05,8
114/07/22,18,505,28.45,28.45,27.75,27.95,-0.05,8
114/07/21,2,65,28.00,28.00,28.00,28.00,-0.5,6
114/07/21,2,65,28.00,28.00,28.00,28.00,-0.5,6
114/07/18,16,447,28.60,28.60,28.50,28.50,0.0,10
114/07/18,16,447,28.60,28.60,28.50,28.50,0.0,10
114/07/17,22,631,28.60,28.60,28.50,28.50,-0.1,12
114/07/17,22,631,28.60,28.60,28.50,28.50,-0.1,12
114/07/16,45,"1,283",28.55,28.60,28.15,28.60,0.05,15
114/07/16,45,"1,283",28.55,28.60,28.15,28.60,0.05,15
114/07/15,19,549,28.45,28.65,28.45,28.55,0.1,16
114/07/15,19,549,28.45,28.65,28.45,28.55,0.1,16
114/07/14,28,790,27.90,28.55,27.90,28.45,0.55,19
114/07/14,28,790,27.90,28.55,27.90,28.45,0.55,19
114/07/11,51,"1,382",26.65,27.90,26.55,27.90,1.85,32
114/07/11,51,"1,382",26.65,27.90,26.55,27.90,1.85,32
114/07/10,5,140,26.25,26.25,26.05,26.05,-0.2,5
114/07/10,5,140,26.25,26.25,26.05,26.05,-0.2,5
114/07/09,1,30,26.25,26.25,26.25,26.25,0.0,3
114/07/09,1,30,26.25,26.25,26.25,26.25,0.0,3
114/07/08,0,0,--,--,--,--,0.0,3
114/07/08,0,0,--,--,--,--,0.0,3
114/07/07,1,27,26.35,26.35,26.35,26.35,-0.2,2
114/07/07,1,27,26.35,26.35,26.35,26.35,-0.2,2
114/07/04,1,27,26.55,26.55,26.55,26.55,0.0,1
114/07/04,1,27,26.55,26.55,26.55,26.55,0.0,1
114/07/03,19,507,26.50,26.90,26.50,26.55,0.0,7
114/07/03,19,507,26.50,26.90,26.50,26.55,0.0,7
114/07/02,0,3,--,--,--,--,0.0,3
114/07/02,0,3,--,--,--,--,0.0,3
114/07/01,4,107,26.90,26.90,26.55,26.55,0.1,6
114/07/01,4,107,26.90,26.90,26.55,26.55,0.1,6
114/06/30,10,250,25.70,26.45,25.70,26.45,-0.05,10
114/06/30,10,250,25.70,26.45,25.70,26.45,-0.05,10
114/06/27,0,0,--,--,--,--,0.0,0
114/06/27,0,0,--,--,--,--,0.0,0
114/06/26,1,27,26.50,26.50,26.50,26.50,0.2,2
114/06/26,1,27,26.50,26.50,26.50,26.50,0.2,2
114/06/25,9,244,26.50,26.90,26.30,26.30,0.0,9
114/06/25,9,244,26.50,26.90,26.30,26.30,0.0,9
114/06/24,7,185,26.50,26.50,26.00,26.30,-0.3,7
114/06/24,7,185,26.50,26.50,26.00,26.30,-0.3,7
114/06/23,0,6,--,--,--,--,0.0,2
114/06/23,0,6,--,--,--,--,0.0,2
114/06/20,22,583,26.75,26.80,26.15,26.60,0.7,15
114/06/20,22,583,26.75,26.80,26.15,26.60,0.7,15
