日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,28,888,31.50,31.50,31.30,31.45,-0.05,15,2025-08-22
114/08/21,100,"3,151",31.50,31.65,31.50,31.50,0.2,21,2025-08-21
114/08/20,17,527,31.20,31.40,31.20,31.30,-0.1,35,2025-08-20
114/08/19,6,195,31.30,31.50,31.30,31.40,-0.1,11,2025-08-19
114/08/18,28,884,31.70,31.75,31.35,31.50,-0.2,26,2025-08-18
114/08/15,30,967,31.70,31.70,31.70,31.70,0.0,13,2025-08-15
114/08/14,20,634,31.65,32.00,31.65,31.70,-0.15,27,2025-08-14
114/08/13,27,867,32.40,32.40,31.85,31.85,-0.15,37,2025-08-13
114/08/12,44,"1,391",32.35,32.35,31.75,32.00,-0.55,58,2025-08-12
114/08/11,25,821,32.50,33.00,32.50,32.55,-0.15,27,2025-08-11
114/08/08,12,403,33.10,33.10,32.50,32.70,0.0,19,2025-08-08
114/08/07,40,"1,318",33.00,33.05,32.60,32.70,-0.6,38,2025-08-07
114/08/06,12,399,33.10,33.40,33.10,33.30,0.25,11,2025-08-06
114/08/05,24,797,32.90,33.10,32.90,33.05,0.15,17,2025-08-05
114/08/04,9,295,32.70,32.90,32.70,32.90,0.2,9,2025-08-04
114/08/01,12,408,32.35,32.80,32.35,32.70,-0.15,20,2025-08-01
114/07/31,18,600,32.85,33.00,32.60,32.85,-0.05,23,2025-07-31
114/07/30,32,"1,051",33.10,33.10,32.15,32.90,-0.2,50,2025-07-30
114/07/29,44,"1,590",35.65,36.00,35.55,35.60,0.1,69,2025-07-29
114/07/28,4,136,35.85,35.85,35.50,35.50,-0.15,28,2025-07-28
114/07/25,28,997,35.55,35.90,35.25,35.65,0.15,30,2025-07-25
114/07/24,15,536,35.35,35.50,35.30,35.50,0.2,32,2025-07-24
114/07/23,86,"3,054",35.30,35.55,35.10,35.30,0.05,50,2025-07-23
114/07/22,36,"1,275",35.50,35.50,35.25,35.25,-0.25,22,2025-07-22
114/07/21,19,678,35.45,35.50,35.35,35.50,0.0,15,2025-07-21
114/07/18,22,783,35.65,35.65,35.50,35.50,-0.25,18,2025-07-18
114/07/17,17,623,35.85,35.85,35.70,35.75,-0.05,20,2025-07-17
114/07/16,12,433,35.80,36.55,35.45,35.80,-0.1,15,2025-07-16
114/07/15,7,258,36.30,36.70,35.70,35.90,-0.4,9,2025-07-15
114/07/14,15,549,36.40,36.70,36.20,36.30,-0.1,13,2025-07-14
114/07/11,93,"3,400",36.90,37.10,35.65,36.40,0.95,70,2025-07-11
114/07/10,19,676,35.50,35.80,35.45,35.45,-0.05,22,2025-07-10
114/07/09,19,673,35.50,35.50,35.30,35.50,0.1,18,2025-07-09
114/07/08,29,"1,032",35.50,35.70,35.15,35.40,-0.05,28,2025-07-08
114/07/07,44,"1,553",35.55,35.55,34.80,35.45,-0.1,32,2025-07-07
114/07/04,4,147,35.50,35.55,35.50,35.55,-0.1,8,2025-07-04
114/07/03,7,250,35.70,35.70,35.65,35.65,0.05,7,2025-07-03
114/07/02,49,"1,742",35.60,35.75,35.40,35.60,0.0,49,2025-07-02
114/07/01,7,250,35.60,35.60,35.45,35.60,0.4,8,2025-07-01
114/06/30,14,501,35.45,35.60,35.20,35.20,-0.5,19,2025-06-30
114/06/27,9,321,35.05,35.90,35.05,35.70,0.65,20,2025-06-27
