日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,272,"10,012",36.66,36.88,36.66,36.80,0.19,29,2025-08-22
114/08/21,231,"8,480",36.49,36.68,36.49,36.61,0.28,21,2025-08-21
114/08/20,224,"8,139",36.30,36.38,36.30,36.33,0.15,61,2025-08-20
114/08/19,215,"7,778",36.12,36.23,36.12,36.18,0.06,20,2025-08-19
114/08/18,231,"8,325",36.10,36.12,36.10,36.12,-0.04,32,2025-08-18
114/08/15,238,"8,670",36.29,36.39,36.29,36.36,0.08,23,2025-08-15
114/08/14,272,"9,849",36.28,36.29,36.20,36.28,-0.01,65,2025-08-14
114/08/13,278,"10,086",36.30,36.32,36.26,36.29,0.08,38,2025-08-13
114/08/12,217,"7,860",36.10,36.21,36.10,36.21,0.11,16,2025-08-12
114/08/11,420,"15,170",36.02,36.10,36.02,36.10,0.08,59,2025-08-11
114/08/08,300,"10,818",36.03,36.03,35.99,36.02,-0.01,34,2025-08-08
114/08/07,235,"8,449",36.08,36.08,36.00,36.03,-0.10,47,2025-08-07
114/08/06,287,"10,390",36.31,36.31,36.11,36.13,0.07,53,2025-08-06
114/08/05,208,"7,493",35.95,36.09,35.95,36.06,0.15,32,2025-08-05
114/08/04,235,"8,447",35.88,35.96,35.82,35.91,-0.21,29,2025-08-04
114/08/01,282,"10,174",36.18,36.18,36.09,36.12,0.04,85,2025-08-01
114/07/31,223,"8,053",35.95,36.08,35.95,36.08,0.23,13,2025-07-31
114/07/30,222,"7,960",35.73,35.85,35.73,35.85,0.05,51,2025-07-30
114/07/29,473,"16,898",35.64,35.80,35.62,35.80,0.23,51,2025-07-29
114/07/28,428,"15,224",35.45,35.57,35.45,35.57,0.16,41,2025-07-28
114/07/25,216,"7,668",35.30,35.45,35.30,35.41,0.17,20,2025-07-25
114/07/24,205,"7,216",35.28,35.28,35.24,35.24,-0.06,17,2025-07-24
114/07/23,209,"7,396",35.31,35.48,35.30,35.30,-0.02,24,2025-07-23
114/07/22,226,"7,986",35.30,35.32,35.30,35.32,0.01,19,2025-07-22
114/07/21,505,"17,847",35.21,35.33,35.18,35.31,0.09,162,2025-07-21
114/07/18,234,"8,225",35.23,35.25,35.22,35.22,0.02,36,2025-07-18
114/07/17,242,"8,533",35.25,35.25,35.20,35.20,0.11,31,2025-07-17
