日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,100,"2,945",29.45,29.45,29.45,29.45,0.03,2,2025-08-22
114/08/21,100,"2,942",29.42,29.42,29.42,29.42,0.21,2,2025-08-21
114/08/20,100,"2,921",29.21,29.21,29.21,29.21,0.25,3,2025-08-20
114/08/19,101,"2,925",29.00,29.00,28.96,28.96,-0.13,3,2025-08-19
114/08/18,100,"2,909",29.09,29.09,29.09,29.09,-0.1,2,2025-08-18
114/08/15,100,"2,930",29.30,29.30,29.30,29.30,0.03,2,2025-08-15
114/08/14,100,"2,927",29.27,29.27,29.27,29.27,0.18,3,2025-08-14
114/08/13,100,"2,909",29.09,29.09,29.09,29.09,0.07,2,2025-08-13
114/08/12,100,"2,902",29.02,29.02,29.02,29.02,0.07,2,2025-08-12
114/08/11,100,"2,895",28.95,28.95,28.95,28.95,-0.09,2,2025-08-11
114/08/08,100,"2,905",29.04,29.04,29.04,29.04,0.08,3,2025-08-08
114/08/07,100,"2,896",28.96,28.96,28.96,28.96,-0.17,2,2025-08-07
114/08/06,100,"2,913",29.13,29.13,29.13,29.13,0.03,2,2025-08-06
114/08/05,100,"2,911",29.10,29.10,29.10,29.10,0.33,3,2025-08-05
114/08/04,100,"2,877",28.77,28.77,28.77,28.77,-0.01,2,2025-08-04
114/08/01,100,"2,879",28.78,28.78,28.78,28.78,-0.08,4,2025-08-01
114/07/31,100,"2,886",28.86,28.86,28.86,28.86,0.16,2,2025-07-31
114/07/30,102,"2,928",28.64,28.70,28.64,28.70,0.32,6,2025-07-30
114/07/29,100,"2,838",28.38,28.38,28.38,28.38,0.09,2,2025-07-29
114/07/28,100,"2,830",28.29,28.29,28.29,28.29,0.15,3,2025-07-28
114/07/25,100,"2,814",28.14,28.14,28.14,28.14,0.2,2,2025-07-25
114/07/24,100,"2,794",27.94,27.94,27.94,27.94,-0.01,2,2025-07-24
114/07/23,221,"6,178",27.96,27.96,27.95,27.95,-0.12,15,2025-07-23
114/07/22,100,"2,807",28.07,28.07,28.07,28.07,0.19,2,2025-07-22
114/07/21,100,"2,788",27.88,27.88,27.88,27.88,-0.04,2,2025-07-21
114/07/18,100,"2,792",27.92,27.92,27.92,27.92,0.23,2,2025-07-18
114/07/17,100,"2,769",27.69,27.69,27.69,27.69,0.01,2,2025-07-17
114/07/16,100,"2,768",27.68,27.68,27.68,27.68,-0.04,2,2025-07-16
114/07/15,100,"2,783",27.83,27.83,27.83,27.83,0.08,2,2025-07-15
114/07/14,100,"2,778",27.75,27.75,27.75,27.75,-0.3,3,2025-07-14
114/07/11,100,"2,805",28.05,28.05,28.05,28.05,-0.04,2,2025-07-11
