日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,102,"3,098",30.44,30.48,30.44,30.48,0.04,7,2025-08-22
114/08/21,108,"3,476",30.29,30.49,30.29,30.44,0.15,32,2025-08-21
114/08/20,108,"3,316",30.10,30.29,30.10,30.29,0.23,20,2025-08-20
114/08/19,102,"3,067",30.05,30.06,30.05,30.06,0.06,17,2025-08-19
114/08/18,105,"3,163",30.01,30.01,30.00,30.00,-0.05,9,2025-08-18
114/08/15,103,"3,095",30.05,30.05,30.05,30.05,0.12,5,2025-08-15
114/08/14,102,"3,055",29.96,29.96,29.93,29.93,0.12,4,2025-08-14
114/08/13,101,"3,023",29.73,29.81,29.73,29.81,0.11,9,2025-08-13
114/08/12,112,"7,313",29.73,29.73,29.69,29.70,0.09,12,2025-08-12
114/08/11,110,"3,408",29.69,29.69,29.46,29.61,0.04,52,2025-08-11
114/08/08,104,"3,195",29.44,29.57,29.44,29.57,0.13,10,2025-08-08
114/08/07,108,"3,186",29.59,29.59,29.44,29.44,-0.15,8,2025-08-07
114/08/06,103,"3,036",29.54,29.60,29.54,29.59,0.05,10,2025-08-06
114/08/05,103,"7,027",29.43,29.55,29.43,29.54,0.30,10,2025-08-05
114/08/04,105,"3,064",29.30,29.30,29.16,29.24,-0.15,22,2025-08-04
114/08/01,106,"5,118",29.37,29.39,29.30,29.39,0.01,18,2025-08-01
114/07/31,115,"4,035",29.14,29.38,29.14,29.38,0.24,18,2025-07-31
114/07/30,125,"3,958",28.97,29.14,28.97,29.14,0.24,21,2025-07-30
114/07/29,103,"2,980",28.78,28.91,28.78,28.90,0.19,11,2025-07-29
114/07/28,115,"3,301",28.63,28.71,28.63,28.71,0.12,11,2025-07-28
114/07/25,109,"5,880",28.47,28.61,28.47,28.59,0.18,24,2025-07-25
114/07/24,103,"2,994",28.35,28.44,28.35,28.41,0.06,27,2025-07-24
114/07/23,118,"3,346",28.41,28.45,28.34,28.35,-0.06,16,2025-07-23
114/07/22,106,"3,006",28.36,28.42,28.36,28.41,0.10,15,2025-07-22
114/07/21,103,"3,023",28.30,28.31,28.20,28.31,0.00,20,2025-07-21
114/07/18,103,"2,913",28.18,28.31,28.18,28.31,0.14,17,2025-07-18
