日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,490,"234,063",481.50,484.00,472.0,472.50,-11.0,"2,306",2025-08-22
114/08/21,483,"234,140",489.00,489.50,482.5,483.50,-1.5,"1,710",2025-08-21
114/08/20,876,"428,591",491.50,498.00,485.0,485.00,-7.0,"2,311",2025-08-20
114/08/19,589,"291,728",502.00,504.00,491.5,492.00,-5.0,"1,706",2025-08-19
114/08/18,437,"217,766",502.00,505.00,495.5,497.00,-5.0,"1,496",2025-08-18
114/08/15,512,"259,292",516.00,519.00,502.0,502.00,-12.0,"2,123",2025-08-15
114/08/14,478,"246,731",513.00,523.00,509.0,514.00,2.0,970,2025-08-14
114/08/13,"1,053","544,682",512.00,525.00,510.0,512.00,7.0,"1,879",2025-08-13
114/08/12,396,"199,846",504.00,509.00,498.5,505.00,6.0,817,2025-08-12
114/08/11,489,"243,640",505.00,505.00,493.5,499.00,-4.0,"1,485",2025-08-11
114/08/08,626,"318,702",517.00,523.00,503.0,503.00,-13.0,"1,853",2025-08-08
114/08/07,"1,628","843,537",502.00,527.00,502.0,516.00,23.5,"2,617",2025-08-07
114/08/06,849,"420,566",504.00,504.00,491.0,492.50,-16.5,"2,785",2025-08-06
114/08/05,547,"280,436",513.00,516.00,509.0,509.00,6.0,"1,035",2025-08-05
114/08/04,355,"177,700",498.50,504.00,497.0,503.00,-4.0,"1,295",2025-08-04
114/08/01,570,"286,100",488.00,510.00,483.5,507.00,9.0,"1,445",2025-08-01
114/07/31,468,"233,733",500.00,505.00,497.0,498.00,0.0,"1,162",2025-07-31
114/07/30,716,"358,770",509.00,512.00,496.0,498.00,-8.0,"2,086",2025-07-30
114/07/29,576,"293,893",518.00,520.00,505.0,506.00,-14.0,"1,953",2025-07-29
114/07/28,412,"213,708",518.00,523.00,513.0,520.00,3.0,798,2025-07-28
114/07/25,527,"274,439",519.00,527.00,516.0,517.00,-2.0,984,2025-07-25
114/07/24,573,"297,521",525.00,525.00,514.0,519.00,0.0,"1,571",2025-07-24
114/07/23,746,"387,832",520.00,526.00,514.0,519.00,4.0,"1,362",2025-07-23
114/07/22,"2,818","1,515,857",536.00,562.00,515.0,515.00,-5.0,"4,525",2025-07-22
114/07/21,348,"180,739",520.00,525.00,514.0,520.00,-3.0,891,2025-07-21
114/07/18,569,"298,959",532.00,532.00,518.0,523.00,-3.0,"1,194",2025-07-18
114/07/17,632,"329,819",520.00,527.00,516.0,526.00,13.0,"1,110",2025-07-17
114/07/16,813,"423,201",512.00,530.00,512.0,513.00,2.0,"1,499",2025-07-16
114/07/15,431,"221,060",511.00,517.00,509.0,511.00,0.0,"1,028",2025-07-15
114/07/14,973,"502,304",535.00,535.00,510.0,511.00,-25.0,"2,683",2025-07-14
114/07/11,"1,346","723,746",528.00,547.00,528.0,536.00,6.0,"2,541",2025-07-11
114/07/10,"1,659","877,339",504.00,542.00,503.0,530.00,30.0,"3,163",2025-07-10
114/07/09,520,"260,669",504.00,506.00,497.5,500.00,6.0,"1,099",2025-07-09
114/07/08,562,"276,983",498.50,498.50,487.5,494.00,-6.0,"1,686",2025-07-08
114/07/07,413,"207,816",509.00,510.00,499.5,500.00,-8.0,"1,214",2025-07-07
114/07/04,950,"491,254",531.00,533.00,508.0,508.00,-20.0,"2,635",2025-07-04
114/07/03,"1,342","719,650",553.00,554.00,528.0,528.00,-20.0,"2,793",2025-07-03
114/07/02,"1,644","903,262",531.00,563.00,523.0,548.00,21.0,"2,779",2025-07-02
114/07/01,448,"237,241",526.00,537.00,525.0,527.00,4.0,902,2025-07-01
114/06/30,718,"384,267",540.00,551.00,524.0,525.00,-6.0,"1,389",2025-06-30
114/06/27,"1,235","668,534",531.00,553.00,526.0,531.00,5.0,"2,237",2025-06-27
114/06/26,396,"211,815",546.00,546.00,526.0,526.00,-13.0,"1,152",2025-06-26
