日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/07/01,313,"19,427",62.30,62.80,61.60,62.10,0.70,295
114/07/02,366,"23,146",62.10,63.80,62.10,63.80,1.70,332
114/07/03,168,"10,702",63.80,64.00,63.50,64.00,0.20,172
114/07/04,275,"17,323",63.70,64.50,62.40,62.40,-1.60,450
114/06/02,320,"19,851",62.80,63.00,61.50,61.50,-1.40,250
114/06/03,208,"12,898",61.80,62.40,61.70,61.90,0.40,174
114/06/04,355,"22,344",62.50,63.80,61.80,63.60,1.70,287
114/06/05,122,"7,773",63.90,63.90,63.20,63.40,-0.20,165
114/06/06,202,"12,847",64.20,64.20,63.00,63.70,0.30,174
114/06/09,151,"9,514",63.80,63.80,62.80,63.10,-0.60,132
114/06/10,289,"18,020",62.70,62.90,62.00,62.00,-1.10,297
114/06/11,265,"16,440",62.00,62.50,61.60,61.80,-0.20,231
114/06/12,249,"15,569",62.40,63.20,62.10,62.80,1.00,222
114/06/13,693,"43,731",62.80,64.30,61.90,62.10,-0.70,547
114/06/16,308,"18,866",62.00,62.00,60.80,61.10,-1.00,291
114/06/17,216,"13,209",61.30,61.70,60.80,60.90,-0.20,216
114/06/18,185,"11,242",61.80,61.80,60.60,60.60,-0.30,196
114/06/19,383,"22,914",60.60,60.80,59.40,59.60,-1.00,378
114/06/20,"2,854","184,500",60.10,65.50,60.10,65.50,5.90,"2,238"
114/06/23,"4,077","261,077",66.00,66.70,61.70,62.60,-2.90,"2,868"
114/06/24,812,"51,498",62.80,64.10,62.80,64.10,1.50,791
114/06/25,505,"32,489",64.90,64.90,63.60,64.00,-0.10,445
114/06/26,352,"22,577",64.50,64.60,63.60,63.60,-0.40,336
114/06/27,359,"22,563",63.30,63.70,62.10,62.80,-0.80,548
114/06/30,445,"27,589",62.90,63.00,61.40,61.40,-1.40,371
114/05/02,291,"18,571",64.00,64.10,63.40,63.40,-0.10,244
114/05/05,260,"16,085",63.40,63.60,60.40,61.70,-1.70,814
114/05/06,185,"11,428",61.40,62.70,61.20,61.50,-0.20,177
114/05/07,198,"12,057",61.50,61.60,60.80,60.80,-0.70,210
114/05/08,138,"8,448",60.20,61.90,60.20,61.20,0.40,200
114/05/09,128,"7,919",62.00,62.00,61.30,61.90,0.70,132
114/05/12,343,"21,465",62.20,63.00,62.00,62.40,0.50,282
114/05/13,402,"24,892",63.50,63.80,61.20,61.70,-0.70,822
114/05/14,809,"51,576",62.30,65.40,62.30,64.50,2.80,605
114/05/15,340,"21,676",64.20,64.40,63.30,63.30,-1.20,302
114/05/16,181,"11,429",64.00,64.00,62.80,63.00,-0.30,156
114/05/19,"1,122","74,630",63.00,68.40,63.00,65.90,2.90,"1,133"
114/05/20,518,"33,700",66.10,66.30,64.20,64.50,-1.40,634
114/05/21,199,"12,797",64.70,65.00,64.20,64.40,-0.10,181
114/05/22,329,"21,192",65.00,66.00,63.60,63.70,-0.70,300
114/05/23,178,"11,365",64.00,64.30,63.30,63.60,-0.10,178
114/05/26,223,"14,113",63.60,63.90,63.10,63.10,-0.50,167
114/05/27,264,"16,754",63.50,64.30,62.70,62.90,-0.20,215
114/05/28,205,"12,976",63.00,64.10,63.00,63.20,0.30,169
114/05/29,262,"16,498",63.40,64.10,62.80,62.90,-0.30,242
114/04/01,224,"16,050",71.00,72.70,70.70,72.00,2.20,214
114/04/02,143,"10,319",72.00,72.60,71.30,72.10,0.10,149
114/04/07,136,"8,832",64.90,64.90,64.90,64.90,-7.20,193
114/04/08,"1,622","95,675",59.20,61.50,58.50,58.50,-6.40,"1,044"
114/04/09,"1,269","68,832",55.60,57.80,52.70,52.70,-5.80,960
114/04/10,503,"28,945",57.00,57.90,57.00,57.90,5.20,339
114/04/11,649,"37,919",56.50,60.50,54.90,60.50,2.60,592
114/04/14,471,"29,067",60.90,62.20,60.90,62.00,1.50,398
114/04/15,355,"22,341",61.50,63.50,61.30,63.50,1.50,313
114/04/16,324,"20,154",63.50,63.50,61.60,62.10,-1.40,478
114/04/17,205,"12,855",61.20,63.70,61.20,63.20,1.10,206
114/04/18,131,"8,261",63.60,63.60,62.50,63.00,-0.20,162
114/04/21,252,"15,436",63.00,63.00,60.50,60.50,-2.50,354
114/04/22,295,"17,960",60.20,61.80,59.90,61.00,0.50,291
114/04/23,208,"12,971",62.00,63.30,61.90,62.00,1.00,259
114/04/24,193,"11,814",61.60,62.00,60.70,61.50,-0.50,282
114/04/25,251,"15,474",61.60,62.50,61.20,61.30,-0.20,262
114/04/28,349,"21,577",61.50,62.30,61.00,62.00,0.70,400
114/04/29,345,"21,718",62.50,63.50,62.40,63.10,1.10,317
114/04/30,314,"19,994",63.50,64.40,62.80,63.50,0.40,322
114/03/03,280,"21,868",78.60,78.80,77.40,78.10,-0.90,294
114/03/04,253,"19,656",77.50,78.30,76.80,77.90,-0.20,448
114/03/05,220,"17,205",77.80,78.60,77.80,77.80,-0.10,422
114/03/06,230,"17,886",78.00,78.30,77.50,77.60,-0.20,315
114/03/07,354,"27,288",77.10,78.20,76.20,76.40,-1.20,401
114/03/10,307,"23,369",76.10,77.30,75.30,76.70,0.30,316
114/03/11,426,"31,792",75.00,76.30,73.00,75.50,-1.20,396
114/03/12,223,"16,968",75.50,76.70,75.50,75.80,0.30,241
114/03/13,223,"16,749",75.80,76.10,74.50,74.80,-1.00,387
114/03/14,192,"14,365",74.80,75.70,74.20,75.60,0.80,186
114/03/17,112,"8,499",75.70,76.40,75.60,76.20,0.60,282
114/03/18,236,"18,091",75.80,77.20,75.80,77.20,1.00,247
114/03/19,190,"14,575",77.10,77.50,76.10,76.70,-0.50,286
114/03/20,225,"17,427",76.90,78.40,76.60,78.30,1.60,232
114/03/21,149,"11,641",78.50,78.60,77.90,78.30,0.00,160
114/03/24,352,"27,207",78.20,78.20,76.70,76.70,-1.60,457
114/03/25,242,"18,794",78.00,78.10,77.00,77.80,1.10,189
114/03/26,177,"13,833",77.90,78.50,77.80,78.00,0.20,181
114/03/27,166,"12,900",78.90,78.90,77.10,77.20,-0.80,186
114/03/28,353,"26,361",77.20,77.20,73.60,74.50,-2.70,671
114/03/31,666,"47,218",73.70,73.70,69.60,69.80,-4.70,791
114/02/03,"1,162","93,423",78.50,81.60,78.00,81.40,0.90,"1,203"
114/02/04,506,"40,755",80.60,81.10,79.80,81.00,-0.40,592
114/02/05,544,"44,097",81.20,81.60,80.30,80.90,-0.10,688
114/02/06,468,"38,089",80.90,81.60,80.60,81.60,0.70,417
114/02/07,794,"66,018",82.10,84.00,81.80,83.50,1.90,"1,202"
