日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,102,"4,973",49.00,49.00,48.79,48.79,0.00,11,2025-08-22
114/08/21,100,"4,881",48.79,48.79,48.79,48.79,0.36,12,2025-08-21
114/08/20,100,"4,843",48.43,48.43,48.43,48.43,0.38,5,2025-08-20
114/08/19,100,"4,805",48.05,48.05,48.05,48.05,-0.11,5,2025-08-19
114/08/18,100,"4,882",48.73,48.73,48.73,48.73,-0.21,24,2025-08-18
114/08/15,100,"4,895",48.94,48.94,48.94,48.94,0.04,5,2025-08-15
114/08/14,101,"4,942",48.96,48.96,48.90,48.90,0.40,6,2025-08-14
114/08/13,100,"4,854",48.50,48.50,48.50,48.50,0.01,7,2025-08-13
114/08/12,100,"4,849",48.49,48.49,48.49,48.49,0.09,3,2025-08-12
114/08/11,100,"4,840",48.40,48.40,48.40,48.40,-0.10,3,2025-08-11
114/08/08,100,"4,850",48.50,48.50,48.50,48.50,0.06,2,2025-08-08
114/08/07,100,"4,844",48.44,48.44,48.44,48.44,-0.30,2,2025-08-07
114/08/06,100,"4,884",48.74,48.74,48.74,48.74,0.02,9,2025-08-06
114/08/05,101,"4,922",48.72,48.72,48.72,48.72,0.50,5,2025-08-05
114/08/04,100,"4,823",48.22,48.22,48.22,48.22,-0.06,4,2025-08-04
114/08/01,100,"4,828",48.28,48.28,48.28,48.28,-0.04,2,2025-08-01
114/07/31,100,"4,835",48.32,48.32,48.32,48.32,0.25,3,2025-07-31
114/07/30,100,"4,807",48.07,48.07,48.07,48.07,0.70,2,2025-07-30
114/07/29,101,"4,794",47.47,47.47,47.37,47.37,0.11,3,2025-07-29
114/07/28,100,"4,726",47.26,47.26,47.26,47.26,0.11,2,2025-07-28
114/07/25,103,"4,858",47.03,47.15,47.03,47.15,0.38,5,2025-07-25
114/07/24,100,"4,677",46.77,46.77,46.77,46.77,-0.10,2,2025-07-24
114/07/23,100,"4,689",46.87,46.87,46.87,46.87,-0.05,5,2025-07-23
114/07/22,100,"4,692",46.92,46.92,46.92,46.92,0.30,2,2025-07-22
114/07/21,100,"4,665",46.62,46.62,46.62,46.62,0.10,3,2025-07-21
114/07/18,100,"4,652",46.52,46.52,46.52,46.52,0.28,2,2025-07-18
114/07/17,100,"4,624",46.24,46.24,46.24,46.24,0.00,2,2025-07-17
114/07/16,100,"4,629",46.24,46.24,46.24,46.24,-0.10,4,2025-07-16
114/07/15,100,"4,635",46.34,46.34,46.34,46.34,0.04,3,2025-07-15
114/07/14,100,"4,630",46.30,46.30,46.30,46.30,-0.36,3,2025-07-14
114/07/11,100,"4,666",46.66,46.66,46.66,46.66,-0.08,2,2025-07-11
114/07/10,100,"4,674",46.74,46.74,46.74,46.74,0.49,2,2025-07-10
114/07/09,100,"4,625",46.25,46.25,46.25,46.25,-0.14,2,2025-07-09
114/07/08,101,"4,685",46.46,46.46,46.39,46.39,-0.19,3,2025-07-08
114/07/07,102,"4,752",46.54,46.58,46.54,46.58,0.11,5,2025-07-07
114/07/04,101,"4,694",46.61,46.61,46.47,46.47,-0.33,3,2025-07-04
114/07/03,100,"4,680",46.80,46.80,46.80,46.80,-0.30,2,2025-07-03
114/07/02,100,"4,710",47.10,47.10,47.10,47.10,-0.09,2,2025-07-02
114/07/01,101,"4,778",47.41,47.41,47.19,47.19,0.72,4,2025-07-01
114/06/30,100,"4,647",46.47,46.47,46.47,46.47,0.17,2,2025-06-30
114/06/27,100,"4,630",46.30,46.30,46.30,46.30,-0.30,2,2025-06-27
114/06/26,100,"4,660",46.60,46.60,46.60,46.60,-0.44,2,2025-06-26
114/06/25,100,"4,705",47.04,47.04,47.04,47.04,0.10,3,2025-06-25
114/06/24,100,"4,694",46.94,46.94,46.94,46.94,-0.13,2,2025-06-24
114/06/23,100,"4,707",47.07,47.07,47.07,47.07,0.37,2,2025-06-23
114/06/20,100,"4,670",46.70,46.70,46.70,46.70,-0.16,2,2025-06-20
114/06/19,100,"4,686",46.86,46.86,46.86,46.86,0.12,2,2025-06-19
114/06/18,100,"4,674",46.74,46.74,46.74,46.74,0.19,2,2025-06-18
114/06/17,100,"4,655",46.55,46.55,46.55,46.55,-0.19,2,2025-06-17
114/06/16,112,"5,216",47.00,47.00,46.74,46.74,-0.46,13,2025-06-16
114/06/13,100,"4,720",47.20,47.20,47.20,47.20,0.11,2,2025-06-13
114/06/12,100,"4,709",47.09,47.09,47.09,47.09,0.09,2,2025-06-12
114/06/11,101,"4,747",47.00,47.00,47.00,47.00,0.18,3,2025-06-11
114/06/10,105,"4,924",46.90,46.90,46.82,46.82,0.08,5,2025-06-10
114/06/09,106,"4,955",46.88,46.88,46.74,46.74,-0.26,4,2025-06-09
114/06/06,100,"4,700",47.00,47.00,47.00,47.00,0.00,2,2025-06-06
114/06/05,202,"9,478",46.99,47.01,46.99,47.00,0.27,6,2025-06-05
114/06/04,120,"5,605",46.70,46.73,46.70,46.73,0.28,4,2025-06-04
114/06/03,100,"4,645",46.45,46.45,46.45,46.45,0.01,2,2025-06-03
114/06/02,110,"5,105",45.78,46.44,45.78,46.44,0.19,5,2025-06-02
114/05/29,100,"4,625",46.25,46.25,46.25,46.25,0.11,4,2025-05-29
114/05/28,100,"4,614",46.14,46.14,46.14,46.14,0.44,2,2025-05-28
114/05/27,102,"4,645",45.51,45.70,45.51,45.70,0.51,6,2025-05-27
114/05/26,100,"4,519",45.19,45.19,45.19,45.19,-0.48,3,2025-05-26
114/05/23,202,"9,259",45.86,45.86,45.67,45.67,0.30,12,2025-05-23
114/05/22,39,"1,770",45.33,45.38,45.33,45.37,-0.85,8,2025-05-22
114/05/21,127,"5,899",46.29,46.33,46.22,46.22,-0.69,18,2025-05-21
114/05/20,101,"4,804",47.49,47.52,47.49,47.52,0.47,10,2025-05-20
114/05/19,102,"4,797",46.97,47.05,46.95,47.05,-0.35,10,2025-05-19
114/05/16,101,"4,788",47.24,47.40,47.24,47.40,0.35,4,2025-05-16
114/05/15,101,"4,758",47.02,47.05,47.02,47.05,-0.52,16,2025-05-15
114/05/14,101,"4,804",47.53,47.57,47.53,47.57,0.09,9,2025-05-14
114/05/13,103,"4,896",47.38,47.48,47.38,47.48,0.46,11,2025-05-13
114/05/12,101,"4,749",47.02,47.02,47.02,47.02,0.04,5,2025-05-12
114/05/09,195,"9,193",47.30,47.30,46.98,46.98,-0.07,15,2025-05-09
114/05/08,101,"4,767",47.14,47.14,47.05,47.05,0.22,5,2025-05-08
114/05/07,104,"4,877",46.87,46.87,46.83,46.83,0.60,7,2025-05-07
114/05/06,108,"5,003",46.14,46.23,46.14,46.23,0.56,11,2025-05-06
114/05/05,230,"10,586",46.41,46.56,45.67,45.67,-3.13,58,2025-05-05
114/05/02,202,"9,895",49.22,49.22,48.76,48.80,-2.20,18,2025-05-02
114/04/30,100,"5,100",51.00,51.00,51.00,51.00,-0.35,2,2025-04-30
114/04/29,100,"5,135",51.35,51.35,51.35,51.35,-0.30,3,2025-04-29
114/04/28,100,"5,166",51.65,51.65,51.65,51.65,0.65,4,2025-04-28
114/04/25,101,"5,166",51.15,51.15,51.00,51.00,0.25,3,2025-04-25
114/04/24,100,"5,075",50.75,50.75,50.75,50.75,0.05,3,2025-04-24
114/04/23,103,"5,236",50.40,50.75,50.40,50.70,0.88,10,2025-04-23
114/04/22,100,"4,982",49.82,49.82,49.82,49.82,-0.48,3,2025-04-22
114/04/21,101,"5,080",50.05,50.30,50.05,50.30,-0.45,4,2025-04-21
114/04/18,100,"5,076",50.75,50.75,50.75,50.75,0.00,5,2025-04-18
114/04/17,100,"5,075",50.75,50.75,50.75,50.75,0.40,2,2025-04-17
114/04/16,200,"10,076",50.35,50.35,50.35,50.35,0.15,7,2025-04-16
114/04/15,51,"2,559",50.15,50.20,50.15,50.20,0.82,12,2025-04-15
114/04/14,101,"4,992",49.45,49.45,49.38,49.38,-0.07,4,2025-04-14
114/04/11,101,"4,994",49.45,49.45,49.45,49.45,-1.40,3,2025-04-11
114/04/10,378,"19,186",50.65,50.85,50.60,50.85,0.89,52,2025-04-10
114/04/09,0,16,--,--,--,--,0.00,2,2025-04-09
114/04/08,200,"10,323",51.60,51.60,51.60,51.60,-0.85,8,2025-04-08
114/04/07,36,"1,927",53.80,53.80,52.45,52.45,-1.40,7,2025-04-07
114/04/02,101,"5,454",54.00,54.00,53.85,53.85,-0.05,3,2025-04-02
114/04/01,100,"5,391",53.90,53.90,53.90,53.90,0.15,3,2025-04-01
114/03/31,103,"5,541",53.80,53.80,53.75,53.75,0.55,4,2025-03-31
114/03/28,101,"5,373",53.20,53.20,53.20,53.20,0.00,3,2025-03-28
114/03/27,100,"5,320",53.20,53.20,53.20,53.20,-0.25,2,2025-03-27
114/03/26,100,"5,345",53.45,53.45,53.45,53.45,-0.10,2,2025-03-26
114/03/25,100,"5,358",53.55,53.55,53.55,53.55,-0.20,7,2025-03-25
114/03/24,100,"5,375",53.75,53.75,53.75,53.75,-0.25,2,2025-03-24
114/03/21,150,"8,131",54.05,54.05,53.95,54.00,-0.10,7,2025-03-21
114/03/20,101,"5,474",54.20,54.20,54.10,54.10,0.45,3,2025-03-20
114/03/19,101,"5,419",53.60,53.65,53.60,53.65,0.05,3,2025-03-19
114/03/18,100,"5,368",53.60,53.60,53.60,53.60,0.25,4,2025-03-18
114/03/17,100,"5,335",53.35,53.35,53.35,53.35,0.20,2,2025-03-17
114/03/14,100,"5,323",53.15,53.15,53.15,53.15,0.15,4,2025-03-14
114/03/13,126,"6,693",53.10,53.10,53.00,53.00,-0.15,7,2025-03-13
114/03/12,100,"5,316",53.15,53.15,53.15,53.15,-0.70,3,2025-03-12
114/03/11,100,"5,385",53.85,53.85,53.85,53.85,0.20,2,2025-03-11
114/03/10,100,"5,366",53.65,53.65,53.65,53.65,-0.15,3,2025-03-10
114/03/07,100,"5,380",53.80,53.80,53.80,53.80,0.35,2,2025-03-07
114/03/06,100,"5,347",53.45,53.45,53.45,53.45,-0.15,3,2025-03-06
114/03/05,101,"5,414",53.75,53.75,53.60,53.60,-0.55,3,2025-03-05
114/03/04,102,"5,562",54.30,54.50,54.15,54.15,0.20,6,2025-03-04
114/03/03,106,"5,750",54.00,54.00,53.95,53.95,0.05,8,2025-03-03
114/02/27,100,"5,391",53.90,53.90,53.90,53.90,0.15,3,2025-02-27
114/02/26,102,"5,483",53.65,53.75,53.65,53.75,0.40,5,2025-02-26
114/02/25,100,"5,335",53.35,53.35,53.35,53.35,0.45,3,2025-02-25
114/02/24,101,"5,351",52.95,52.95,52.90,52.90,0.10,10,2025-02-24
114/02/21,101,"5,328",52.75,52.80,52.75,52.80,0.10,5,2025-02-21
114/02/20,100,"5,270",52.70,52.70,52.70,52.70,0.15,3,2025-02-20
114/02/19,102,"5,361",52.65,52.65,52.55,52.55,-0.30,8,2025-02-19
114/02/18,105,"5,614",53.40,53.50,53.40,53.45,0.05,12,2025-02-18
114/02/17,105,"5,615",53.45,53.45,53.40,53.40,0.05,7,2025-02-17
114/02/14,101,"5,388",53.45,53.45,53.35,53.35,0.45,3,2025-02-14
114/02/13,101,"5,346",52.95,52.95,52.90,52.90,-0.30,6,2025-02-13
114/02/12,101,"5,373",53.30,53.30,53.20,53.20,-0.25,3,2025-02-12
114/02/11,101,"5,398",53.50,53.50,53.45,53.45,0.05,3,2025-02-11
114/02/10,104,"5,560",53.50,53.50,53.40,53.40,-0.40,5,2025-02-10
114/02/07,101,"5,434",53.90,53.90,53.80,53.80,-0.15,3,2025-02-07
114/02/06,101,"5,451",54.00,54.00,53.95,53.95,0.65,5,2025-02-06
114/02/05,101,"5,389",53.35,53.35,53.30,53.30,0.20,4,2025-02-05
114/02/04,116,"6,161",53.25,53.25,53.10,53.10,-0.65,7,2025-02-04
114/02/03,110,"5,889",53.50,53.80,53.50,53.75,0.60,10,2025-02-03
114/01/22,100,"5,315",53.15,53.15,53.15,53.15,0.00,3,2025-01-22
114/01/21,100,"5,318",53.15,53.15,53.15,53.15,0.40,3,2025-01-21
114/01/20,100,"5,278",52.75,52.75,52.75,52.75,-0.10,4,2025-01-20
114/01/17,101,"5,341",52.80,52.85,52.80,52.85,0.20,5,2025-01-17
114/01/16,112,"5,906",52.60,52.75,52.60,52.65,0.55,4,2025-01-16
114/01/15,135,"7,030",51.90,52.10,51.90,52.10,-0.10,7,2025-01-15
114/01/14,100,"5,229",52.20,52.20,52.20,52.20,0.05,5,2025-01-14
114/01/13,100,"5,216",52.15,52.15,52.15,52.15,0.00,4,2025-01-13
114/01/10,104,"5,422",51.60,52.15,51.60,52.15,-0.15,5,2025-01-10
114/01/09,120,"6,276",52.30,52.30,52.30,52.30,0.25,25,2025-01-09
114/01/08,104,"5,392",51.90,52.05,51.90,52.05,-0.40,7,2025-01-08
114/01/07,102,"5,355",52.30,52.45,52.30,52.45,-0.40,6,2025-01-07
114/01/06,100,"5,285",52.85,52.85,52.85,52.85,-0.35,2,2025-01-06
114/01/03,100,"5,320",53.20,53.20,53.20,53.20,0.30,2,2025-01-03
114/01/02,100,"5,295",52.90,52.90,52.90,52.90,-0.30,6,2025-01-02
113/12/31,111,"5,905",52.80,53.25,52.80,53.20,0.60,9,2024-12-31
113/12/30,101,"5,323",52.35,52.60,52.35,52.60,-0.30,8,2024-12-30
113/12/27,103,"5,459",53.00,53.00,52.90,52.90,0.25,3,2024-12-27
113/12/26,102,"5,355",52.75,52.75,52.65,52.65,-0.20,5,2024-12-26
113/12/25,100,"5,285",52.85,52.85,52.85,52.85,0.10,4,2024-12-25
113/12/24,100,"5,275",52.75,52.75,52.75,52.75,-0.20,2,2024-12-24
113/12/23,101,"5,343",52.90,52.95,52.90,52.95,0.20,3,2024-12-23
113/12/20,100,"5,275",52.75,52.75,52.75,52.75,-0.40,3,2024-12-20
113/12/19,101,"5,368",53.20,53.20,53.15,53.15,-0.55,3,2024-12-19
113/12/18,100,"5,370",53.70,53.70,53.70,53.70,0.00,2,2024-12-18
113/12/17,125,"6,728",53.75,53.85,53.70,53.70,-0.20,15,2024-12-17
113/12/16,101,"5,449",53.80,53.90,53.80,53.90,-0.15,6,2024-12-16
113/12/13,103,"5,578",54.00,54.10,54.00,54.05,-0.35,7,2024-12-13
113/12/12,100,"5,441",54.40,54.40,54.40,54.40,-0.30,3,2024-12-12
113/12/11,121,"6,619",54.75,54.75,54.70,54.70,-0.20,5,2024-12-11
113/12/10,100,"5,491",54.90,54.90,54.90,54.90,-0.25,3,2024-12-10
113/12/09,100,"5,515",55.15,55.15,55.15,55.15,0.20,2,2024-12-09
113/12/06,101,"5,560",55.00,55.00,54.95,54.95,0.10,4,2024-12-06
113/12/05,100,"5,489",54.85,54.85,54.85,54.85,0.15,7,2024-12-05
113/12/04,103,"5,644",54.80,54.80,54.70,54.70,-0.35,5,2024-12-04
113/12/03,104,"5,751",55.00,55.25,55.00,55.05,0.05,11,2024-12-03
113/12/02,100,"5,504",55.00,55.00,55.00,55.00,0.50,5,2024-12-02
113/11/29,132,"7,201",54.50,54.55,54.50,54.50,0.05,22,2024-11-29
113/11/28,100,"5,449",54.45,54.45,54.45,54.45,0.25,4,2024-11-28
113/11/27,100,"5,420",54.20,54.20,54.20,54.20,0.05,2,2024-11-27
113/11/26,100,"5,415",54.15,54.15,54.15,54.15,0.45,2,2024-11-26
113/11/25,100,"5,370",53.70,53.70,53.70,53.70,0.15,2,2024-11-25
113/11/22,118,"6,313",53.50,53.55,53.30,53.55,0.10,8,2024-11-22
113/11/21,100,"5,354",53.45,53.45,53.45,53.45,0.00,6,2024-11-21
113/11/20,110,"5,870",53.35,53.45,53.35,53.45,0.05,8,2024-11-20
113/11/19,100,"5,340",53.40,53.40,53.40,53.40,0.20,2,2024-11-19
113/11/18,100,"5,387",53.80,53.80,53.80,53.80,-0.15,4,2024-11-18
113/11/15,101,"5,434",53.80,53.95,53.80,53.95,0.15,3,2024-11-15
113/11/14,100,"5,380",53.80,53.80,53.80,53.80,-0.45,2,2024-11-14
113/11/13,101,"5,479",54.35,54.35,54.25,54.25,-0.70,3,2024-11-13
113/11/12,100,"5,495",54.95,54.95,54.95,54.95,0.60,3,2024-11-12
113/11/11,100,"5,435",54.35,54.35,54.35,54.35,0.45,2,2024-11-11
113/11/08,100,"5,393",53.90,53.90,53.90,53.90,0.40,6,2024-11-08
113/11/07,100,"5,351",53.50,53.50,53.50,53.50,0.45,3,2024-11-07
113/11/06,102,"5,378",52.95,53.05,52.70,53.05,-0.15,6,2024-11-06
113/11/05,101,"5,373",53.10,53.20,53.10,53.20,0.35,3,2024-11-05
113/11/04,101,"5,338",52.60,52.85,52.60,52.85,-0.65,3,2024-11-04
113/11/01,100,"5,350",53.50,53.50,53.50,53.50,0.05,2,2024-11-01
113/10/30,100,"5,345",53.45,53.45,53.45,53.45,0.15,2,2024-10-30
113/10/29,100,"5,332",53.30,53.30,53.30,53.30,0.20,3,2024-10-29
113/10/28,102,"5,440",53.65,53.65,53.10,53.10,-0.55,14,2024-10-28
113/10/25,100,"5,365",53.65,53.65,53.65,53.65,0.30,2,2024-10-25
113/10/24,100,"5,335",53.35,53.35,53.35,53.35,-0.05,3,2024-10-24
113/10/23,100,"5,340",53.40,53.40,53.40,53.40,-0.05,3,2024-10-23
113/10/22,102,"5,452",53.50,53.50,53.45,53.45,-0.90,5,2024-10-22
113/10/21,101,"5,490",54.35,54.35,54.35,54.35,-0.40,6,2024-10-21
113/10/18,100,"5,475",54.75,54.75,54.75,54.75,-0.50,3,2024-10-18
113/10/17,100,"5,525",55.25,55.25,55.25,55.25,-0.15,4,2024-10-17
113/10/16,100,"5,541",55.40,55.40,55.40,55.40,0.50,4,2024-10-16
113/10/15,100,"5,490",54.90,54.90,54.90,54.90,0.25,2,2024-10-15
113/10/14,100,"5,471",54.65,54.65,54.65,54.65,-0.20,4,2024-10-14
113/10/11,125,"6,860",54.85,54.90,54.85,54.85,-0.25,18,2024-10-11
113/10/09,100,"5,511",55.10,55.10,55.10,55.10,0.05,3,2024-10-09
113/10/08,100,"5,505",55.05,55.05,55.05,55.05,-0.50,2,2024-10-08
113/10/07,100,"5,555",55.55,55.55,55.55,55.55,0.25,2,2024-10-07
113/10/04,100,"5,530",55.30,55.30,55.30,55.30,0.10,2,2024-10-04
113/10/01,100,"5,520",55.20,55.20,55.20,55.20,0.30,5,2024-10-01
113/09/30,100,"5,490",54.90,54.90,54.90,54.90,-0.15,3,2024-09-30
113/09/27,100,"5,506",55.05,55.05,55.05,55.05,-0.30,3,2024-09-27
113/09/26,100,"5,540",55.35,55.35,55.35,55.35,-0.30,4,2024-09-26
113/09/25,100,"5,565",55.65,55.65,55.65,55.65,-0.30,2,2024-09-25
113/09/24,102,"5,717",56.00,56.00,55.95,55.95,0.10,7,2024-09-24
113/09/23,100,"5,585",55.85,55.85,55.85,55.85,0.00,2,2024-09-23
113/09/20,100,"5,585",55.85,55.85,55.85,55.85,0.00,2,2024-09-20
113/09/19,100,"5,587",55.85,55.85,55.85,55.85,0.00,3,2024-09-19
113/09/18,102,"5,698",55.85,55.85,55.85,55.85,0.45,4,2024-09-18
113/09/16,122,"6,769",55.50,55.50,55.40,55.40,-0.30,5,2024-09-16
113/09/13,100,"5,570",55.70,55.70,55.70,55.70,0.00,2,2024-09-13
