日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,508,"10,173",20.25,20.3,19.9,19.9,-0.25,367
114/08/07,834,"17,115",20.6,21.15,20.15,20.15,0.0,620
114/08/06,697,"14,265",20.45,20.9,20.15,20.15,-0.3,544
114/08/05,631,"12,952",20.8,20.95,20.35,20.45,-0.25,524
114/08/04,"1,010","20,861",21.2,21.2,20.25,20.7,-0.95,837
114/08/01,"4,049","89,306",21.8,22.65,21.5,21.65,-0.65,"2,469"
114/08/01,"4,049","89,306",21.8,22.65,21.5,21.65,-0.65,"2,469"
114/07/31,"5,944","135,705",22.95,22.95,22.15,22.95,2.05,"2,969"
114/07/31,"5,944","135,705",22.95,22.95,22.15,22.95,2.05,"2,969"
114/07/30,619,"12,894",19.5,20.9,19.5,20.9,1.9,203
114/07/30,619,"12,894",19.5,20.9,19.5,20.9,1.9,203
114/07/29,103,"1,967",19.15,19.15,19.0,19.0,-0.1,99
114/07/29,103,"1,967",19.15,19.15,19.0,19.0,-0.1,99
114/07/28,92,"1,758",19.35,19.35,18.85,19.1,0.0,101
114/07/28,92,"1,758",19.35,19.35,18.85,19.1,0.0,101
114/07/25,77,"1,467",19.1,19.2,19.0,19.1,-0.05,77
114/07/25,77,"1,467",19.1,19.2,19.0,19.1,-0.05,77
114/07/24,45,855,19.25,19.25,18.95,19.15,0.25,65
114/07/24,45,855,19.25,19.25,18.95,19.15,0.25,65
114/07/23,99,"1,865",18.85,19.0,18.75,18.9,0.25,87
114/07/23,99,"1,865",18.85,19.0,18.75,18.9,0.25,87
114/07/22,157,"2,967",19.35,19.4,18.6,18.65,-0.55,178
114/07/22,157,"2,967",19.35,19.4,18.6,18.65,-0.55,178
114/07/21,70,"1,350",19.35,19.4,19.05,19.2,0.2,74
114/07/21,70,"1,350",19.35,19.4,19.05,19.2,0.2,74
114/07/18,139,"2,683",19.35,19.65,19.0,19.0,-0.2,120
114/07/18,139,"2,683",19.35,19.65,19.0,19.0,-0.2,120
114/07/17,105,"2,012",19.0,19.3,18.9,19.2,0.35,87
114/07/17,105,"2,012",19.0,19.3,18.9,19.2,0.35,87
114/07/16,187,"3,575",19.2,19.6,18.8,18.85,-0.15,176
114/07/16,187,"3,575",19.2,19.6,18.8,18.85,-0.15,176
114/07/15,48,919,18.95,19.1,18.95,19.0,0.05,49
114/07/15,48,919,18.95,19.1,18.95,19.0,0.05,49
114/07/14,78,"1,482",18.85,19.15,18.85,18.95,-0.15,62
114/07/14,78,"1,482",18.85,19.15,18.85,18.95,-0.15,62
114/07/11,56,"1,070",18.85,19.2,18.85,19.1,0.25,54
114/07/11,56,"1,070",18.85,19.2,18.85,19.1,0.25,54
114/07/10,108,"2,060",19.0,19.5,18.85,18.85,0.05,78
114/07/10,108,"2,060",19.0,19.5,18.85,18.85,0.05,78
114/07/09,55,"1,041",19.0,19.05,18.7,18.8,0.1,50
114/07/09,55,"1,041",19.0,19.05,18.7,18.8,0.1,50
114/07/08,151,"2,845",19.0,19.1,18.7,18.7,-0.45,95
114/07/08,151,"2,845",19.0,19.1,18.7,18.7,-0.45,95
114/07/07,130,"2,506",20.3,20.3,18.85,19.15,-0.4,105
114/07/07,130,"2,506",20.3,20.3,18.85,19.15,-0.4,105
114/07/04,153,"3,014",19.95,20.1,19.5,19.55,-0.25,119
114/07/04,153,"3,014",19.95,20.1,19.5,19.55,-0.25,119
114/07/03,841,"17,158",19.45,21.2,19.45,19.8,0.35,601
114/07/03,841,"17,158",19.45,21.2,19.45,19.8,0.35,601
114/07/02,59,"1,151",19.45,19.6,19.15,19.45,0.05,66
114/07/02,59,"1,151",19.45,19.6,19.15,19.45,0.05,66
114/07/01,90,"1,778",19.55,19.9,19.4,19.4,-0.15,56
