日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,"3,459","2,313,313",675.0,692.0,642.0,677.0,8.0,"5,290"
114/08/07,"2,675","1,811,401",671.0,703.0,663.0,669.0,1.0,"3,379"
114/08/06,"1,535","1,022,913",668.0,676.0,658.0,668.0,-2.0,"5,285"
114/08/05,"3,325","2,253,551",657.0,703.0,646.0,670.0,28.0,"6,252"
114/08/04,"1,970","1,247,261",602.0,648.0,601.0,642.0,34.0,"3,766"
114/08/01,"1,179","702,413",568.0,609.0,562.0,608.0,33.0,"2,009"
114/08/01,"1,179","702,413",568.0,609.0,562.0,608.0,33.0,"2,009"
114/07/31,560,"323,210",583.0,583.0,571.0,575.0,-5.0,"1,124"
114/07/31,560,"323,210",583.0,583.0,571.0,575.0,-5.0,"1,124"
114/07/30,462,"268,482",589.0,592.0,578.0,580.0,-8.0,"1,468"
114/07/30,462,"268,482",589.0,592.0,578.0,580.0,-8.0,"1,468"
114/07/29,252,"148,596",590.0,595.0,585.0,588.0,-4.0,668
114/07/29,252,"148,596",590.0,595.0,585.0,588.0,-4.0,668
114/07/28,210,"124,998",598.0,599.0,591.0,592.0,-5.0,557
114/07/28,210,"124,998",598.0,599.0,591.0,592.0,-5.0,557
114/07/25,184,"110,568",600.0,604.0,597.0,597.0,-7.0,527
114/07/25,184,"110,568",600.0,604.0,597.0,597.0,-7.0,527
114/07/24,232,"140,228",609.0,610.0,600.0,604.0,0.0,455
114/07/24,232,"140,228",609.0,610.0,600.0,604.0,0.0,455
114/07/23,430,"257,448",590.0,604.0,590.0,604.0,21.0,762
114/07/23,430,"257,448",590.0,604.0,590.0,604.0,21.0,762
114/07/22,653,"388,563",602.0,611.0,583.0,583.0,-19.0,"1,436"
114/07/22,653,"388,563",602.0,611.0,583.0,583.0,-19.0,"1,436"
114/07/21,289,"174,438",607.0,608.0,600.0,602.0,-3.0,651
114/07/21,289,"174,438",607.0,608.0,600.0,602.0,-3.0,651
114/07/18,750,"458,346",610.0,619.0,604.0,605.0,3.0,"1,500"
114/07/18,750,"458,346",610.0,619.0,604.0,605.0,3.0,"1,500"
114/07/17,453,"271,645",596.0,604.0,588.0,602.0,13.0,"1,047"
114/07/17,453,"271,645",596.0,604.0,588.0,602.0,13.0,"1,047"
114/07/16,356,"210,797",586.0,599.0,586.0,589.0,5.0,705
114/07/16,356,"210,797",586.0,599.0,586.0,589.0,5.0,705
114/07/15,125,"72,888",582.0,587.0,579.0,584.0,6.0,326
114/07/15,125,"72,888",582.0,587.0,579.0,584.0,6.0,326
114/07/14,245,"143,107",597.0,597.0,578.0,578.0,-15.0,791
114/07/14,245,"143,107",597.0,597.0,578.0,578.0,-15.0,791
114/07/11,488,"290,808",588.0,601.0,588.0,593.0,5.0,916
114/07/11,488,"290,808",588.0,601.0,588.0,593.0,5.0,916
114/07/10,319,"187,578",584.0,593.0,581.0,588.0,4.0,659
114/07/10,319,"187,578",584.0,593.0,581.0,588.0,4.0,659
114/07/09,379,"218,526",562.0,585.0,562.0,584.0,22.0,720
114/07/09,379,"218,526",562.0,585.0,562.0,584.0,22.0,720
114/07/08,433,"244,188",574.0,574.0,560.0,562.0,-13.0,"1,001"
114/07/08,433,"244,188",574.0,574.0,560.0,562.0,-13.0,"1,001"
