日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,12,335,27.25,27.3,27.1,27.3,0.15,26,2025-08-22
114/08/21,8,227,27.0,27.3,27.0,27.15,-0.05,42,2025-08-21
114/08/20,48,"1,290",27.3,27.35,25.85,27.2,-0.35,65,2025-08-20
114/08/19,90,"2,495",27.3,28.7,27.2,27.55,0.2,92,2025-08-19
114/08/18,55,"1,511",27.35,27.5,27.0,27.35,0.35,49,2025-08-18
114/08/15,12,325,27.2,27.2,27.0,27.0,-0.2,7,2025-08-15
114/08/14,54,"1,457",27.25,27.25,27.0,27.2,-0.05,42,2025-08-14
114/08/13,70,"1,890",27.25,27.3,27.0,27.25,0.0,65,2025-08-13
114/08/12,16,445,27.2,27.3,27.2,27.25,-0.05,20,2025-08-12
114/08/11,19,521,27.1,27.45,27.1,27.3,-0.15,21,2025-08-11
114/08/08,39,"1,077",27.5,27.55,27.1,27.45,0.2,41,2025-08-08
114/08/07,34,926,27.6,27.85,27.2,27.25,-0.1,46,2025-08-07
114/08/06,51,"1,377",27.35,27.35,27.0,27.35,0.0,77,2025-08-06
114/08/05,19,510,27.4,27.4,27.25,27.35,-0.1,61,2025-08-05
114/08/04,12,323,27.25,27.45,27.25,27.45,-0.3,61,2025-08-04
114/08/01,16,437,27.8,27.9,27.5,27.75,-0.1,46,2025-08-01
114/07/31,35,986,27.9,28.0,27.75,27.85,-0.45,36,2025-07-31
114/07/30,21,597,28.5,28.5,28.25,28.3,-0.2,15,2025-07-30
114/07/29,5,152,28.7,28.7,28.5,28.5,-0.2,10,2025-07-29
114/07/28,9,246,28.7,28.7,28.7,28.7,0.0,17,2025-07-28
114/07/25,14,415,28.6,28.7,28.6,28.7,0.0,15,2025-07-25
114/07/24,13,361,28.6,28.7,28.55,28.7,0.0,19,2025-07-24
114/07/23,12,352,28.65,28.85,28.6,28.7,0.2,14,2025-07-23
114/07/22,25,718,29.7,29.7,28.45,28.5,-0.3,22,2025-07-22
114/07/21,13,382,28.95,28.95,28.8,28.8,-0.15,17,2025-07-21
114/07/18,6,171,28.9,28.95,28.9,28.95,-0.05,18,2025-07-18
114/07/17,11,326,29.1,29.1,29.0,29.0,-0.1,11,2025-07-17
114/07/16,6,175,29.2,29.2,29.1,29.1,-0.1,6,2025-07-16
114/07/15,2,58,29.2,29.2,29.2,29.2,0.0,2,2025-07-15
114/07/14,44,"1,286",29.5,29.8,28.5,29.2,-0.45,27,2025-07-14
114/07/11,23,674,28.8,29.65,28.8,29.65,0.7,16,2025-07-11
114/07/10,38,"1,114",29.15,29.65,28.85,28.95,-0.2,41,2025-07-10
114/07/09,61,"1,803",29.85,29.85,29.15,29.15,-0.85,48,2025-07-09
114/07/08,8,246,30.0,30.1,30.0,30.0,0.0,13,2025-07-08
114/07/07,19,578,30.3,30.3,30.0,30.0,-0.1,11,2025-07-07
114/07/04,42,"1,250",30.05,30.1,29.9,30.1,-0.15,22,2025-07-04
114/07/03,23,680,30.0,30.25,30.0,30.25,0.2,20,2025-07-03
114/07/02,1,30,30.05,30.05,30.05,30.05,0.0,1,2025-07-02
114/07/01,4,121,30.0,30.05,30.0,30.05,0.05,5,2025-07-01
114/06/30,11,332,30.0,30.2,30.0,30.0,-0.1,8,2025-06-30
114/06/27,36,"1,091",30.0,30.1,29.95,30.1,0.0,21,2025-06-27
114/06/26,24,730,30.15,30.15,30.0,30.1,-0.05,24,2025-06-26
114/06/25,41,"1,247",30.15,30.2,30.05,30.15,0.0,19,2025-06-25
114/06/24,10,302,29.9,30.2,29.9,30.15,0.25,10,2025-06-24
114/06/23,56,"1,680",30.1,30.1,29.9,29.9,-0.15,22,2025-06-23
114/06/20,33,992,30.25,30.25,29.95,30.05,-0.7,31,2025-06-20
114/06/19,32,"1,001",31.95,31.95,30.75,30.75,-1.25,28,2025-06-19
114/06/18,138,"4,416",31.8,32.65,31.65,32.0,0.15,93,2025-06-18
114/06/17,157,"4,960",31.0,32.1,30.55,31.85,2.15,106,2025-06-17
114/06/16,11,329,29.65,30.05,29.65,29.7,-0.35,9,2025-06-16
114/06/13,8,239,29.8,30.1,29.6,30.05,-0.15,12,2025-06-13
114/06/12,15,451,30.1,30.2,29.9,30.2,-0.1,15,2025-06-12
114/06/11,7,218,30.3,30.3,30.2,30.3,0.0,14,2025-06-11
114/06/10,11,338,30.3,30.3,30.05,30.3,0.0,16,2025-06-10
114/06/09,6,182,30.4,30.4,30.3,30.3,0.05,7,2025-06-09
114/06/06,6,189,30.25,30.3,30.25,30.25,-0.15,8,2025-06-06
114/06/05,1,30,30.4,30.4,30.4,30.4,0.0,1,2025-06-05
114/06/04,9,275,30.25,30.4,30.25,30.4,0.2,22,2025-06-04
114/06/03,5,155,29.85,30.2,29.85,30.2,0.3,9,2025-06-03
114/06/02,34,"1,025",30.4,30.4,29.5,29.9,-0.65,34,2025-06-02
