日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,173,"4,261",24.9,24.9,24.1,24.8,-0.1,144
114/08/07,363,"8,935",24.6,25.4,24.0,24.9,0.25,267
114/08/06,761,"18,544",24.5,24.75,23.5,24.65,0.15,530
114/08/05,852,"20,613",24.35,24.7,23.7,24.5,0.3,664
114/08/04,"2,822","70,253",24.5,26.0,24.05,24.2,0.55,"2,464"
114/08/01,"2,060","46,759",22.3,23.65,21.3,23.65,2.15,"1,321"
114/08/01,"2,060","46,759",22.3,23.65,21.3,23.65,2.15,"1,321"
114/07/31,"1,739","36,408",20.15,21.5,19.85,21.5,1.95,"1,131"
114/07/31,"1,739","36,408",20.15,21.5,19.85,21.5,1.95,"1,131"
114/07/30,509,"9,844",18.55,19.55,18.55,19.55,1.75,346
114/07/30,509,"9,844",18.55,19.55,18.55,19.55,1.75,346
114/07/29,45,801,18.1,18.1,17.55,17.8,-0.2,46
114/07/29,45,801,18.1,18.1,17.55,17.8,-0.2,46
114/07/28,27,488,17.75,18.2,17.75,18.0,0.3,32
114/07/28,27,488,17.75,18.2,17.75,18.0,0.3,32
114/07/25,21,374,17.6,18.1,17.6,17.7,-0.1,19
114/07/25,21,374,17.6,18.1,17.6,17.7,-0.1,19
114/07/24,19,336,17.55,17.9,17.55,17.8,0.25,24
114/07/24,19,336,17.55,17.9,17.55,17.8,0.25,24
114/07/23,25,438,17.5,17.55,17.5,17.55,0.05,20
114/07/23,25,438,17.5,17.55,17.5,17.55,0.05,20
114/07/22,33,575,17.65,17.8,17.5,17.5,-0.3,36
114/07/22,33,575,17.65,17.8,17.5,17.5,-0.3,36
114/07/21,7,125,17.9,17.9,17.8,17.8,-0.1,9
114/07/21,7,125,17.9,17.9,17.8,17.8,-0.1,9
114/07/18,10,176,18.1,18.1,17.9,17.9,-0.2,16
114/07/18,10,176,18.1,18.1,17.9,17.9,-0.2,16
114/07/17,8,144,18.0,18.1,17.8,18.1,0.1,9
114/07/17,8,144,18.0,18.1,17.8,18.1,0.1,9
114/07/16,25,439,17.8,18.05,17.8,18.0,0.0,23
114/07/16,25,439,17.8,18.05,17.8,18.0,0.0,23
114/07/15,2,39,17.9,18.0,17.9,18.0,0.15,25
