日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,100,"3,249",32.49,32.49,32.49,32.49,0.06,2
114/08/07,100,"3,243",32.43,32.43,32.43,32.43,-0.17,2
114/08/06,106,"3,456",32.6,32.6,32.6,32.6,0.0,6
114/08/05,100,"3,267",32.6,32.6,32.6,32.6,0.23,5
114/08/04,100,"3,238",32.37,32.37,32.37,32.37,0.04,3
114/08/01,100,"3,233",32.33,32.33,32.33,32.33,-0.02,2
114/08/01,100,"3,233",32.33,32.33,32.33,32.33,-0.02,2
114/07/31,102,"3,299",32.34,32.35,32.34,32.35,0.12,5
114/07/31,102,"3,299",32.34,32.35,32.34,32.35,0.12,5
114/07/30,195,"6,279",32.14,32.23,32.14,32.23,0.38,19
114/07/30,195,"6,279",32.14,32.23,32.14,32.23,0.38,19
114/07/29,100,"3,185",31.85,31.85,31.85,31.85,0.13,2
114/07/29,100,"3,185",31.85,31.85,31.85,31.85,0.13,2
114/07/28,100,"3,172",31.72,31.72,31.72,31.72,0.2,2
114/07/28,100,"3,172",31.72,31.72,31.72,31.72,0.2,2
114/07/25,118,"3,720",31.53,31.53,31.52,31.52,0.14,8
114/07/25,118,"3,720",31.53,31.53,31.52,31.52,0.14,8
114/07/24,100,"3,138",31.38,31.38,31.38,31.38,0.01,2
114/07/24,100,"3,138",31.38,31.38,31.38,31.38,0.01,2
114/07/23,102,"3,200",31.47,31.47,31.37,31.37,-0.06,4
114/07/23,102,"3,200",31.47,31.47,31.37,31.37,-0.06,4
114/07/22,112,"3,520",31.43,31.43,31.43,31.43,0.13,5
114/07/22,112,"3,520",31.43,31.43,31.43,31.43,0.13,5
114/07/21,105,"3,286",31.3,31.3,31.3,31.3,0.03,4
114/07/21,105,"3,286",31.3,31.3,31.3,31.3,0.03,4
114/07/18,120,"3,796",31.54,31.64,31.54,31.64,0.21,8
114/07/18,120,"3,796",31.54,31.64,31.54,31.64,0.21,8
114/07/17,110,"3,457",31.44,31.44,31.43,31.43,0.09,5
114/07/17,110,"3,457",31.44,31.44,31.43,31.43,0.09,5
114/07/16,101,"3,166",31.35,31.35,31.34,31.34,-0.07,4
114/07/16,101,"3,166",31.35,31.35,31.34,31.34,-0.07,4
114/07/15,105,"3,298",31.36,31.41,31.36,31.41,0.05,4
114/07/15,105,"3,298",31.36,31.41,31.36,31.41,0.05,4
114/07/14,120,"3,766",31.31,31.36,31.31,31.36,-0.23,7
