日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,35,"4,666",133.00,134.00,133.00,133.00,0.00,123,2025-08-22
114/08/21,202,"26,772",134.50,134.50,131.00,133.00,0.00,306,2025-08-21
114/08/20,208,"27,707",135.00,135.50,131.50,133.00,-3.00,411,2025-08-20
114/08/19,101,"13,746",137.00,137.00,135.00,136.00,-1.50,294,2025-08-19
114/08/18,218,"30,193",141.00,141.00,137.00,137.50,-3.00,469,2025-08-18
114/08/15,64,"9,020",140.00,140.50,140.00,140.50,1.00,153,2025-08-15
114/08/14,323,"44,891",139.00,140.00,138.50,139.50,0.50,372,2025-08-14
114/08/13,327,"48,321",149.00,149.00,147.50,148.00,-1.00,475,2025-08-13
114/08/12,189,"28,158",150.00,150.00,147.00,149.00,-0.50,263,2025-08-12
114/08/11,120,"17,958",149.50,149.50,148.50,149.50,0.00,287,2025-08-11
114/08/08,104,"15,499",149.5,150.0,148.5,149.5,0.0,268,2025-08-08
114/08/08,104,"15,499",149.50,150.00,148.50,149.50,0.00,268,2025-08-08
114/08/07,111,"16,554",147.50,149.50,147.50,149.50,2.00,166,2025-08-07
114/08/07,111,"16,554",147.5,149.5,147.5,149.5,2.0,166,2025-08-07
114/08/06,47,"6,901",148.5,148.5,147.0,147.5,-1.5,384,2025-08-06
114/08/06,47,"6,901",148.50,148.50,147.00,147.50,-1.50,384,2025-08-06
114/08/05,225,"33,557",148.00,150.00,148.00,149.00,2.00,364,2025-08-05
114/08/05,225,"33,557",148.0,150.0,148.0,149.0,2.0,364,2025-08-05
114/08/04,197,"28,891",145.0,148.5,144.5,147.0,2.0,298,2025-08-04
114/08/04,197,"28,891",145.00,148.50,144.50,147.00,2.00,298,2025-08-04
114/08/01,156,"22,285",141.50,146.00,141.00,145.00,4.00,177,2025-08-01
114/08/01,156,"22,285",141.5,146.0,141.0,145.0,4.0,177,2025-08-01
114/07/31,30,"4,212",141.50,142.00,141.00,141.00,0.00,73,2025-07-31
114/07/31,30,"4,212",141.5,142.0,141.0,141.0,0.0,73,2025-07-31
114/07/30,21,"2,953",141.5,141.5,141.0,141.0,-0.5,62,2025-07-30
114/07/30,21,"2,953",141.50,141.50,141.00,141.00,-0.50,62,2025-07-30
114/07/29,32,"4,472",141.5,141.5,140.5,141.5,0.0,66,2025-07-29
114/07/29,32,"4,472",141.50,141.50,140.50,141.50,0.00,66,2025-07-29
114/07/28,23,"3,206",142.0,142.0,141.5,141.5,0.0,73,2025-07-28
114/07/28,23,"3,206",142.00,142.00,141.50,141.50,0.00,73,2025-07-28
114/07/25,15,"2,114",141.50,141.50,141.00,141.50,0.00,66,2025-07-25
114/07/25,15,"2,114",141.5,141.5,141.0,141.5,0.0,66,2025-07-25
114/07/24,21,"2,958",141.50,142.50,141.50,141.50,0.00,38,2025-07-24
114/07/24,21,"2,958",141.5,142.5,141.5,141.5,0.0,38,2025-07-24
114/07/23,11,"1,570",141.00,141.50,141.00,141.50,1.00,44,2025-07-23
114/07/23,11,"1,570",141.0,141.5,141.0,141.5,1.0,44,2025-07-23
114/07/22,28,"3,963",141.0,141.5,140.5,140.5,-0.5,79,2025-07-22
114/07/22,28,"3,963",141.00,141.50,140.50,140.50,-0.50,79,2025-07-22
114/07/21,23,"3,209",141.00,141.50,140.50,141.00,-0.50,67,2025-07-21
114/07/21,23,"3,209",141.0,141.5,140.5,141.0,-0.5,67,2025-07-21
114/07/18,21,"2,974",141.50,142.50,141.50,141.50,0.00,54,2025-07-18
114/07/18,21,"2,974",141.5,142.5,141.5,141.5,0.0,54,2025-07-18
114/07/17,35,"5,023",141.50,141.50,141.00,141.50,0.00,85,2025-07-17
114/07/17,35,"5,023",141.5,141.5,141.0,141.5,0.0,85,2025-07-17
114/07/16,21,"2,944",140.5,142.0,140.5,141.5,1.5,75,2025-07-16
114/07/16,21,"2,944",140.50,142.00,140.50,141.50,1.50,75,2025-07-16
114/07/15,22,"3,044",140.0,140.5,139.5,140.0,0.0,46,2025-07-15
