日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,30,"1,041",35.50,35.50,34.20,34.90,-0.5,47
114/08/07,20,701,34.00,35.40,33.90,35.40,0.2,21
114/08/06,27,939,33.90,35.20,33.90,35.20,1.3,22
114/08/05,1,34,33.90,33.90,33.90,33.90,0.0,1
114/08/04,0,0,--,--,--,--,0.0,0
114/08/01,2,68,33.90,33.90,33.90,33.90,-0.3,2
114/08/01,2,68,33.90,33.90,33.90,33.90,-0.3,2
114/07/31,10,334,33.00,34.20,33.00,34.20,-0.3,19
114/07/31,10,334,33.00,34.20,33.00,34.20,-0.3,19
114/07/30,4,137,33.80,34.50,33.80,34.50,0.7,6
114/07/30,4,137,33.80,34.50,33.80,34.50,0.7,6
114/07/29,1,34,33.80,33.80,33.80,33.80,0.0,13
114/07/29,1,34,33.80,33.80,33.80,33.80,0.0,13
114/07/28,14,473,34.00,34.00,33.50,33.80,0.3,12
114/07/28,14,473,34.00,34.00,33.50,33.80,0.3,12
114/07/25,7,228,32.20,33.50,32.00,33.50,0.5,8
114/07/25,7,228,32.20,33.50,32.00,33.50,0.5,8
114/07/24,16,501,31.50,33.00,31.00,33.00,1.5,20
114/07/24,16,501,31.50,33.00,31.00,33.00,1.5,20
114/07/23,1,32,31.50,31.50,31.50,31.50,-0.9,1
114/07/23,1,32,31.50,31.50,31.50,31.50,-0.9,1
114/07/22,0,0,--,--,--,--,0.0,2
114/07/22,0,0,--,--,--,--,0.0,2
114/07/21,28,880,31.85,32.50,31.85,32.40,0.55,23
114/07/21,28,880,31.85,32.50,31.85,32.40,0.55,23
114/07/18,11,357,32.80,32.80,31.80,31.85,-0.95,10
114/07/18,11,357,32.80,32.80,31.80,31.85,-0.95,10
114/07/17,9,304,32.80,32.85,32.80,32.80,-0.3,13
114/07/17,9,304,32.80,32.85,32.80,32.80,-0.3,13
114/07/16,10,329,32.50,33.10,32.50,33.10,0.0,7
114/07/16,10,329,32.50,33.10,32.50,33.10,0.0,7
114/07/15,6,200,33.10,33.10,33.10,33.10,-0.8,4
114/07/15,6,200,33.10,33.10,33.10,33.10,-0.8,4
114/07/14,1,34,33.90,33.90,33.90,33.90,0.65,1
114/07/14,1,34,33.90,33.90,33.90,33.90,0.65,1
114/07/11,8,266,33.25,33.25,33.10,33.25,-0.7,9
114/07/11,8,266,33.25,33.25,33.10,33.25,-0.7,9
114/07/10,2,51,33.95,33.95,33.95,33.95,1.0,17
114/07/10,2,51,33.95,33.95,33.95,33.95,1.0,17
114/07/09,12,396,33.00,33.00,32.90,32.95,-0.05,14
114/07/09,12,396,33.00,33.00,32.90,32.95,-0.05,14
114/07/08,2,66,33.00,33.00,33.00,33.00,-0.1,2
114/07/08,2,66,33.00,33.00,33.00,33.00,-0.1,2
114/07/07,0,0,--,--,--,--,0.0,1
114/07/07,0,0,--,--,--,--,0.0,1
114/07/04,31,"1,022",34.00,34.00,33.10,33.10,-0.9,41
114/07/04,31,"1,022",34.00,34.00,33.10,33.10,-0.9,41
114/07/03,20,684,34.50,34.50,33.80,34.00,-0.5,22
114/07/03,20,684,34.50,34.50,33.80,34.00,-0.5,22
114/07/02,33,"1,119",34.05,34.50,33.55,34.50,-0.2,30
114/07/02,33,"1,119",34.05,34.50,33.55,34.50,-0.2,30
114/07/01,21,713,35.00,35.00,34.20,34.70,-0.3,27
114/07/01,21,713,35.00,35.00,34.20,34.70,-0.3,27
114/06/30,1,37,35.00,35.00,35.00,35.00,-0.5,6
114/06/30,1,37,35.00,35.00,35.00,35.00,-0.5,6
114/06/27,6,223,35.50,35.50,35.30,35.50,0.2,10
114/06/27,6,223,35.50,35.50,35.30,35.50,0.2,10
114/06/26,2,83,35.30,35.30,35.30,35.30,-0.9,13
114/06/26,2,83,35.30,35.30,35.30,35.30,-0.9,13
114/06/25,9,309,35.30,36.30,35.30,36.20,1.0,10
114/06/25,9,309,35.30,36.30,35.30,36.20,1.0,10
114/06/24,7,270,34.75,38.10,34.75,35.20,0.45,16
114/06/24,7,270,34.75,38.10,34.75,35.20,0.45,16
114/06/23,7,256,34.65,34.80,34.65,34.75,0.1,9
114/06/23,7,256,34.65,34.80,34.65,34.75,0.1,9
114/06/20,15,527,35.80,35.80,34.35,34.65,-1.2,12
114/06/20,15,527,35.80,35.80,34.35,34.65,-1.2,12
