日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,853,"25,634",30.03,30.09,30.01,30.05,0.02,506
114/08/07,"1,165","35,084",30.18,30.18,30.02,30.03,0.11,616
114/08/06,"1,066","31,865",29.83,29.94,29.82,29.92,-0.06,645
114/08/05,"1,140","34,192",29.96,30.0,29.95,29.98,0.42,614
114/08/04,"2,141","63,244",29.58,29.6,29.46,29.56,-0.43,"1,648"
114/08/01,"1,983","59,524",29.93,30.1,29.89,29.99,-0.35,"1,247"
114/08/01,"1,983","59,524",29.93,30.1,29.89,29.99,-0.35,"1,247"
114/07/31,"1,660","50,248",30.2,30.35,30.13,30.34,0.42,857
114/07/31,"1,660","50,248",30.2,30.35,30.13,30.34,0.42,857
114/07/30,"1,395","41,728",29.91,29.93,29.88,29.92,-0.08,863
114/07/30,"1,395","41,728",29.91,29.93,29.88,29.92,-0.08,863
114/07/29,"1,741","52,135",29.95,30.01,29.88,30.0,0.13,935
114/07/29,"1,741","52,135",29.95,30.01,29.88,30.0,0.13,935
114/07/28,"1,909","57,002",29.84,29.89,29.84,29.87,0.26,839
114/07/28,"1,909","57,002",29.84,29.89,29.84,29.87,0.26,839
114/07/25,"2,013","59,607",29.54,29.66,29.52,29.61,0.2,"1,047"
114/07/25,"2,013","59,607",29.54,29.66,29.52,29.61,0.2,"1,047"
114/07/24,"3,531","103,870",29.44,29.44,29.39,29.41,0.12,"2,061"
114/07/24,"3,531","103,870",29.44,29.44,29.39,29.41,0.12,"2,061"
114/07/23,"5,683","174,396",30.72,30.73,30.64,30.69,-0.01,"2,526"
114/07/23,"5,683","174,396",30.72,30.73,30.64,30.69,-0.01,"2,526"
114/07/22,"4,853","149,164",30.75,30.77,30.7,30.7,-0.14,"1,938"
114/07/22,"4,853","149,164",30.75,30.77,30.7,30.7,-0.14,"1,938"
114/07/21,"3,015","92,838",30.8,30.85,30.72,30.84,0.04,"1,125"
114/07/21,"3,015","92,838",30.8,30.85,30.72,30.84,0.04,"1,125"
114/07/18,"1,418","43,612",30.75,30.81,30.71,30.8,0.25,826
114/07/18,"1,418","43,612",30.75,30.81,30.71,30.8,0.25,826
114/07/17,"1,884","57,538",30.51,30.58,30.5,30.55,0.12,732
114/07/17,"1,884","57,538",30.51,30.58,30.5,30.55,0.12,732
114/07/16,"3,018","91,784",30.43,30.45,30.36,30.43,-0.18,"1,456"
114/07/16,"3,018","91,784",30.43,30.45,30.36,30.43,-0.18,"1,456"
114/07/15,"1,791","54,681",30.38,30.61,30.38,30.61,0.44,814
114/07/15,"1,791","54,681",30.38,30.61,30.38,30.61,0.44,814
114/07/14,"2,367","71,438",30.22,30.22,30.15,30.17,-0.2,"1,291"
114/07/14,"2,367","71,438",30.22,30.22,30.15,30.17,-0.2,"1,291"
114/07/11,"1,952","59,201",30.31,30.37,30.29,30.37,0.09,896
114/07/11,"1,952","59,201",30.31,30.37,30.29,30.37,0.09,896
114/07/10,"2,035","61,562",30.15,30.29,30.15,30.28,0.26,733
114/07/10,"2,035","61,562",30.15,30.29,30.15,30.28,0.26,733
114/07/09,"1,928","57,846",30.02,30.04,29.96,30.02,0.0,951
114/07/09,"1,928","57,846",30.02,30.04,29.96,30.02,0.0,951
114/07/08,726,"21,781",30.02,30.03,29.98,30.02,-0.02,510
114/07/08,726,"21,781",30.02,30.03,29.98,30.02,-0.02,510
114/07/07,904,"27,125",29.96,30.08,29.92,30.04,0.14,593
114/07/07,904,"27,125",29.96,30.08,29.92,30.04,0.14,593
114/07/04,"1,290","38,590",29.94,29.94,29.87,29.9,0.15,583
114/07/04,"1,290","38,590",29.94,29.94,29.87,29.9,0.15,583
114/07/03,"2,260","67,269",29.86,29.86,29.71,29.75,-0.08,"1,319"
114/07/03,"2,260","67,269",29.86,29.86,29.71,29.75,-0.08,"1,319"
114/07/02,"2,865","85,526",29.88,29.9,29.8,29.83,-0.1,949
114/07/02,"2,865","85,526",29.88,29.9,29.8,29.83,-0.1,949
114/07/01,"1,774","53,323",30.65,30.65,29.93,29.93,0.06,557
114/07/01,"1,774","53,323",30.65,30.65,29.93,29.93,0.06,557
114/06/30,"1,302","38,787",29.72,29.93,29.7,29.87,0.4,525
114/06/30,"1,302","38,787",29.72,29.93,29.7,29.87,0.4,525
114/06/27,"1,651","48,716",29.61,29.62,29.46,29.47,0.04,406
114/06/27,"1,651","48,716",29.61,29.62,29.46,29.47,0.04,406
114/06/26,"1,772","52,271",29.63,29.63,29.43,29.43,-0.27,817
114/06/26,"1,772","52,271",29.63,29.63,29.43,29.43,-0.27,817
114/06/25,835,"24,789",29.78,29.78,29.64,29.7,0.07,449
114/06/25,835,"24,789",29.78,29.78,29.64,29.7,0.07,449
114/06/24,380,"11,266",29.68,29.73,29.62,29.63,0.39,385
114/06/24,380,"11,266",29.68,29.73,29.62,29.63,0.39,385
114/06/23,392,"11,436",29.15,29.28,29.1,29.24,0.09,322
114/06/23,392,"11,436",29.15,29.28,29.1,29.24,0.09,322
114/06/20,975,"28,398",29.22,29.22,29.11,29.15,-0.08,434
114/06/20,975,"28,398",29.22,29.22,29.11,29.15,-0.08,434
114/06/19,"1,216","35,488",29.17,29.23,29.09,29.23,-0.03,417
114/06/19,"1,216","35,488",29.17,29.23,29.09,29.23,-0.03,417
114/06/18,581,"17,004",29.3,29.33,29.23,29.26,-0.04,510
114/06/18,581,"17,004",29.3,29.33,29.23,29.26,-0.04,510
114/06/17,"1,031","30,223",29.32,29.36,29.28,29.3,0.0,378
114/06/17,"1,031","30,223",29.32,29.36,29.28,29.3,0.0,378
114/06/16,"1,048","30,705",29.33,29.35,29.25,29.3,0.13,430
114/06/16,"1,048","30,705",29.33,29.35,29.25,29.3,0.13,430
114/06/13,"1,564","45,518",29.16,29.22,29.01,29.17,-0.35,987
114/06/13,"1,564","45,518",29.16,29.22,29.01,29.17,-0.35,987
114/06/12,"1,548","45,792",29.69,29.69,29.48,29.52,-0.23,638
114/06/12,"1,548","45,792",29.69,29.69,29.48,29.52,-0.23,638
114/06/11,652,"19,401",29.82,29.86,29.74,29.75,-0.06,496
114/06/11,652,"19,401",29.82,29.86,29.74,29.75,-0.06,496
114/06/10,"1,647","49,100",29.73,29.85,29.7,29.81,0.16,651
114/06/10,"1,647","49,100",29.73,29.85,29.7,29.81,0.16,651
114/06/09,450,"13,339",29.55,29.7,29.55,29.65,0.19,558
114/06/09,450,"13,339",29.55,29.7,29.55,29.65,0.19,558
114/06/06,640,"18,852",29.47,29.47,29.42,29.46,-0.09,543
114/06/06,640,"18,852",29.47,29.47,29.42,29.46,-0.09,543
114/06/05,275,"8,115",29.56,29.56,29.5,29.55,-0.05,497
114/06/05,275,"8,115",29.56,29.56,29.5,29.55,-0.05,497
114/06/04,745,"22,050",29.6,29.63,29.59,29.6,0.29,474
114/06/04,745,"22,050",29.6,29.63,29.59,29.6,0.29,474
114/06/03,396,"11,610",29.42,29.42,29.31,29.31,0.2,410
114/06/03,396,"11,610",29.42,29.42,29.31,29.31,0.2,410
114/06/02,511,"14,880",29.23,29.23,29.03,29.11,-0.47,709
114/06/02,511,"14,880",29.23,29.23,29.03,29.11,-0.47,709
114/05/29,431,"12,744",29.5,29.63,29.5,29.58,0.39,418
114/05/29,431,"12,744",29.5,29.63,29.5,29.58,0.39,418
114/05/28,301,"8,800",29.32,29.32,29.16,29.19,0.3,435
114/05/28,301,"8,800",29.32,29.32,29.16,29.19,0.3,435
114/05/27,346,"9,970",28.98,28.98,28.83,28.89,-0.01,507
114/05/27,346,"9,970",28.98,28.98,28.83,28.89,-0.01,507
114/05/26,542,"15,656",28.95,28.95,28.84,28.9,0.0,546
114/05/26,542,"15,656",28.95,28.95,28.84,28.9,0.0,546
114/05/23,426,"12,341",29.18,29.18,28.89,28.9,-0.02,513
114/05/23,426,"12,341",29.18,29.18,28.89,28.9,-0.02,513
114/05/22,"1,026","29,704",29.17,29.18,28.89,28.92,-0.52,"1,157"
114/05/22,"1,026","29,704",29.17,29.18,28.89,28.92,-0.52,"1,157"
114/05/21,"1,119","32,966",29.57,29.57,29.42,29.44,-0.17,694
114/05/21,"1,119","32,966",29.57,29.57,29.42,29.44,-0.17,694
114/05/20,"1,017","30,150",29.59,29.69,29.59,29.61,0.19,551
114/05/20,"1,017","30,150",29.59,29.69,29.59,29.61,0.19,551
114/05/19,532,"15,650",29.47,29.47,29.39,29.42,-0.04,641
114/05/19,532,"15,650",29.47,29.47,29.39,29.42,-0.04,641
114/05/16,346,"10,198",29.48,29.49,29.4,29.46,0.14,500
114/05/16,346,"10,198",29.48,29.49,29.4,29.46,0.14,500
114/05/15,743,"21,815",29.51,29.51,29.31,29.32,-0.19,835
114/05/15,743,"21,815",29.51,29.51,29.31,29.32,-0.19,835
114/05/14,"1,356","40,034",29.5,29.6,29.47,29.51,0.26,813
114/05/14,"1,356","40,034",29.5,29.6,29.47,29.51,0.26,813
114/05/13,"2,053","60,043",29.25,29.3,29.15,29.25,0.54,825
114/05/13,"2,053","60,043",29.25,29.3,29.15,29.25,0.54,825
114/05/12,986,"28,286",28.56,28.72,28.56,28.71,0.39,567
114/05/12,986,"28,286",28.56,28.72,28.56,28.71,0.39,567
114/05/09,"1,260","35,701",28.39,28.43,28.26,28.32,-0.09,902
114/05/09,"1,260","35,701",28.39,28.43,28.26,28.32,-0.09,902
114/05/08,750,"21,256",28.34,28.41,28.29,28.41,0.25,510
114/05/08,750,"21,256",28.34,28.41,28.29,28.41,0.25,510
114/05/07,695,"19,560",28.12,28.25,28.08,28.16,0.1,522
114/05/07,695,"19,560",28.12,28.25,28.08,28.16,0.1,522
114/05/06,"1,159","32,500",27.65,28.14,27.64,28.06,0.22,703
114/05/06,"1,159","32,500",27.65,28.14,27.64,28.06,0.22,703
114/05/05,"3,116","87,376",29.1,29.16,27.72,27.84,-1.41,"1,848"
114/05/05,"3,116","87,376",29.1,29.16,27.72,27.84,-1.41,"1,848"
114/05/02,"1,107","32,503",29.46,29.82,29.06,29.25,0.01,796
114/05/02,"1,107","32,503",29.46,29.82,29.06,29.25,0.01,796
114/04/30,717,"21,048",29.48,29.49,29.24,29.24,-0.25,799
114/04/30,717,"21,048",29.48,29.49,29.24,29.24,-0.25,799
114/04/29,581,"17,171",29.58,29.6,29.49,29.49,0.04,457
114/04/29,581,"17,171",29.58,29.6,29.49,29.49,0.04,457
114/04/28,518,"15,261",29.5,29.5,29.44,29.45,-0.02,685
114/04/28,518,"15,261",29.5,29.5,29.44,29.45,-0.02,685
114/04/25,897,"26,412",29.5,29.56,29.4,29.47,0.75,700
114/04/25,897,"26,412",29.5,29.56,29.4,29.47,0.75,700
114/04/24,380,"10,926",28.87,28.92,28.68,28.72,0.04,478
114/04/24,380,"10,926",28.87,28.92,28.68,28.72,0.04,478
114/04/23,951,"27,271",28.5,28.75,28.5,28.68,0.99,547
114/04/23,951,"27,271",28.5,28.75,28.5,28.68,0.99,547
114/04/22,761,"21,099",27.76,27.78,27.65,27.69,-0.32,"1,115"
114/04/22,761,"21,099",27.76,27.78,27.65,27.69,-0.32,"1,115"
114/04/21,"1,524","42,787",28.34,28.34,27.98,28.01,-0.48,"1,082"
114/04/21,"1,524","42,787",28.34,28.34,27.98,28.01,-0.48,"1,082"
114/04/18,354,"10,090",28.48,28.53,28.42,28.49,0.01,517
114/04/18,354,"10,090",28.48,28.53,28.42,28.49,0.01,517
114/04/17,"1,269","36,039",28.3,28.49,28.3,28.48,0.04,569
114/04/17,"1,269","36,039",28.3,28.49,28.3,28.48,0.04,569
114/04/16,839,"24,007",28.73,28.73,28.44,28.44,-0.38,"1,227"
114/04/16,839,"24,007",28.73,28.73,28.44,28.44,-0.38,"1,227"
114/04/15,"1,332","38,404",28.85,28.87,28.75,28.82,-0.08,"1,054"
114/04/15,"1,332","38,404",28.85,28.87,28.75,28.82,-0.08,"1,054"
114/04/14,"2,650","76,257",28.88,28.91,28.68,28.9,0.33,951
114/04/14,"2,650","76,257",28.88,28.91,28.68,28.9,0.33,951
114/04/11,"2,374","67,280",28.15,28.61,28.0,28.57,-0.82,"1,355"
114/04/11,"2,374","67,280",28.15,28.61,28.0,28.57,-0.82,"1,355"
114/04/10,"3,533","104,226",29.88,29.88,29.38,29.39,2.89,"1,614"
114/04/10,"3,533","104,226",29.88,29.88,29.38,29.39,2.89,"1,614"
114/04/09,"3,091","82,246",26.67,26.93,26.36,26.5,-1.19,"2,139"
114/04/09,"3,091","82,246",26.67,26.93,26.36,26.5,-1.19,"2,139"
114/04/08,"3,104","86,088",27.51,27.89,27.5,27.69,1.17,"1,572"
114/04/08,"3,104","86,088",27.51,27.89,27.5,27.69,1.17,"1,572"
114/04/07,"6,322","168,496",27.0,27.0,26.17,26.52,-4.13,"3,671"
114/04/07,"6,322","168,496",27.0,27.0,26.17,26.52,-4.13,"3,671"
114/04/02,521,"15,981",30.6,30.69,30.6,30.65,0.08,534
114/04/02,521,"15,981",30.6,30.69,30.6,30.65,0.08,534
114/04/01,693,"21,123",30.32,30.57,30.32,30.57,0.34,739
114/04/01,693,"21,123",30.32,30.57,30.32,30.57,0.34,739
114/03/31,"2,096","63,286",30.16,30.23,30.14,30.23,-0.8,"1,697"
114/03/31,"2,096","63,286",30.16,30.23,30.14,30.23,-0.8,"1,697"
114/03/28,725,"22,479",31.12,31.12,30.96,31.03,-0.1,548
114/03/28,725,"22,479",31.12,31.12,30.96,31.03,-0.1,548
114/03/27,447,"13,908",31.09,31.14,31.08,31.13,-0.32,939
114/03/27,447,"13,908",31.09,31.14,31.08,31.13,-0.32,939
114/03/26,"1,123","35,325",31.49,31.5,31.45,31.45,0.13,492
114/03/26,"1,123","35,325",31.49,31.5,31.45,31.45,0.13,492
114/03/25,"1,099","34,452",31.27,31.38,31.27,31.32,0.35,672
114/03/25,"1,099","34,452",31.27,31.38,31.27,31.32,0.35,672
114/03/24,435,"13,470",30.91,30.98,30.91,30.97,0.24,634
114/03/24,435,"13,470",30.91,30.98,30.91,30.97,0.24,634
114/03/21,681,"20,963",30.84,30.84,30.72,30.73,-0.19,648
114/03/21,681,"20,963",30.84,30.84,30.72,30.73,-0.19,648
114/03/20,750,"23,178",30.75,30.95,30.75,30.92,0.44,681
114/03/20,750,"23,178",30.75,30.95,30.75,30.92,0.44,681
114/03/19,844,"25,757",30.55,30.57,30.47,30.48,-0.24,991
114/03/19,844,"25,757",30.55,30.57,30.47,30.48,-0.24,991
114/03/18,"2,275","69,921",30.71,30.81,30.7,30.72,0.31,"1,091"
114/03/18,"2,275","69,921",30.71,30.81,30.7,30.72,0.31,"1,091"
114/03/17,713,"21,683",30.35,30.42,30.35,30.41,0.3,667
114/03/17,713,"21,683",30.35,30.42,30.35,30.41,0.3,667
114/03/14,936,"28,169",30.13,30.14,30.06,30.11,-0.01,851
114/03/14,936,"28,169",30.13,30.14,30.06,30.11,-0.01,851
114/03/13,"2,593","78,392",30.3,30.34,30.1,30.12,-0.05,"2,571"
114/03/13,"2,593","78,392",30.3,30.34,30.1,30.12,-0.05,"2,571"
114/03/12,"3,487","105,189",30.2,30.2,30.14,30.17,-0.17,"2,184"
114/03/12,"3,487","105,189",30.2,30.2,30.14,30.17,-0.17,"2,184"
114/03/11,"2,900","87,393",30.01,30.36,29.97,30.34,-0.63,"2,532"
114/03/11,"2,900","87,393",30.01,30.36,29.97,30.34,-0.63,"2,532"
114/03/10,"1,678","51,987",30.95,31.05,30.9,30.97,-0.11,"1,642"
114/03/10,"1,678","51,987",30.95,31.05,30.9,30.97,-0.11,"1,642"
114/03/07,"2,889","89,846",31.2,31.2,31.06,31.08,-0.51,"3,119"
114/03/07,"2,889","89,846",31.2,31.2,31.06,31.08,-0.51,"3,119"
114/03/06,858,"27,062",31.58,31.59,31.51,31.59,0.13,795
114/03/06,858,"27,062",31.58,31.59,31.51,31.59,0.13,795
114/03/05,"4,271","134,298",31.51,31.51,31.37,31.46,-0.32,"3,357"
114/03/05,"4,271","134,298",31.51,31.51,31.37,31.46,-0.32,"3,357"
114/03/04,"3,782","120,108",31.9,31.9,31.72,31.78,-0.47,"3,049"
114/03/04,"3,782","120,108",31.9,31.9,31.72,31.78,-0.47,"3,049"
114/03/03,"1,097","35,279",32.17,32.25,32.09,32.25,0.07,"1,187"
114/03/03,"1,097","35,279",32.17,32.25,32.09,32.25,0.07,"1,187"
114/02/27,"2,003","64,408",32.15,32.19,32.06,32.18,-0.02,"1,194"
114/02/27,"2,003","64,408",32.15,32.19,32.06,32.18,-0.02,"1,194"
114/02/26,"2,136","68,711",32.16,32.21,32.14,32.2,-0.1,"1,835"
114/02/26,"2,136","68,711",32.16,32.21,32.14,32.2,-0.1,"1,835"
114/02/25,"3,681","118,898",32.32,32.32,32.27,32.3,-0.38,"3,028"
114/02/25,"3,681","118,898",32.32,32.32,32.27,32.3,-0.38,"3,028"
114/02/24,"3,669","119,889",32.82,32.85,32.6,32.68,-0.39,"2,774"
114/02/24,"3,669","119,889",32.82,32.85,32.6,32.68,-0.39,"2,774"
114/02/21,"1,928","63,779",33.13,33.15,33.0,33.07,-0.1,"1,305"
114/02/21,"1,928","63,779",33.13,33.15,33.0,33.07,-0.1,"1,305"
