日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,53,801,15.0,15.1,15.0,15.05,0.05,42
114/08/07,106,"1,589",14.9,15.15,14.9,15.0,0.0,71
114/08/06,76,"1,137",15.0,15.0,14.95,15.0,-0.05,73
114/08/05,137,"2,064",15.2,15.2,15.05,15.05,0.0,89
114/08/04,133,"1,992",14.75,15.1,14.75,15.05,0.3,134
114/08/01,128,"1,872",14.65,14.8,14.45,14.75,-0.05,127
114/08/01,128,"1,872",14.65,14.8,14.45,14.75,-0.05,127
114/07/31,92,"1,366",14.8,14.8,14.75,14.8,-0.05,110
114/07/31,92,"1,366",14.8,14.8,14.75,14.8,-0.05,110
114/07/30,181,"2,676",14.85,14.9,14.65,14.85,0.1,128
114/07/30,181,"2,676",14.85,14.9,14.65,14.85,0.1,128
114/07/29,571,"8,542",15.3,15.3,14.7,14.75,-0.55,310
114/07/29,571,"8,542",15.3,15.3,14.7,14.75,-0.55,310
114/07/28,"1,277","19,450",14.8,15.3,14.8,15.3,1.35,"1,101"
114/07/28,"1,277","19,450",14.8,15.3,14.8,15.3,1.35,"1,101"
114/07/25,29,410,14.05,14.05,13.95,13.95,-0.05,44
114/07/25,29,410,14.05,14.05,13.95,13.95,-0.05,44
114/07/24,49,682,13.95,14.0,13.9,14.0,0.05,48
114/07/24,49,682,13.95,14.0,13.9,14.0,0.05,48
114/07/23,69,966,13.9,14.0,13.85,13.95,0.05,62
114/07/23,69,966,13.9,14.0,13.85,13.95,0.05,62
114/07/22,48,670,14.1,14.25,13.85,13.9,-0.3,61
114/07/22,48,670,14.1,14.25,13.85,13.9,-0.3,61
114/07/21,20,291,14.05,14.3,14.05,14.2,-0.1,38
114/07/21,20,291,14.05,14.3,14.05,14.2,-0.1,38
114/07/18,72,"1,031",14.2,14.4,14.15,14.3,0.2,66
114/07/18,72,"1,031",14.2,14.4,14.15,14.3,0.2,66
114/07/17,47,663,14.1,14.15,13.95,14.1,0.1,50
114/07/17,47,663,14.1,14.15,13.95,14.1,0.1,50
114/07/16,27,382,13.85,14.05,13.8,14.0,0.0,42
114/07/16,27,382,13.85,14.05,13.8,14.0,0.0,42
114/07/15,20,286,14.2,14.2,13.9,14.0,0.2,37
114/07/15,20,286,14.2,14.2,13.9,14.0,0.2,37
114/07/14,25,353,14.0,14.0,13.8,13.8,-0.2,40
114/07/14,25,353,14.0,14.0,13.8,13.8,-0.2,40
114/07/11,54,748,13.9,14.1,13.85,14.0,0.1,50
114/07/11,54,748,13.9,14.1,13.85,14.0,0.1,50
114/07/10,8,114,13.85,14.0,13.85,13.9,0.05,17
114/07/10,8,114,13.85,14.0,13.85,13.9,0.05,17
114/07/09,52,723,13.95,14.0,13.85,13.85,0.0,27
114/07/09,52,723,13.95,14.0,13.85,13.85,0.0,27
114/07/08,61,853,14.0,14.0,13.8,13.85,-0.25,56
114/07/08,61,853,14.0,14.0,13.8,13.85,-0.25,56
114/07/07,36,509,14.1,14.25,14.0,14.1,-0.1,44
114/07/07,36,509,14.1,14.25,14.0,14.1,-0.1,44
114/07/04,66,948,14.6,14.65,14.2,14.2,-0.35,56
114/07/04,66,948,14.6,14.65,14.2,14.2,-0.35,56
114/07/03,37,543,14.45,14.8,14.45,14.55,0.25,40
114/07/03,37,543,14.45,14.8,14.45,14.55,0.25,40
114/07/02,23,323,14.3,14.35,14.25,14.3,0.0,29
114/07/02,23,323,14.3,14.35,14.25,14.3,0.0,29
114/07/01,138,"1,986",14.4,14.55,14.3,14.3,-0.1,67
114/07/01,138,"1,986",14.4,14.55,14.3,14.3,-0.1,67
114/06/30,59,844,14.5,14.5,14.35,14.4,-0.2,67
114/06/30,59,844,14.5,14.5,14.35,14.4,-0.2,67
114/06/27,70,"1,030",14.8,14.8,14.6,14.6,-0.3,73
114/06/27,70,"1,030",14.8,14.8,14.6,14.6,-0.3,73
114/06/26,39,576,14.8,15.0,14.7,14.9,0.1,88
114/06/26,39,576,14.8,15.0,14.7,14.9,0.1,88
114/06/25,42,627,14.85,14.85,14.7,14.8,-0.2,53
114/06/25,42,627,14.85,14.85,14.7,14.8,-0.2,53
114/06/24,34,509,14.75,15.0,14.75,15.0,0.25,78
114/06/24,34,509,14.75,15.0,14.75,15.0,0.25,78
114/06/23,73,"1,057",14.6,14.75,14.35,14.75,-0.1,72
114/06/23,73,"1,057",14.6,14.75,14.35,14.75,-0.1,72
114/06/20,218,"3,308",15.5,15.65,14.7,14.85,-0.75,185
114/06/20,218,"3,308",15.5,15.65,14.7,14.85,-0.75,185
114/06/19,157,"2,522",16.65,16.65,15.6,15.6,-1.0,89
114/06/19,157,"2,522",16.65,16.65,15.6,15.6,-1.0,89
114/06/18,60,"1,001",16.7,16.8,16.6,16.6,-0.15,51
