日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,"1,791","78,356",43.90,44.70,42.90,44.20,0.7,"1,303"
114/08/07,"2,094","92,261",45.30,45.55,43.25,43.50,-1.65,"2,165"
114/08/06,"3,306","150,077",44.90,46.45,44.60,45.15,-1.25,"3,272"
114/08/05,"5,504","252,144",43.65,46.75,43.60,46.40,2.9,"4,692"
114/08/04,"3,475","152,345",42.60,45.00,41.75,43.50,0.9,"3,044"
114/08/01,"3,424","149,339",42.80,44.60,42.30,42.60,-1.05,"3,523"
114/08/01,"3,424","149,339",42.80,44.60,42.30,42.60,-1.05,"3,523"
114/07/31,"3,987","171,366",41.40,44.00,41.00,43.65,1.95,"2,805"
114/07/31,"3,987","171,366",41.40,44.00,41.00,43.65,1.95,"2,805"
114/07/30,"2,614","108,194",40.50,42.95,39.30,41.70,2.1,"2,392"
114/07/30,"2,614","108,194",40.50,42.95,39.30,41.70,2.1,"2,392"
114/07/29,"1,085","42,998",40.50,40.50,38.65,39.60,-0.6,943
114/07/29,"1,085","42,998",40.50,40.50,38.65,39.60,-0.6,943
114/07/28,"1,232","49,958",41.15,41.35,40.05,40.20,-0.75,996
114/07/28,"1,232","49,958",41.15,41.35,40.05,40.20,-0.75,996
114/07/25,"3,056","124,547",40.70,41.50,39.65,40.95,2.1,"2,234"
114/07/25,"3,056","124,547",40.70,41.50,39.65,40.95,2.1,"2,234"
114/07/24,977,"38,253",39.50,40.05,38.65,38.85,-0.35,772
114/07/24,977,"38,253",39.50,40.05,38.65,38.85,-0.35,772
114/07/23,"1,549","62,480",40.10,41.70,39.20,39.20,-0.3,"1,499"
114/07/23,"1,549","62,480",40.10,41.70,39.20,39.20,-0.3,"1,499"
114/07/22,"3,274","132,497",41.65,41.85,39.50,39.50,-1.95,"2,406"
114/07/22,"3,274","132,497",41.65,41.85,39.50,39.50,-1.95,"2,406"
114/07/21,"4,534","181,913",39.70,41.95,38.00,41.45,1.6,"3,523"
114/07/21,"4,534","181,913",39.70,41.95,38.00,41.45,1.6,"3,523"
114/07/18,"6,309","263,431",44.95,44.95,39.85,39.85,-4.4,"4,594"
114/07/18,"6,309","263,431",44.95,44.95,39.85,39.85,-4.4,"4,594"
114/07/17,"7,833","354,025",43.90,46.70,43.70,44.25,0.5,"5,569"
114/07/17,"7,833","354,025",43.90,46.70,43.70,44.25,0.5,"5,569"
114/07/16,"15,461","700,700",45.75,47.60,43.15,43.75,-1.65,"9,898"
114/07/16,"15,461","700,700",45.75,47.60,43.15,43.75,-1.65,"9,898"
114/07/15,"11,383","496,964",42.35,45.40,41.50,45.40,4.1,"9,780"
114/07/15,"11,383","496,964",42.35,45.40,41.50,45.40,4.1,"9,780"
114/07/14,"5,244","209,385",37.50,41.30,36.95,41.30,3.75,"3,974"
114/07/14,"5,244","209,385",37.50,41.30,36.95,41.30,3.75,"3,974"
114/07/11,"1,609","60,048",36.75,38.00,36.40,37.55,1.25,"1,188"
114/07/11,"1,609","60,048",36.75,38.00,36.40,37.55,1.25,"1,188"
114/07/10,"1,267","46,230",35.80,37.80,35.20,36.30,1.3,985
114/07/10,"1,267","46,230",35.80,37.80,35.20,36.30,1.3,985
114/07/09,602,"20,912",33.60,35.25,32.95,35.00,1.5,551
114/07/09,602,"20,912",33.60,35.25,32.95,35.00,1.5,551
114/07/08,358,"12,029",33.05,34.50,32.85,33.50,0.8,345
114/07/08,358,"12,029",33.05,34.50,32.85,33.50,0.8,345
114/07/07,914,"30,441",34.50,34.75,32.20,32.70,-2.05,736
